DHSCLUST,LATNUM,LONGNUM,URBAN_RURA,ADM1NAME,DHSREGNA,round,tv_name,pc11_s_id,pc11_d_id,pc11_sd_id,pc11_tv_id,gp_lgd_code,gp_name,n_gps_constrained,clean_gp_constrained,at_risk_gp_constrained,no_gp_constrained
9920.0,30.036509,73.749535,R,RAJASTHAN,Ganganagar,NFHS5,1Q,08,099,00458,064331,,,6,False,True,False
9921.0,29.920839,73.82713,U,RAJASTHAN,Ganganagar,NFHS5,9 Z,08,099,00458,064463,37745.0,9 Z,6,False,True,False
9922.0,29.33481,73.443585,R,RAJASTHAN,Ganganagar,NFHS5,4 STB,08,099,00464,066383,37690.0,4 Bld,9,False,True,False
9923.0,29.821926,73.777931,R,RAJASTHAN,Ganganagar,NFHS5,3 LL,08,099,00458,064594,37744.0,5 LL,11,False,True,False
9924.0,29.540062,73.908255,R,RAJASTHAN,Ganganagar,NFHS5,6 HDP,08,100,00469,068004,38055.0,Hardayalpura,6,False,True,False
9925.0,29.197358,73.990126,R,RAJASTHAN,Ganganagar,NFHS5,Bhojewala,08,099,00465,066984,37933.0,Bhoje Wala,6,False,True,False
9926.0,29.326591,73.901696,U,RAJASTHAN,Ganganagar,NFHS5,Suratgarh,08,099,00465,800453,,,1,True,False,False
9927.0,29.321004,73.887723,U,RAJASTHAN,Ganganagar,NFHS5,Suratgarh,08,099,00465,800453,,,4,False,True,False
9928.0,29.915592,73.832736,U,RAJASTHAN,Ganganagar,NFHS5,8 Z,08,099,00458,064485,37733.0,10 Z,5,False,True,False
9929.0,29.931249,74.285423,R,RAJASTHAN,Ganganagar,NFHS5,14 KSD,08,099,00459,064677,37921.0,Noorpura,3,False,True,False
9930.0,30.114263,73.951125,R,RAJASTHAN,Ganganagar,NFHS5,3 B,08,099,00458,064353,37768.0,Pakki,5,False,True,False
9931.0,29.781475,73.760186,R,RAJASTHAN,Ganganagar,NFHS5,8 LL,08,099,00458,064592,37744.0,5 LL,11,False,True,False
9932.0,29.232712,73.708077,R,RAJASTHAN,Ganganagar,NFHS5,6 SD,08,099,00465,066848,37943.0,Jankidaswala,7,False,True,False
9933.0,29.34478,73.403397,R,RAJASTHAN,Ganganagar,NFHS5,1 PTD-B,08,099,00464,066374,37722.0,8 Stb,10,False,True,False
9934.0,29.706448,73.670266,R,RAJASTHAN,Ganganagar,NFHS5,17 BB,08,099,00460,064940,37813.0,16 Bb,11,False,True,False
9935.0,29.010187,73.077245,R,RAJASTHAN,Ganganagar,NFHS5,2 GD-A,08,099,00463,066270,37669.0,2 Gd-B,11,False,True,False
9936.0,29.207067,73.182178,U,RAJASTHAN,Ganganagar,NFHS5,93 GB,08,099,00462,065651,37726.0,90 Gb,4,False,True,False
9937.0,29.888129,73.887592,U,RAJASTHAN,Ganganagar,NFHS5,7 E,08,099,00458,064511,,,3,False,True,False
9938.0,29.91802,73.847521,U,RAJASTHAN,Ganganagar,NFHS5,Ganganagar,08,099,00458,800446,,,6,False,True,False
9939.0,29.43725,73.840909,R,RAJASTHAN,Ganganagar,NFHS5,23 LGW-B,08,099,00465,066723,37930.0,Bhagwangarh,10,False,True,False
9940.0,29.853244,73.512084,R,RAJASTHAN,Ganganagar,NFHS5,43 F,08,099,00457,064228,37805.0,46 F Moda,11,False,True,False
9941.0,29.973398,73.748773,R,RAJASTHAN,Ganganagar,NFHS5,10 F,08,099,00458,064415,37764.0,Mirjewala,11,False,True,False
9942.0,29.406838,73.845297,R,RAJASTHAN,Ganganagar,NFHS5,15 STB,08,099,00465,066742,37953.0,Ramsara Jakhadan,10,False,True,False
9943.0,29.192181,73.246165,R,RAJASTHAN,Ganganagar,NFHS5,6 PGM,08,099,00462,065700,37674.0,2 Pgm-B,8,False,True,False
9944.0,29.32661,73.899324,U,RAJASTHAN,Ganganagar,NFHS5,Suratgarh,08,099,00465,800453,,,1,True,False,False
9945.0,30.09005,73.889018,R,RAJASTHAN,Ganganagar,NFHS5,4 D,08,099,00458,064363,37751.0,Dullapur Keri,6,False,True,False
10001.0,29.61463,74.299266,U,RAJASTHAN,Hanumangarh,NFHS5,50 NGC  (Rural),08,100,00468,067665,38123.0,Satipura,2,False,True,False
10002.0,29.686725,74.273235,R,RAJASTHAN,Hanumangarh,NFHS5,9 LLW,08,100,00468,067616,38114.0,Rodawali,7,False,True,False
10003.0,29.593224,74.525707,R,RAJASTHAN,Hanumangarh,NFHS5,13 CDR,08,100,00467,067391,38129.0,Surewala,6,False,True,False
10004.0,29.58408,74.326765,U,RAJASTHAN,Hanumangarh,NFHS5,Hanumangarh,08,100,00468,800455,,,3,False,True,False
10005.0,29.232762,75.289735,R,RAJASTHAN,Hanumangarh,NFHS5,4 MRN,08,100,00472,068847,37998.0,Meharana (8 Mrn ),6,False,True,False
10006.0,29.049633,75.198863,R,RAJASTHAN,Hanumangarh,NFHS5,DOBHI,08,100,00472,068980,37981.0,Dobhi,9,False,True,False
10007.0,29.594189,74.159225,R,RAJASTHAN,Hanumangarh,NFHS5,9 JRK,08,100,00468,067701,38039.0,Dabli Bas Midha Rohi,6,False,True,False
10008.0,29.382645,74.261888,R,RAJASTHAN,Hanumangarh,NFHS5,24 NDR,08,100,00468,067844,294701.0,22-23 Ndr,7,False,True,False
10009.0,29.560095,74.276949,R,RAJASTHAN,Hanumangarh,NFHS5,2 SNM  (Rural),08,100,00468,067722,38127.0,Srinagar,7,False,True,False
10010.0,29.093982,74.794396,R,RAJASTHAN,Hanumangarh,NFHS5,DALPATPURA,08,100,00471,068792,38156.0,Dalpatpura,5,False,True,False
10011.0,29.498651,74.555528,R,RAJASTHAN,Hanumangarh,NFHS5,650 RD,08,100,00467,067445,38027.0,Berwala,6,False,True,False
10012.0,29.050816,74.312045,R,RAJASTHAN,Hanumangarh,NFHS5,BARAMSAR,08,100,00470,068511,38145.0,Baramsar,5,False,True,False
10013.0,29.569201,74.238627,R,RAJASTHAN,Hanumangarh,NFHS5,5 KNJ,08,100,00468,067719,38082.0,Makasar,9,False,True,False
10014.0,28.94545,75.195255,R,RAJASTHAN,Hanumangarh,NFHS5,ANOOPSHAHAR,08,100,00472,068986,37968.0,Anoop Shahar,7,False,True,False
10015.0,28.984449,74.591288,R,RAJASTHAN,Hanumangarh,NFHS5,NIMLA,08,100,00471,068767,38193.0,Neemla,6,False,True,False
10016.0,29.620478,74.315102,U,RAJASTHAN,Hanumangarh,NFHS5,45 NGC,08,100,00468,067664,38123.0,Satipura,3,False,True,False
10017.0,29.935071,74.37453,R,RAJASTHAN,Hanumangarh,NFHS5,7 KSD,08,100,00466,067117,38084.0,Malarampura,6,False,True,False
10018.0,29.000829,74.957208,R,RAJASTHAN,Hanumangarh,NFHS5,NOONWAN,08,100,00472,068955,37992.0,Kanau,5,False,True,False
10019.0,29.223569,74.898106,R,RAJASTHAN,Hanumangarh,NFHS5,18 NTR,08,100,00471,068707,38199.0,Parlika (19 Ntr ),7,False,True,False
10020.0,29.177494,75.287088,R,RAJASTHAN,Hanumangarh,NFHS5,3 JGW,08,100,00472,068874,38004.0,Ninan (6 Jgw ),9,False,True,False
10021.0,29.570498,74.331643,U,RAJASTHAN,Hanumangarh,NFHS5,Hanumangarh,08,100,00468,800455,,,1,True,False,False
10022.0,29.200326,75.329389,R,RAJASTHAN,Hanumangarh,NFHS5,8 AMS,08,100,00472,068856,37978.0,Chhani Bari (5 Chn ),7,False,True,False
10023.0,28.998003,75.389556,R,RAJASTHAN,Hanumangarh,NFHS5,GADHARA,08,100,00472,069012,37983.0,Gadhara,5,False,True,False
10024.0,29.555963,74.518126,R,RAJASTHAN,Hanumangarh,NFHS5,7 SRW,08,100,00467,067409,,,9,False,True,False
10025.0,29.59945,74.2509,R,RAJASTHAN,Hanumangarh,NFHS5,Hanumangarh,08,100,00468,800455,,,10,False,True,False
10026.0,29.496313,74.075445,U,RAJASTHAN,Hanumangarh,NFHS5,Pilibanga,08,100,00469,800456,,,4,False,True,False
10027.0,29.544812,74.510978,R,RAJASTHAN,Hanumangarh,NFHS5,6 GGR,08,100,00467,067410,,,12,False,True,False
10028.0,29.186262,74.766219,U,RAJASTHAN,Hanumangarh,NFHS5,Nohar,08,100,00471,800458,,,4,False,True,False
10029.0,29.071565,74.658162,R,RAJASTHAN,Hanumangarh,NFHS5,BHAGWANSAR,08,100,00471,068612,38167.0,Gorkhana,6,False,True,False
10030.0,29.642845,74.344234,R,RAJASTHAN,Hanumangarh,NFHS5,3 STD,08,100,00468,067662,38097.0,Nawan,8,False,True,False
10031.0,29.090302,74.916016,R,RAJASTHAN,Hanumangarh,NFHS5,LALANAWAS DIKHNADA,08,100,00471,068798,38181.0,Lalana Dhikhanada,5,False,True,False
10032.0,29.344891,74.817607,R,RAJASTHAN,Hanumangarh,NFHS5,11 KNN,08,100,00471,068631,38207.0,Ratanpura(1 Rpm ),5,False,True,False
10033.0,29.479507,74.388715,R,RAJASTHAN,Hanumangarh,NFHS5,10 KSP,08,100,00468,067806,294699.0,Bhunnawali Dhani,9,False,True,False
10034.0,29.242138,74.88439,R,RAJASTHAN,Hanumangarh,NFHS5,20 NTR,08,100,00471,068685,38199.0,Parlika (19 Ntr ),8,False,True,False
10035.0,29.31434,74.632034,R,RAJASTHAN,Hanumangarh,NFHS5,14 RWD,08,100,00471,068585,38212.0,Thalkara (17 Rwd),7,False,True,False
10036.0,29.623349,74.258681,U,RAJASTHAN,Hanumangarh,NFHS5,4 RRW,08,100,00468,067656,38114.0,Rodawali,4,False,True,False
10037.0,29.052004,75.195668,U,RAJASTHAN,Hanumangarh,NFHS5,DOBHI,08,100,00472,068980,37981.0,Dobhi,3,False,True,False
10038.0,29.594138,74.326309,U,RAJASTHAN,Hanumangarh,NFHS5,43 NGC,08,100,00468,067671,38034.0,Chak Jawala Singh Wala,3,False,True,False
10039.0,28.83133,74.768777,R,RAJASTHAN,Hanumangarh,NFHS5,TIDIYASAR,08,100,00471,068781,38214.0,Tydiasar,1,True,False,False
10040.0,29.732118,74.440792,R,RAJASTHAN,Hanumangarh,NFHS5,10 SBN,08,100,00467,067311,38120.0,Saliwala,6,False,True,False
10041.0,29.250514,74.856707,R,RAJASTHAN,Hanumangarh,NFHS5,22 NTR,08,100,00471,068686,38137.0,22 Ntr,6,False,True,False
10042.0,29.122102,74.868285,R,RAJASTHAN,Hanumangarh,NFHS5,BAR BEERANA,08,100,00471,068746,38144.0,Badbirana,7,False,True,False
10043.0,29.521536,73.956306,R,RAJASTHAN,Hanumangarh,NFHS5,1 HDP,08,100,00469,068046,38055.0,Hardayalpura,8,False,True,False
10044.0,29.926642,74.428529,R,RAJASTHAN,Hanumangarh,NFHS5,1 KSD,08,100,00466,067123,38029.0,Bhakhrawali,6,False,True,False
10045.0,29.517548,74.542978,R,RAJASTHAN,Hanumangarh,NFHS5,3 GGR,08,100,00467,067424,38112.0,Rathi Khera,6,False,True,False
10101.0,28.037567,73.300086,U,RAJASTHAN,Bikaner,NFHS5,Bikaner,08,101,00473,800460,,,1,True,False,False
10102.0,27.793085,73.531981,R,RAJASTHAN,Bikaner,NFHS5,Gajroopdesar,08,101,00477,069584,36143.0,Gajroopdesar,6,False,True,False
10103.0,27.708467,73.087777,R,RAJASTHAN,Bikaner,NFHS5,Mokha Charnan,08,101,00476,069506,36081.0,Hadla Bhatiyan,7,False,True,False
10104.0,28.069473,73.375166,U,RAJASTHAN,Bikaner,NFHS5,Beechhwal  (Rural),08,101,00473,069049,262131.0,Pemasar,2,False,True,False
10105.0,28.056668,73.779709,R,RAJASTHAN,Bikaner,NFHS5,Sheruna,08,101,00480,069863,36205.0,Seruna,4,False,True,False
10106.0,27.794015,73.064136,R,RAJASTHAN,Bikaner,NFHS5,Hadla Bhatiyan,08,101,00476,069503,36081.0,Hadla Bhatiyan,3,False,True,False
10107.0,27.736659,73.691895,R,RAJASTHAN,Bikaner,NFHS5,Siniyala,08,101,00477,069643,36176.0,Sinyala,8,False,True,False
10108.0,28.17589,73.296812,R,RAJASTHAN,Bikaner,NFHS5,Kanasar,08,101,00473,069029,36023.0,Kanasar,3,False,True,False
10109.0,27.960197,73.670461,R,RAJASTHAN,Bikaner,NFHS5,Belasar,08,101,00473,069120,294012.0,Belasar,6,False,True,False
10110.0,28.008746,73.288453,R,RAJASTHAN,Bikaner,NFHS5,Bikaner,08,101,00473,800460,,,2,False,True,False
10111.0,27.948776,73.55582,R,RAJASTHAN,Bikaner,NFHS5,Napasar,08,101,00473,069113,,,5,False,True,False
10112.0,27.934466,73.97092,R,RAJASTHAN,Bikaner,NFHS5,Upni,08,101,00480,069904,36212.0,Upani,5,False,True,False
10113.0,27.507178,72.874062,R,RAJASTHAN,Bikaner,NFHS5,Dasori,08,101,00476,069549,36071.0,Dasori,3,False,True,False
10114.0,28.741617,73.78278,R,RAJASTHAN,Bikaner,NFHS5,Manohariya,08,101,00475,069232,294068.0,Mohakampura,3,False,True,False
10115.0,27.470092,73.321899,R,RAJASTHAN,Bikaner,NFHS5,Hansasar,08,101,00477,069667,36144.0,Hansasar,7,False,True,False
10116.0,28.082714,73.317232,U,RAJASTHAN,Bikaner,NFHS5,Chak Garbi  (Rural),08,101,00473,069047,36039.0,Nal Badi,1,True,False,False
10117.0,28.600627,72.544343,R,RAJASTHAN,Bikaner,NFHS5,3 VGM (Guluwali),08,101,00478,069760,36017.0,Guluwali,4,False,True,False
10118.0,28.01927,73.311652,U,RAJASTHAN,Bikaner,NFHS5,Bikaner,08,101,00473,800460,,,0,False,False,True
10119.0,28.017965,73.296457,U,RAJASTHAN,Bikaner,NFHS5,Bikaner,08,101,00473,800460,,,0,False,False,True
10120.0,27.510304,73.204345,R,RAJASTHAN,Bikaner,NFHS5,Panchoo,08,101,00477,069631,36166.0,Panchoo,2,False,True,False
10121.0,28.013407,73.337997,U,RAJASTHAN,Bikaner,NFHS5,Bikaner,08,101,00473,800460,,,0,False,False,True
10122.0,28.260395,73.066825,R,RAJASTHAN,Bikaner,NFHS5,Bandarewala,08,101,00474,069200,294183.0,Barala,5,False,True,False
10123.0,28.839868,72.623479,R,RAJASTHAN,Bikaner,NFHS5,10 BD,08,101,00478,069740,35995.0,14 Bd,3,False,True,False
10124.0,28.020364,73.322716,U,RAJASTHAN,Bikaner,NFHS5,Bikaner,08,101,00473,800460,,,0,False,False,True
10125.0,27.971581,72.619649,R,RAJASTHAN,Bikaner,NFHS5,Bangarsar,08,101,00476,069391,36060.0,Bangadsr,2,False,True,False
10126.0,27.555965,73.462556,U,RAJASTHAN,Bikaner,NFHS5,Nokha,08,101,00477,800462,,,3,False,True,False
10127.0,28.215241,73.289399,U,RAJASTHAN,Bikaner,NFHS5,Bherookheera,08,101,00473,069033,262122.0,Sobhasar,1,True,False,False
10128.0,28.083086,73.991194,U,RAJASTHAN,Bikaner,NFHS5,Dungargarh,08,101,00480,800463,,,1,True,False,False
10129.0,27.493976,73.070418,R,RAJASTHAN,Bikaner,NFHS5,Sainsar,08,101,00477,069627,262333.0,Saisar,4,False,True,False
10130.0,28.494638,73.767868,R,RAJASTHAN,Bikaner,NFHS5,Lunkaransar,08,101,00475,069286,,,3,False,True,False
10131.0,27.602861,73.454292,R,RAJASTHAN,Bikaner,NFHS5,Nokhagaon,08,101,00477,069636,36165.0,Nokha Gaon,5,False,True,False
10132.0,28.667598,73.179747,R,RAJASTHAN,Bikaner,NFHS5,Satasar,08,101,00479,069835,36049.0,Sattasar,4,False,True,False
10133.0,28.673835,72.689488,R,RAJASTHAN,Bikaner,NFHS5,10 KLD  (Kundala),08,101,00478,069768,36032.0,Kundal,4,False,True,False
10134.0,28.569607,73.518055,R,RAJASTHAN,Bikaner,NFHS5,Kheeleriya,08,101,00475,069242,36111.0,Khokhrana,2,False,True,False
10135.0,27.841883,72.695806,R,RAJASTHAN,Bikaner,NFHS5,Beethnokh,08,101,00476,069444,36067.0,Bithnok,4,False,True,False
10136.0,28.003655,73.308214,U,RAJASTHAN,Bikaner,NFHS5,Bikaner,08,101,00473,800460,,,0,False,False,True
10137.0,28.005075,73.325839,U,RAJASTHAN,Bikaner,NFHS5,Bikaner,08,101,00473,800460,,,0,False,False,True
10138.0,28.306597,73.461266,U,RAJASTHAN,Bikaner,NFHS5,Jagdewala,08,101,00473,069022,262121.0,Dandoosar,3,False,True,False
10139.0,27.854654,73.134344,R,RAJASTHAN,Bikaner,NFHS5,Bholasar Budhan,08,101,00476,069500,36065.0,Bholasar,7,False,True,False
10140.0,27.55215,73.475302,U,RAJASTHAN,Bikaner,NFHS5,Nokha,08,101,00477,800462,,,3,False,True,False
10141.0,28.616428,73.088171,R,RAJASTHAN,Bikaner,NFHS5,Moti Garh,08,101,00479,069831,36038.0,Motigarh,3,False,True,False
10142.0,28.208837,74.284822,R,RAJASTHAN,Bikaner,NFHS5,Momasar,08,101,00480,069879,36201.0,Momasar,2,False,True,False
10143.0,28.627016,72.999249,R,RAJASTHAN,Bikaner,NFHS5,Moti Garh,08,101,00479,069831,36038.0,Motigarh,5,False,True,False
10144.0,27.796448,73.477186,U,RAJASTHAN,Bikaner,NFHS5,Sowa,08,101,00477,069583,294166.0,Sowa,2,False,True,False
10145.0,27.570309,73.419902,R,RAJASTHAN,Bikaner,NFHS5,Jagrampura,08,101,00477,069664,,,5,False,True,False
10201.0,28.536932,74.417711,U,RAJASTHAN,Churu,NFHS5,Malsar,08,102,00483,070356,36935.0,Malsar,3,False,True,False
10202.0,28.429209,74.952106,R,RAJASTHAN,Churu,NFHS5,Jhariya,08,102,00484,070499,36800.0,Jhariya,7,False,True,False
10203.0,28.280973,74.798931,R,RAJASTHAN,Churu,NFHS5,Jasrasar,08,102,00484,070530,36795.0,Jasrasar,8,False,True,False
10204.0,28.284659,74.952287,U,RAJASTHAN,Churu,NFHS5,Churu,08,102,00484,800468,,,0,False,False,True
10205.0,28.553482,74.916082,R,RAJASTHAN,Churu,NFHS5,Jori Patta Satyun,08,102,00484,070474,36801.0,Jori,5,False,True,False
10206.0,28.455174,75.35827,R,RAJASTHAN,Churu,NFHS5,Sankhoo,08,102,00482,070204,36868.0,Sankhoo,7,False,True,False
10207.0,27.76716,74.143326,R,RAJASTHAN,Churu,NFHS5,Barjangsar,08,101,00480,069938,36187.0,Barjangsar,4,False,True,False
10208.0,28.003153,74.301009,R,RAJASTHAN,Churu,NFHS5,Alsar Bas,08,102,00485,070609,36875.0,Alsar,2,False,True,False
10209.0,28.567024,75.127839,R,RAJASTHAN,Churu,NFHS5,Satyoo,08,102,00481,070049,37032.0,Satyoo,5,False,True,False
10210.0,28.277628,74.523283,R,RAJASTHAN,Churu,NFHS5,Mangasar,08,102,00483,070453,36924.0,Dulrasar,7,False,True,False
10211.0,28.887072,75.283944,R,RAJASTHAN,Churu,NFHS5,Sidhmukh,08,102,00482,070066,36869.0,Sidhmukh,5,False,True,False
10212.0,28.850313,75.342765,R,RAJASTHAN,Churu,NFHS5,Chubkiya Tal,08,102,00482,070090,36828.0,Chainpura Bara,7,False,True,False
10213.0,28.460749,75.488291,R,RAJASTHAN,Churu,NFHS5,Neema,08,102,00482,070249,36857.0,Neema,7,False,True,False
10214.0,28.400039,74.260417,R,RAJASTHAN,Churu,NFHS5,Khundiya,08,102,00483,070349,36944.0,Rajasar Beekan,6,False,True,False
10215.0,27.789194,74.448671,R,RAJASTHAN,Churu,NFHS5,Beer Chhaper,08,102,00486,070838,,,5,False,True,False
10216.0,28.072758,74.64002,U,RAJASTHAN,Churu,NFHS5,Ratangarh,08,102,00485,800469,,,1,True,False,False
10217.0,28.578882,75.609158,R,RAJASTHAN,Churu,NFHS5,Balan,08,102,00482,070223,262098.0,Gugalwa,4,False,True,False
10218.0,27.700647,74.439534,U,RAJASTHAN,Churu,NFHS5,Sujangarh,08,102,00486,800473,,,1,True,False,False
10219.0,27.709848,74.462842,U,RAJASTHAN,Churu,NFHS5,Sujangarh,08,102,00486,800473,,,0,False,False,True
10220.0,27.752183,74.170717,R,RAJASTHAN,Churu,NFHS5,Bairasar,08,102,00486,070700,294341.0,Baerasar,3,False,True,False
10221.0,28.619496,75.368328,U,RAJASTHAN,Churu,NFHS5,Rajgarh,08,102,00482,800465,,,2,False,True,False
10222.0,27.663876,74.272502,R,RAJASTHAN,Churu,NFHS5,Sarothiya,08,102,00486,070766,37001.0,Sarothiya,5,False,True,False
10223.0,28.692877,75.179391,R,RAJASTHAN,Churu,NFHS5,Mahlana Dikhnada,08,102,00482,070128,36852.0,Mahlana Utrada,8,False,True,False
10224.0,28.700131,74.706843,R,RAJASTHAN,Churu,NFHS5,Bilyoobas Rampura,08,102,00483,070313,36917.0,Bilyoobas Rampura,6,False,True,False
10225.0,28.32489,75.067516,R,RAJASTHAN,Churu,NFHS5,Dhadhar,08,102,00484,070555,36792.0,Dhadhar,8,False,True,False
10226.0,27.743398,74.465613,U,RAJASTHAN,Churu,NFHS5,Guleriya,08,102,00486,070773,36975.0,Guleriya,1,True,False,False
10227.0,27.843286,74.319336,U,RAJASTHAN,Churu,NFHS5,Bidasar,08,102,00486,800471,,,0,False,False,True
10228.0,27.697727,74.456543,U,RAJASTHAN,Churu,NFHS5,Sujangarh,08,102,00486,800473,,,0,False,False,True
10229.0,28.83783,75.305521,R,RAJASTHAN,Churu,NFHS5,Chainpura Bara,08,102,00482,070091,36828.0,Chainpura Bara,7,False,True,False
10230.0,27.915198,74.558747,R,RAJASTHAN,Churu,NFHS5,Parihara,08,102,00485,070651,36898.0,Parihara,8,False,True,False
10231.0,28.028178,74.673605,R,RAJASTHAN,Churu,NFHS5,Loonchh,08,102,00485,070647,36893.0,Loonchh,5,False,True,False
10232.0,28.44041,75.011677,R,RAJASTHAN,Churu,NFHS5,Thalori,08,102,00484,070503,36798.0,Indrapura,7,False,True,False
10233.0,28.455631,75.5323,R,RAJASTHAN,Churu,NFHS5,Nawan,08,102,00482,070252,36855.0,Nawan,7,False,True,False
10234.0,28.296895,74.827471,R,RAJASTHAN,Churu,NFHS5,Rampurabas Jasrasar,08,102,00484,070521,295085.0,Dudhwa Meetha,6,False,True,False
10235.0,28.437963,74.196895,R,RAJASTHAN,Churu,NFHS5,Ghadsisar,08,102,00483,070348,294602.0,Ghadsisar,6,False,True,False
10236.0,27.692471,74.477052,U,RAJASTHAN,Churu,NFHS5,Sujangarh,08,102,00486,800473,,,1,True,False,False
10237.0,28.653594,75.039073,U,RAJASTHAN,Churu,NFHS5,Taranagar,08,102,00481,800464,,,1,True,False,False
10238.0,27.701274,74.463584,U,RAJASTHAN,Churu,NFHS5,Sujangarh,08,102,00486,800473,,,0,False,False,True
10239.0,28.18508,74.437438,R,RAJASTHAN,Churu,NFHS5,Hamoosar,08,102,00485,070579,294592.0,Hamoosar,5,False,True,False
10240.0,27.709395,74.162163,R,RAJASTHAN,Churu,NFHS5,Bamboo,08,102,00486,070699,36961.0,Bamboo,6,False,True,False
10241.0,28.413512,75.161918,R,RAJASTHAN,Churu,NFHS5,Lohsana Bara,08,102,00484,070565,36809.0,Lohsana Bara,5,False,True,False
10242.0,28.402217,74.623786,R,RAJASTHAN,Churu,NFHS5,Pulasar,08,102,00483,070434,36943.0,Pulasar,6,False,True,False
10243.0,27.965952,74.700184,R,RAJASTHAN,Churu,NFHS5,Kusum Desar,08,102,00485,070669,36889.0,Kusum Desar,7,False,True,False
10244.0,28.284065,74.957689,U,RAJASTHAN,Churu,NFHS5,Churu,08,102,00484,800468,,,0,False,False,True
10245.0,28.399038,75.335566,R,RAJASTHAN,Churu,NFHS5,Dabli Dhani,08,102,00482,070203,36874.0,Vijaypura,6,False,True,False
10301.0,28.364407,75.590329,U,RAJASTHAN,Jhunjhunun,NFHS5,Vidyavihar,08,103,00488,800479,,,2,False,True,False
10302.0,28.042339,75.23385,R,RAJASTHAN,Jhunjhunun,NFHS5,Ladsar,08,103,00487,071021,39431.0,Bhojasar,10,False,True,False
10303.0,27.892901,75.725715,R,RAJASTHAN,Jhunjhunun,NFHS5,Kalota,08,103,00490,071547,39471.0,Kalota,13,False,True,False
10304.0,27.887754,75.754158,U,RAJASTHAN,Jhunjhunun,NFHS5,Babai,08,103,00490,071568,39459.0,Babai,4,False,True,False
10305.0,28.243127,75.983367,R,RAJASTHAN,Jhunjhunun,NFHS5,Udamandi,08,103,00489,071363,39393.0,Udamandi,10,False,True,False
10306.0,27.762762,75.406032,R,RAJASTHAN,Jhunjhunun,NFHS5,Tonk Chhilari,08,103,00491,071671,39531.0,Tonk Chhilari,14,False,True,False
10307.0,27.784928,75.639421,R,RAJASTHAN,Jhunjhunun,NFHS5,Rajivpura,08,103,00492,071757,39591.0,Manaksas,7,False,True,False
