DHSCLUST,LATNUM,LONGNUM,URBAN_RURA,ADM1NAME,DHSREGNA,round,tv_name,pc11_s_id,pc11_d_id,pc11_sd_id,pc11_tv_id,gp_lgd_code,gp_name,n_gps_constrained,clean_gp_constrained,at_risk_gp_constrained,no_gp_constrained
331510.0,30.157072829,77.804483955,R,UTTAR PRADESH,Saharanpur,NFHS4,Kaluwala Jahanpur,09,132,00701,109067,,,0,False,False,True
331572.0,29.714730585,77.350921878,R,UTTAR PRADESH,Saharanpur,NFHS4,Barsi,09,132,00703,110024,,,0,False,False,True
335858.0,29.882680718,77.545852905,R,UTTAR PRADESH,Saharanpur,NFHS4,Malhipur,09,132,00702,109635,,,0,False,False,True
334038.0,29.703182365,77.169074882,R,UTTAR PRADESH,Saharanpur,NFHS4,Dhulawli,09,132,00703,109993,,,0,False,False,True
332895.0,29.914087836,77.375131326,R,UTTAR PRADESH,Saharanpur,NFHS4,Kiwadpur Balkhi,09,132,00703,109795,,,0,False,False,True
335872.0,30.118343432,77.443149852,R,UTTAR PRADESH,Saharanpur,NFHS4,Doodh Garh,09,132,00702,109514,,,0,False,False,True
335065.0,30.080840833,77.762459658,R,UTTAR PRADESH,Saharanpur,NFHS4,Aurangabad,09,132,00701,109080,,,0,False,False,True
332356.0,29.627381792,77.505607842,R,UTTAR PRADESH,Saharanpur,NFHS4,Balwakheri,09,133,00708,110772,,,0,False,False,True
335171.0,29.648640157,77.622178741,R,UTTAR PRADESH,Saharanpur,NFHS4,Ambehta Shekha,09,132,00704,110258,,,0,False,False,True
335749.0,30.050892016,77.764560815,R,UTTAR PRADESH,Saharanpur,NFHS4,Bhatpura,09,132,00701,109199,,,0,False,False,True
335905.0,29.996897057,77.339326547,R,UTTAR PRADESH,Saharanpur,NFHS4,Samaspur Kalan,09,132,00703,109648,,,0,False,False,True
331291.0,29.721145976,77.51546527,R,UTTAR PRADESH,Saharanpur,NFHS4,Dalheri,09,132,00705,110428,,,0,False,False,True
335114.0,29.646679465,77.624264124,R,UTTAR PRADESH,Saharanpur,NFHS4,Fatehpur Majra Ambehta Shekha,09,132,00704,110254,,,0,False,False,True
334814.0,29.68185308,77.426082746,R,UTTAR PRADESH,Saharanpur,NFHS4,Deopura,09,132,00705,110423,,,0,False,False,True
335455.0,29.872239182,77.649738601,R,UTTAR PRADESH,Saharanpur,NFHS4,Kota,09,132,00702,109484,,,0,False,False,True
333759.0,30.127433508,77.830710389,R,UTTAR PRADESH,Saharanpur,NFHS4,Badshahpur,09,132,00701,109071,,,0,False,False,True
331832.0,30.235135389,77.786623958,R,UTTAR PRADESH,Saharanpur,NFHS4,Kothdi Bahlolpur,09,132,00701,109064,,,0,False,False,True
334751.0,29.988088496,77.535642435,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
331440.0,29.963745604,77.547247386,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
334205.0,29.979752225,77.545866596,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
335581.0,29.984566083,77.620941777,U,UTTAR PRADESH,Saharanpur,NFHS4,Chatka,09,132,00702,109263,,,0,False,False,True
336115.0,30.080608051,77.469067901,U,UTTAR PRADESH,Saharanpur,NFHS4,Sultanpur Dehat,09,132,00702,109555,,,0,False,False,True
330141.0,29.968906887,77.547186492,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
331039.0,29.783027528,77.265643612,U,UTTAR PRADESH,Saharanpur,NFHS4,Gangoh,09,132,00703,800635,,,0,False,False,True
332428.0,30.170426713,77.613557513,U,UTTAR PRADESH,Saharanpur,NFHS4,Behat,09,132,00701,800629,,,0,False,False,True
334374.0,29.962270204,77.539011312,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
330163.0,29.76997612,77.263668678,U,UTTAR PRADESH,Saharanpur,NFHS4,Gangoh,09,132,00703,800635,,,0,False,False,True
331365.0,29.719012746,77.339234434,U,UTTAR PRADESH,Saharanpur,NFHS4,Dhola Fatehpur,09,132,00703,110022,,,0,False,False,True
333669.0,29.721489183,77.4285978,U,UTTAR PRADESH,Saharanpur,NFHS4,Khudana,09,132,00705,110402,,,0,False,False,True
335321.0,29.984109384,77.525647571,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
330410.0,29.935459948,77.543921788,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
333285.0,29.972830987,77.526025106,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
330109.0,29.717622075,77.418102045,U,UTTAR PRADESH,Saharanpur,NFHS4,Nanauta Dehat,09,132,00705,110400,,,0,False,False,True
332043.0,29.689540934,77.668971164,U,UTTAR PRADESH,Saharanpur,NFHS4,Deoband,09,132,00704,800637,,,0,False,False,True
336157.0,29.962046706,77.54837497,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
330090.0,30.088334073,77.48386381,U,UTTAR PRADESH,Saharanpur,NFHS4,Paj Bangar,09,132,00702,109545,,,0,False,False,True
333957.0,30.175557689,77.597255598,U,UTTAR PRADESH,Saharanpur,NFHS4,Behat,09,132,00701,800629,,,0,False,False,True
334925.0,29.847563898,77.338095463,U,UTTAR PRADESH,Saharanpur,NFHS4,Ambehta,09,132,00703,800634,,,0,False,False,True
334788.0,29.781482726,77.27816149,U,UTTAR PRADESH,Saharanpur,NFHS4,Gangoh,09,132,00703,800635,,,0,False,False,True
330621.0,29.721048742,77.412512439,U,UTTAR PRADESH,Saharanpur,NFHS4,Nanauta Dehat,09,132,00705,110400,,,0,False,False,True
334791.0,29.990939455,77.553657184,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
335662.0,29.984648636,77.543514094,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
330033.0,29.984474231,77.539563183,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
330586.0,29.969554904,77.528385504,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
333974.0,29.972005128,77.581304881,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
332027.0,30.037272682,77.754170132,U,UTTAR PRADESH,Saharanpur,NFHS4,Fatehpur Bhado,09,132,00701,109200,,,0,False,False,True
331861.0,29.973144003,77.54933814,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
333935.0,30.016130613,77.399044783,U,UTTAR PRADESH,Saharanpur,NFHS4,Sarsawa,09,132,00703,800632,,,0,False,False,True
332800.0,29.970289543,77.532928597,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
333116.0,29.961440383,77.548163711,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
330349.0,29.965621932,77.547778134,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
330823.0,29.715174853,77.411454584,U,UTTAR PRADESH,Saharanpur,NFHS4,Nanauta Dehat,09,132,00705,110400,,,0,False,False,True
335899.0,30.17398,77.604366509,U,UTTAR PRADESH,Saharanpur,NFHS4,Behat,09,132,00701,800629,,,0,False,False,True
330628.0,29.970726058,77.555700795,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
331660.0,29.966405281,77.52371126,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
331686.0,29.977898115,77.549103258,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
331460.0,29.968372366,77.513539433,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
335988.0,29.973148845,77.543902843,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
335011.0,29.991139992,77.576025804,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
332640.0,30.005671788,77.517015317,U,UTTAR PRADESH,Saharanpur,NFHS4,Saharanpur,09,132,00702,800630,,,0,False,False,True
334221.0,29.538885012,77.115769111,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Kabeerpur Ahatmali,09,133,00706,110531,,,0,False,False,True
330073.0,29.507144416,77.222490098,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Rajak Nagar,09,133,00706,110556,,,0,False,False,True
332626.0,29.51258143,77.580493198,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Kusropur,09,133,00708,110804,,,0,False,False,True
335086.0,29.460727296,77.249560694,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Kaserwakalan,09,133,00707,110757,,,0,False,False,True
332405.0,29.479313466,77.447825872,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Alipur Kalan,09,133,00708,111030,,,0,False,False,True
335542.0,29.243642307,77.717462753,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Shahbazpur Tigai,09,133,00710,111265,,,0,False,False,True
334834.0,29.43246155,77.699373652,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Sujru,09,133,00708,110953,,,0,False,False,True
331750.0,29.283078642,77.756113095,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Ladpur,09,133,00710,111229,,,0,False,False,True
331516.0,29.332797888,77.365866819,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Dungar,09,133,00709,111050,,,0,False,False,True
332440.0,29.588000523,77.553553076,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Naiamu,09,133,00708,110791,,,0,False,False,True
335229.0,29.359913744,77.560613452,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Shahpur,09,133,00709,111138,,,0,False,False,True
330249.0,29.310871065,77.647974368,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Morkukka,09,133,00710,111170,,,0,False,False,True
334182.0,29.397377239,77.52597009,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Dulehra,09,133,00709,111131,,,0,False,False,True
335194.0,29.258013801,77.441930466,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Baroda,09,133,00709,111092,,,0,False,False,True
334077.0,29.276252772,77.716063152,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Satheri,09,133,00710,111253,,,0,False,False,True
334439.0,29.487642976,77.755866975,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Pachenda Khurd,09,133,00708,110940,,,0,False,False,True
330519.0,29.605976802,77.527831957,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Dhudhli,09,133,00708,110777,,,0,False,False,True
332155.0,29.364021347,77.637818989,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Sauhonjani Bagan,09,133,00710,111164,,,0,False,False,True
332503.0,29.327583392,77.592130466,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Goela,09,133,00709,111157,,,0,False,False,True
333012.0,29.537284308,77.766387333,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Datiyana,09,133,00708,110935,,,0,False,False,True
335195.0,29.525844903,77.548214246,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Kulheri,09,133,00708,110803,,,0,False,False,True
335332.0,29.414672745,77.591559774,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Harsoli,09,133,00708,111016,,,0,False,False,True
334289.0,29.60478267,77.605583603,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Kutesra,09,133,00708,110783,,,0,False,False,True
332213.0,29.514626734,77.572670532,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Kusropur,09,133,00708,110804,,,0,False,False,True
330588.0,29.473122669,77.284339998,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Titayli,09,133,00707,110755,,,0,False,False,True
332265.0,29.376772591,77.373036698,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Lisarh,09,133,00707,110766,,,0,False,False,True
332704.0,29.384725162,77.940628446,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Tandera,09,133,00711,111415,,,0,False,False,True
334051.0,29.446140268,77.911303923,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Karhera,09,133,00711,111350,,,0,False,False,True
334293.0,29.562714279,77.808428876,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Khindiya,09,133,00708,110924,,,0,False,False,True
334391.0,29.610855222,77.448890114,R,UTTAR PRADESH,Muzaffarnagar,NFHS4,Jalalabad  (Rural),09,133,00707,110656,,,0,False,False,True
330204.0,29.389537809,77.209304333,U,UTTAR PRADESH,Muzaffarnagar,NFHS4,Kairana,09,133,00706,800642,,,0,False,False,True
330294.0,29.390353773,77.200465605,U,UTTAR PRADESH,Muzaffarnagar,NFHS4,Kairana,09,133,00706,800642,,,0,False,False,True
335713.0,29.29720263,77.470509423,U,UTTAR PRADESH,Muzaffarnagar,NFHS4,Budhana,09,133,00709,800654,,,0,False,False,True
334271.0,29.452990522,77.694955995,U,UTTAR PRADESH,Muzaffarnagar,NFHS4,Muzaffarnagar,09,133,00708,800652,,,0,False,False,True
335956.0,29.618497595,77.424606372,U,UTTAR PRADESH,Muzaffarnagar,NFHS4,Jalalabad  (Rural),09,133,00707,110656,,,0,False,False,True
335585.0,29.489274092,77.689186716,U,UTTAR PRADESH,Muzaffarnagar,NFHS4,Shahbudinpur,09,133,00708,111038,,,0,False,False,True
335790.0,29.498408001,77.709002875,U,UTTAR PRADESH,Muzaffarnagar,NFHS4,Bajheri,09,133,00708,110946,,,0,False,False,True
331966.0,29.491040392,77.702603511,U,UTTAR PRADESH,Muzaffarnagar,NFHS4,Sarwat,09,133,00708,111037,,,0,False,False,True
335187.0,29.474725801,77.697648815,U,UTTAR PRADESH,Muzaffarnagar,NFHS4,Muzaffarnagar,09,133,00708,800652,,,0,False,False,True
331484.0,29.280229419,77.961385323,U,UTTAR PRADESH,Muzaffarnagar,NFHS4,Mubarikpur,09,133,00711,111484,,,0,False,False,True
331785.0,29.477823278,77.676218266,U,UTTAR PRADESH,Muzaffarnagar,NFHS4,Khanjahanpur,09,133,00708,110818,,,0,False,False,True
334066.0,29.46313074,77.738884356,U,UTTAR PRADESH,Muzaffarnagar,NFHS4,Kukra,09,133,00708,111040,,,0,False,False,True
334680.0,29.383649171,77.210991797,U,UTTAR PRADESH,Muzaffarnagar,NFHS4,Jharkheri,09,133,00706,110591,,,0,False,False,True
335731.0,29.399824808,78.542464893,R,UTTAR PRADESH,Bijnor,NFHS4,Manauwarpur Said,09,134,00714,113083,55267.0,Manabberpursaid,24,False,True,False
333275.0,29.511645737,78.417255677,R,UTTAR PRADESH,Bijnor,NFHS4,Abul Fazalpur Bani,09,134,00714,112737,55201.0,Abdulfazalpurbani,37,False,True,False
330465.0,29.226262959,78.201780033,R,UTTAR PRADESH,Bijnor,NFHS4,Heempur Deepa,09,134,00716,114026,55078.0,Heempur Deepa,28,False,True,False
333013.0,29.572873829,78.339053371,R,UTTAR PRADESH,Bijnor,NFHS4,Noorpur Dehara,09,134,00712,111671,55480.0,Sarwanpur,44,False,True,False
334696.0,29.424037645,78.384412703,R,UTTAR PRADESH,Bijnor,NFHS4,Kherki,09,134,00714,112828,,,49,False,True,False
333691.0,29.276424449,78.266214542,R,UTTAR PRADESH,Bijnor,NFHS4,Haldaur  (Rural),09,134,00713,112531,54989.0,Hardaspur Jafrabad,33,False,True,False
330449.0,29.435118738,78.462838817,R,UTTAR PRADESH,Bijnor,NFHS4,Shaheb Begampur Ibrahim,09,134,00714,112894,,,29,False,True,False
330872.0,29.20593539,78.441387539,R,UTTAR PRADESH,Bijnor,NFHS4,Morna,09,134,00716,114322,55639.0,Morna,42,False,True,False
334669.0,29.102591907,78.128111733,R,UTTAR PRADESH,Bijnor,NFHS4,Muzaffar Pur Khadar,09,134,00716,114148,55103.0,Mirapurkhadar,23,False,True,False
332603.0,29.157941786,78.381941801,R,UTTAR PRADESH,Bijnor,NFHS4,Tangdauli,09,134,00716,114366,55598.0,Chajupura,37,False,True,False
332034.0,29.552561017,78.501731077,R,UTTAR PRADESH,Bijnor,NFHS4,Parshottam Wala,09,134,00714,112615,,,18,False,True,False
332173.0,29.102762532,78.204544824,R,UTTAR PRADESH,Bijnor,NFHS4,Bamnola,09,134,00716,114119,55058.0,Bamnoala,36,False,True,False
330293.0,29.305390149,78.479393414,R,UTTAR PRADESH,Bijnor,NFHS4,Bamnoli,09,134,00715,113596,265599.0,Bamnoli,46,False,True,False
333019.0,29.264136167,78.316260467,R,UTTAR PRADESH,Bijnor,NFHS4,Ladanpur,09,134,00713,112556,55005.0,Ladanpur,40,False,True,False
334679.0,29.05587505,78.438082548,R,UTTAR PRADESH,Bijnor,NFHS4,Seh,09,134,00716,114441,55666.0,Sheh,26,False,True,False
331481.0,29.164064884,78.282012901,R,UTTAR PRADESH,Bijnor,NFHS4,Kherki,09,134,00716,114081,55092.0,Khedki,30,False,True,False
331472.0,29.319385609,78.473613352,R,UTTAR PRADESH,Bijnor,NFHS4,Aladinpur Bhatpura,09,134,00715,113590,54878.0,Aladinpurbhutpura,48,False,True,False
335112.0,29.519207526,78.249456319,R,UTTAR PRADESH,Bijnor,NFHS4,Khatai,09,134,00712,111857,55168.0,Khatai,38,False,True,False
333161.0,29.584371475,78.273574644,R,UTTAR PRADESH,Bijnor,NFHS4,Taharpur Ishhak,09,134,00712,111643,55491.0,Taharpur Ishhaque,48,False,True,False
330883.0,29.245208448,78.380831588,R,UTTAR PRADESH,Bijnor,NFHS4,Rasoolpur Sadar,09,134,00715,113451,,,46,False,True,False
330343.0,29.30741086,78.192096347,R,UTTAR PRADESH,Bijnor,NFHS4,Chowkpuri,09,134,00713,112469,54974.0,Chokpuri,22,False,True,False
331502.0,29.703839142,78.247281541,R,UTTAR PRADESH,Bijnor,NFHS4,Shyami Wala,09,134,00712,111497,55486.0,Shiyamiwala,19,False,True,False
333954.0,29.176697225,78.310028695,R,UTTAR PRADESH,Bijnor,NFHS4,Masit,09,134,00716,114079,55100.0,Maseet,35,False,True,False
330515.0,29.14609863,78.493478946,R,UTTAR PRADESH,Bijnor,NFHS4,Ravana Shikarpur,09,134,00715,113908,54865.0,Rawana Shikarpur,43,False,True,False
331720.0,29.118600938,78.422915353,R,UTTAR PRADESH,Bijnor,NFHS4,Puraina Abdul Rahmanpur,09,134,00716,114453,55653.0,Purainaabdulrehmanpur,34,False,True,False
332335.0,29.103618153,78.463052531,R,UTTAR PRADESH,Bijnor,NFHS4,Gohavar Hallu,09,134,00716,114464,55609.0,Gohabarhallu,37,False,True,False
333044.0,29.255468334,78.715672906,R,UTTAR PRADESH,Bijnor,NFHS4,Duli Chandpur,09,134,00715,113269,54768.0,Dulichandpur,18,False,True,False
336246.0,29.313175011,78.65672238,R,UTTAR PRADESH,Bijnor,NFHS4,Sahpur Jamal Bila Ahatmali,09,134,00715,113236,264922.0,Shahpur Jamal Ba,26,False,True,False
332458.0,29.608325823,78.159443133,R,UTTAR PRADESH,Bijnor,NFHS4,Kamrajpur,09,134,00712,111577,55439.0,Kamrajpur,32,False,True,False
330070.0,29.566583364,78.245172895,R,UTTAR PRADESH,Bijnor,NFHS4,Qadarpur Tai1Ab,09,134,00712,111825,266932.0,Kithaura Mufti,42,False,True,False
333087.0,29.676277168,78.228246323,R,UTTAR PRADESH,Bijnor,NFHS4,Dahirpur,09,134,00712,111495,55418.0,Daheerpur,32,False,True,False
331943.0,29.406373332,78.544915544,R,UTTAR PRADESH,Bijnor,NFHS4,Manauwarpur Said,09,134,00714,113083,55267.0,Manabberpursaid,22,False,True,False
331946.0,29.117718162,78.608463921,U,UTTAR PRADESH,Bijnor,NFHS4,Sahaspur,09,134,00715,800675,,,6,False,True,False
331548.0,29.135023823,78.270234984,U,UTTAR PRADESH,Bijnor,NFHS4,Chandpur,09,134,00716,800677,,,5,False,True,False
335650.0,29.362192018,78.127183832,U,UTTAR PRADESH,Bijnor,NFHS4,Bijnor,09,134,00713,800665,,,8,False,True,False
332305.0,29.64841834,78.331603909,U,UTTAR PRADESH,Bijnor,NFHS4,Sahanpur Santoki,09,134,00712,111704,,,6,False,True,False
331349.0,29.309266191,78.392488094,U,UTTAR PRADESH,Bijnor,NFHS4,Latifpur,09,134,00715,113475,55576.0,Taharpursaid,10,False,True,False
330801.0,29.318529324,78.383649474,U,UTTAR PRADESH,Bijnor,NFHS4,Nehtaur,09,134,00715,800673,,,10,False,True,False
334817.0,29.214421742,78.57823436,U,UTTAR PRADESH,Bijnor,NFHS4,Seohara,09,134,00715,800674,,,13,False,True,False
332517.0,29.31570022,78.378047518,U,UTTAR PRADESH,Bijnor,NFHS4,Chakrajmal,09,134,00715,113349,,,11,False,True,False
330653.0,29.144891513,78.251395487,U,UTTAR PRADESH,Bijnor,NFHS4,Bulbulpur,09,134,00716,114070,,,6,False,True,False
335592.0,29.306249323,78.509194509,U,UTTAR PRADESH,Bijnor,NFHS4,Dhampur,09,134,00715,800672,,,9,False,True,False
332230.0,29.442304916,78.41433454,U,UTTAR PRADESH,Bijnor,NFHS4,Begampur Mali,09,134,00714,112986,55247.0,Kazipuraimma,7,False,True,False
330768.0,28.423450297,78.531127882,R,UTTAR PRADESH,Moradabad,NFHS4,Barkhera Gaja,09,135,00722,116089,,,0,False,False,True
330600.0,28.639828737,78.77697644,R,UTTAR PRADESH,Moradabad,NFHS4,Abhanpur Kundarki,09,135,00720,115418,,,0,False,False,True
332959.0,28.481592201,78.789156723,R,UTTAR PRADESH,Moradabad,NFHS4,Bhulawai,09,135,00722,116188,,,0,False,False,True
330229.0,28.488239113,78.594099747,R,UTTAR PRADESH,Moradabad,NFHS4,Azimabad,09,135,00721,115990,,,0,False,False,True
334071.0,28.561751391,78.833448803,R,UTTAR PRADESH,Moradabad,NFHS4,Narsara,09,135,00720,115624,,,0,False,False,True
332998.0,28.791560333,78.945067915,R,UTTAR PRADESH,Moradabad,NFHS4,Mundha Pandey Chak Farzand Ali,09,135,00719,115279,,,0,False,False,True
333342.0,28.561172279,78.835341481,R,UTTAR PRADESH,Moradabad,NFHS4,Narsara,09,135,00720,115624,,,0,False,False,True
331354.0,28.943552384,78.700979534,R,UTTAR PRADESH,Moradabad,NFHS4,Sarai Khajru,09,135,00718,114968,,,0,False,False,True
332607.0,28.763906382,78.428826065,R,UTTAR PRADESH,Moradabad,NFHS4,Noorpur Kalan,09,137,00731,118287,238916.0,Tuglakabad,22,False,True,False
331230.0,28.337756152,78.678638597,R,UTTAR PRADESH,Moradabad,NFHS4,Machhkhera,09,135,00722,116171,,,0,False,False,True
330935.0,28.394958039,78.625960675,R,UTTAR PRADESH,Moradabad,NFHS4,Bahjoi,09,135,00722,800687,,,0,False,False,True
332063.0,28.62464018,78.810942543,R,UTTAR PRADESH,Moradabad,NFHS4,Nagalia Jat,09,135,00720,115578,,,0,False,False,True
331668.0,28.473792788,78.653310241,R,UTTAR PRADESH,Moradabad,NFHS4,Nagla Khakam,09,135,00722,116070,,,0,False,False,True
335825.0,28.765410584,78.671410524,R,UTTAR PRADESH,Moradabad,NFHS4,Kondri,09,135,00720,115321,,,0,False,False,True
