DHSCLUST,LATNUM,LONGNUM,URBAN_RURA,ADM1NAME,DHSREGNA
12407.0,23.801928,73.521881,R,RAJASTHAN,Dungarpur
12408.0,23.473124,73.801348,R,RAJASTHAN,Dungarpur
12409.0,23.953427,73.698658,R,RAJASTHAN,Dungarpur
12410.0,23.78334,74.047967,R,RAJASTHAN,Dungarpur
12411.0,23.621061,74.083478,R,RAJASTHAN,Dungarpur
12412.0,23.508077,73.712101,R,RAJASTHAN,Dungarpur
12413.0,23.943499,73.991515,R,RAJASTHAN,Dungarpur
12414.0,23.914837,73.662387,R,RAJASTHAN,Dungarpur
12415.0,23.736997,74.050124,R,RAJASTHAN,Dungarpur
12416.0,23.836262,73.711991,U,RAJASTHAN,Dungarpur
12417.0,23.548641,73.770163,R,RAJASTHAN,Dungarpur
12418.0,23.830796,73.897338,R,RAJASTHAN,Dungarpur
12419.0,23.700276,73.989167,R,RAJASTHAN,Dungarpur
12420.0,23.773797,73.649164,R,RAJASTHAN,Dungarpur
12421.0,23.745634,73.645522,R,RAJASTHAN,Dungarpur
12422.0,23.925422,73.779262,R,RAJASTHAN,Dungarpur
12423.0,23.646088,73.878274,R,RAJASTHAN,Dungarpur
12424.0,23.838856,74.158342,R,RAJASTHAN,Dungarpur
12425.0,23.865243,74.279388,R,RAJASTHAN,Dungarpur
12426.0,23.650603,74.006622,U,RAJASTHAN,Dungarpur
12427.0,23.728316,73.509179,R,RAJASTHAN,Dungarpur
12428.0,23.898618,73.832872,R,RAJASTHAN,Dungarpur
12429.0,23.459136,73.952618,R,RAJASTHAN,Dungarpur
12430.0,23.751794,73.835242,R,RAJASTHAN,Dungarpur
12431.0,23.711227,73.929525,R,RAJASTHAN,Dungarpur
12432.0,23.799236,73.923892,R,RAJASTHAN,Dungarpur
12433.0,23.853555,73.736649,R,RAJASTHAN,Dungarpur
12434.0,23.792282,73.41464,R,RAJASTHAN,Dungarpur
12435.0,23.549661,73.640588,R,RAJASTHAN,Dungarpur
12436.0,23.633457,74.000583,R,RAJASTHAN,Dungarpur
12437.0,23.826024,73.499741,R,RAJASTHAN,Dungarpur
12438.0,23.871783,73.566056,R,RAJASTHAN,Dungarpur
12439.0,23.779637,74.022494,R,RAJASTHAN,Dungarpur
12440.0,23.890016,74.000921,R,RAJASTHAN,Dungarpur
12441.0,23.60546,73.797608,R,RAJASTHAN,Dungarpur
12442.0,23.706753,73.60232,R,RAJASTHAN,Dungarpur
12443.0,23.510829,73.763192,R,RAJASTHAN,Dungarpur
12444.0,23.904442,74.127479,R,RAJASTHAN,Dungarpur
12445.0,23.847791,73.818675,R,RAJASTHAN,Dungarpur
12501.0,23.13857,74.296729,R,RAJASTHAN,Banswara
12502.0,23.350725,74.29495,R,RAJASTHAN,Banswara
12503.0,23.868127,74.430496,R,RAJASTHAN,Banswara
12504.0,23.569495,74.463344,U,RAJASTHAN,Banswara
12505.0,23.499725,74.372578,R,RAJASTHAN,Banswara
12506.0,23.684144,74.318999,R,RAJASTHAN,Banswara
12507.0,23.387374,74.139242,R,RAJASTHAN,Banswara
12508.0,23.531823,74.750785,R,RAJASTHAN,Banswara
12509.0,23.469057,74.250094,R,RAJASTHAN,Banswara
12510.0,23.428244,74.260341,R,RAJASTHAN,Banswara
12511.0,23.344478,74.148035,R,RAJASTHAN,Banswara
12512.0,23.641691,74.296838,R,RAJASTHAN,Banswara
12513.0,23.388896,74.249233,R,RAJASTHAN,Banswara
12514.0,23.235025,74.152156,R,RAJASTHAN,Banswara
12515.0,23.613257,74.251502,R,RAJASTHAN,Banswara
12516.0,23.560152,74.440297,U,RAJASTHAN,Banswara
12517.0,23.517125,74.515242,R,RAJASTHAN,Banswara
12518.0,23.269078,74.296418,R,RAJASTHAN,Banswara
12519.0,23.519401,74.188464,R,RAJASTHAN,Banswara
12520.0,23.584567,74.445864,R,RAJASTHAN,Banswara
12521.0,23.302753,74.291685,R,RAJASTHAN,Banswara
12522.0,23.45153,74.45652,R,RAJASTHAN,Banswara
12523.0,23.464071,74.408596,R,RAJASTHAN,Banswara
12524.0,23.531543,74.049363,R,RAJASTHAN,Banswara
12525.0,23.275592,74.428716,R,RAJASTHAN,Banswara
12526.0,23.591033,74.167034,U,RAJASTHAN,Banswara
12527.0,23.407066,74.075056,R,RAJASTHAN,Banswara
12528.0,23.390095,74.142875,R,RAJASTHAN,Banswara
12529.0,23.340782,74.435789,R,RAJASTHAN,Banswara
12530.0,23.418584,74.045113,R,RAJASTHAN,Banswara
12531.0,23.546232,74.074934,R,RAJASTHAN,Banswara
12532.0,23.205,74.607967,R,RAJASTHAN,Banswara
12533.0,23.760036,74.437401,R,RAJASTHAN,Banswara
12534.0,23.767045,74.232694,R,RAJASTHAN,Banswara
12535.0,23.388075,74.28435,R,RAJASTHAN,Banswara
12536.0,23.299217,74.414736,R,RAJASTHAN,Banswara
12537.0,23.333721,74.171859,R,RAJASTHAN,Banswara
12538.0,23.245917,74.380398,R,RAJASTHAN,Banswara
12539.0,23.407949,74.026408,R,RAJASTHAN,Banswara
12540.0,23.781883,74.237884,R,RAJASTHAN,Banswara
12541.0,23.599466,74.261585,R,RAJASTHAN,Banswara
12542.0,23.268923,74.169229,R,RAJASTHAN,Banswara
12543.0,23.608257,74.172446,R,RAJASTHAN,Banswara
12544.0,23.68809,74.154909,R,RAJASTHAN,Banswara
12545.0,23.801222,74.358716,R,RAJASTHAN,Banswara
12601.0,24.985519,75.024243,U,RAJASTHAN,Chittaurgarh
12602.0,24.527086,74.293012,R,RAJASTHAN,Chittaurgarh
12603.0,24.935806,74.217821,R,RAJASTHAN,Chittaurgarh
12604.0,24.626694,74.685013,U,RAJASTHAN,Chittaurgarh
12605.0,24.553797,74.327866,R,RAJASTHAN,Chittaurgarh
12606.0,25.084951,74.797958,R,RAJASTHAN,Chittaurgarh
12607.0,24.881139,74.353303,R,RAJASTHAN,Chittaurgarh
12608.0,24.852243,74.353789,R,RAJASTHAN,Chittaurgarh
12609.0,24.843827,74.352069,R,RAJASTHAN,Chittaurgarh
12610.0,24.547819,74.32212,R,RAJASTHAN,Chittaurgarh
12611.0,24.565903,74.354601,R,RAJASTHAN,Chittaurgarh
12612.0,24.68544,74.696877,R,RAJASTHAN,Chittaurgarh
12613.0,24.861809,75.750569,R,RAJASTHAN,Chittaurgarh
12614.0,25.123374,74.787752,R,RAJASTHAN,Chittaurgarh
12615.0,24.863455,74.755778,R,RAJASTHAN,Chittaurgarh
12616.0,24.883987,74.627787,U,RAJASTHAN,Chittaurgarh
12617.0,24.936237,74.656359,R,RAJASTHAN,Chittaurgarh
12618.0,24.800573,74.35806,R,RAJASTHAN,Chittaurgarh
12619.0,24.505836,74.625089,R,RAJASTHAN,Chittaurgarh
12620.0,25.010743,74.779895,R,RAJASTHAN,Chittaurgarh
12621.0,24.876224,74.629896,U,RAJASTHAN,Chittaurgarh
12622.0,24.979574,75.018465,R,RAJASTHAN,Chittaurgarh
12623.0,24.91372,74.96711,R,RAJASTHAN,Chittaurgarh
12624.0,24.802402,74.650023,R,RAJASTHAN,Chittaurgarh
12625.0,24.647285,74.783945,R,RAJASTHAN,Chittaurgarh
12626.0,24.98405,75.002001,U,RAJASTHAN,Chittaurgarh
12627.0,24.532195,74.392172,R,RAJASTHAN,Chittaurgarh
12628.0,24.897543,74.634896,U,RAJASTHAN,Chittaurgarh
12629.0,25.057946,74.564626,R,RAJASTHAN,Chittaurgarh
12630.0,25.134639,74.667457,R,RAJASTHAN,Chittaurgarh
12631.0,24.646211,74.535175,R,RAJASTHAN,Chittaurgarh
12632.0,24.531528,74.523824,R,RAJASTHAN,Chittaurgarh
12633.0,24.86176,75.779603,R,RAJASTHAN,Chittaurgarh
12634.0,24.858451,74.290927,R,RAJASTHAN,Chittaurgarh
12635.0,24.685406,74.449439,R,RAJASTHAN,Chittaurgarh
12636.0,24.627396,74.616903,U,RAJASTHAN,Chittaurgarh
12637.0,24.594256,74.486661,R,RAJASTHAN,Chittaurgarh
12638.0,24.613222,74.703206,U,RAJASTHAN,Chittaurgarh
12639.0,24.62427,74.506802,R,RAJASTHAN,Chittaurgarh
12640.0,25.031989,74.592536,R,RAJASTHAN,Chittaurgarh
12641.0,24.781048,74.522632,R,RAJASTHAN,Chittaurgarh
12642.0,24.850697,74.135609,R,RAJASTHAN,Chittaurgarh
12643.0,24.518561,74.651804,R,RAJASTHAN,Chittaurgarh
12644.0,24.982779,74.939284,R,RAJASTHAN,Chittaurgarh
12645.0,24.875832,74.675164,R,RAJASTHAN,Chittaurgarh
12701.0,25.232358,75.89013,U,RAJASTHAN,Kota
12702.0,24.659428,75.914704,R,RAJASTHAN,Kota
12703.0,25.156255,75.766282,U,RAJASTHAN,Kota
12704.0,25.193216,75.831191,U,RAJASTHAN,Kota
12705.0,25.267437,76.213065,R,RAJASTHAN,Kota
12706.0,25.130886,76.13318,R,RAJASTHAN,Kota
12707.0,24.745674,75.944094,R,RAJASTHAN,Kota
12708.0,25.534894,76.358129,R,RAJASTHAN,Kota
12709.0,25.142885,75.833328,U,RAJASTHAN,Kota
12710.0,24.926317,76.446163,R,RAJASTHAN,Kota
12711.0,25.133495,75.838323,U,RAJASTHAN,Kota
12712.0,24.871318,75.831268,R,RAJASTHAN,Kota
12713.0,25.190283,75.844308,U,RAJASTHAN,Kota
12714.0,24.948179,75.911046,R,RAJASTHAN,Kota
12715.0,25.165682,75.837783,U,RAJASTHAN,Kota
12716.0,25.038915,75.861601,U,RAJASTHAN,Kota
12717.0,24.868546,76.132189,R,RAJASTHAN,Kota
12718.0,25.207851,75.856938,U,RAJASTHAN,Kota
12719.0,25.174172,75.865545,U,RAJASTHAN,Kota
12720.0,25.191028,75.835321,U,RAJASTHAN,Kota
12721.0,25.047125,75.875535,U,RAJASTHAN,Kota
12722.0,24.688103,75.984779,R,RAJASTHAN,Kota
12723.0,24.926308,75.965413,R,RAJASTHAN,Kota
12724.0,25.194651,75.836257,U,RAJASTHAN,Kota
12725.0,25.20131,75.840296,U,RAJASTHAN,Kota
12726.0,25.193684,75.836447,U,RAJASTHAN,Kota
12727.0,25.175001,75.866783,U,RAJASTHAN,Kota
12728.0,25.141681,75.825376,U,RAJASTHAN,Kota
12729.0,25.738344,76.47303,R,RAJASTHAN,Kota
12730.0,24.92943,76.29164,U,RAJASTHAN,Kota
12731.0,25.695874,76.389716,R,RAJASTHAN,Kota
12732.0,24.801935,75.852743,R,RAJASTHAN,Kota
12733.0,24.869181,76.319369,R,RAJASTHAN,Kota
12734.0,25.331822,76.220911,R,RAJASTHAN,Kota
12735.0,25.15759,75.827468,U,RAJASTHAN,Kota
12736.0,25.1443,75.817647,U,RAJASTHAN,Kota
12737.0,25.170189,75.833587,U,RAJASTHAN,Kota
12738.0,25.173375,75.938038,U,RAJASTHAN,Kota
12739.0,25.589336,76.472052,R,RAJASTHAN,Kota
12740.0,25.207938,75.817578,U,RAJASTHAN,Kota
12741.0,25.171287,75.858094,U,RAJASTHAN,Kota
12742.0,24.66054,75.940827,U,RAJASTHAN,Kota
12743.0,24.728866,75.924955,R,RAJASTHAN,Kota
12744.0,25.177101,75.827865,U,RAJASTHAN,Kota
12745.0,25.182474,75.864356,U,RAJASTHAN,Kota
12801.0,25.090208,76.517133,U,RAJASTHAN,Baran
12802.0,25.320457,76.606321,R,RAJASTHAN,Baran
12803.0,25.279816,77.080127,R,RAJASTHAN,Baran
12804.0,25.086231,76.508161,U,RAJASTHAN,Baran
12805.0,24.593269,76.733631,R,RAJASTHAN,Baran
12806.0,25.261636,76.564654,R,RAJASTHAN,Baran
12807.0,24.6343,76.793187,R,RAJASTHAN,Baran
12808.0,24.442766,76.737411,R,RAJASTHAN,Baran
12809.0,24.605345,76.903178,R,RAJASTHAN,Baran
12810.0,24.972506,76.62875,R,RAJASTHAN,Baran
12811.0,25.31636,76.310298,R,RAJASTHAN,Baran
12812.0,25.223415,76.406474,R,RAJASTHAN,Baran
12813.0,25.092112,76.452796,R,RAJASTHAN,Baran
12814.0,25.331782,76.572761,R,RAJASTHAN,Baran
12815.0,25.02372,76.599033,R,RAJASTHAN,Baran
12816.0,25.099187,76.518243,U,RAJASTHAN,Baran
12817.0,24.669362,76.778424,R,RAJASTHAN,Baran
12818.0,25.230501,76.848012,R,RAJASTHAN,Baran
12819.0,25.176406,76.253881,R,RAJASTHAN,Baran
12820.0,25.243215,77.161013,R,RAJASTHAN,Baran
12821.0,25.118159,76.510415,U,RAJASTHAN,Baran
12822.0,25.333522,76.493019,R,RAJASTHAN,Baran
12823.0,24.633674,76.997557,R,RAJASTHAN,Baran
12824.0,25.142577,76.880896,R,RAJASTHAN,Baran
12825.0,25.091379,76.38007,R,RAJASTHAN,Baran
12826.0,24.830774,76.591717,U,RAJASTHAN,Baran
12827.0,25.012148,76.730374,R,RAJASTHAN,Baran
12828.0,25.110261,76.508585,U,RAJASTHAN,Baran
12829.0,24.511755,76.609522,R,RAJASTHAN,Baran
12830.0,25.119354,76.76536,R,RAJASTHAN,Baran
12831.0,24.934088,76.877892,R,RAJASTHAN,Baran
12832.0,24.524795,76.541349,R,RAJASTHAN,Baran
12833.0,25.244006,76.611925,R,RAJASTHAN,Baran
12834.0,24.713701,76.853209,R,RAJASTHAN,Baran
12835.0,25.29282,77.239496,R,RAJASTHAN,Baran
12836.0,24.619666,76.716416,U,RAJASTHAN,Baran
12837.0,25.109866,76.507403,U,RAJASTHAN,Baran
12838.0,24.617639,76.716181,U,RAJASTHAN,Baran
12839.0,24.612532,76.725017,R,RAJASTHAN,Baran
12840.0,25.269347,77.24776,R,RAJASTHAN,Baran
12841.0,25.249068,76.487075,R,RAJASTHAN,Baran
12842.0,25.090714,76.799281,R,RAJASTHAN,Baran
12843.0,25.137128,77.048887,R,RAJASTHAN,Baran
12844.0,25.133316,77.125336,R,RAJASTHAN,Baran
12845.0,25.318456,76.856998,R,RAJASTHAN,Baran
12901.0,24.15936,76.027341,U,RAJASTHAN,Jhalawar
12902.0,24.359899,76.71111,R,RAJASTHAN,Jhalawar
12903.0,24.305487,76.254494,R,RAJASTHAN,Jhalawar
12904.0,24.535053,76.182557,U,RAJASTHAN,Jhalawar
12905.0,24.412064,75.78471,R,RAJASTHAN,Jhalawar
12906.0,24.366868,75.804449,R,RAJASTHAN,Jhalawar
12907.0,24.477328,76.298659,R,RAJASTHAN,Jhalawar
12908.0,23.973937,75.829823,R,RAJASTHAN,Jhalawar
12909.0,24.361179,76.133984,R,RAJASTHAN,Jhalawar
12910.0,24.716331,76.305041,R,RAJASTHAN,Jhalawar
12911.0,23.953583,75.929103,R,RAJASTHAN,Jhalawar
12912.0,24.796026,76.242791,R,RAJASTHAN,Jhalawar
12913.0,24.52953,76.072375,R,RAJASTHAN,Jhalawar
12914.0,23.961866,75.753267,R,RAJASTHAN,Jhalawar
12915.0,24.424513,75.991671,R,RAJASTHAN,Jhalawar
12916.0,24.60182,76.159117,U,RAJASTHAN,Jhalawar
12917.0,24.350833,76.735928,R,RAJASTHAN,Jhalawar
12918.0,24.789893,76.418812,R,RAJASTHAN,Jhalawar
12919.0,24.467709,75.936711,R,RAJASTHAN,Jhalawar
12920.0,24.704282,76.432194,R,RAJASTHAN,Jhalawar
12921.0,24.542175,76.174992,U,RAJASTHAN,Jhalawar
12922.0,24.478019,76.460817,R,RAJASTHAN,Jhalawar
12923.0,24.459805,76.024738,R,RAJASTHAN,Jhalawar
12924.0,23.957742,75.835525,R,RAJASTHAN,Jhalawar
12925.0,24.314562,76.498767,R,RAJASTHAN,Jhalawar
12926.0,24.52394,76.179493,U,RAJASTHAN,Jhalawar
12927.0,23.879586,75.795717,R,RAJASTHAN,Jhalawar
12928.0,24.439536,76.473879,R,RAJASTHAN,Jhalawar
12929.0,24.319534,75.877228,R,RAJASTHAN,Jhalawar
12930.0,24.308062,76.603192,R,RAJASTHAN,Jhalawar
12931.0,24.1585,75.878013,R,RAJASTHAN,Jhalawar
12932.0,24.152937,75.942074,R,RAJASTHAN,Jhalawar
12933.0,24.675213,76.145522,R,RAJASTHAN,Jhalawar
12934.0,24.302964,76.773258,R,RAJASTHAN,Jhalawar
12935.0,24.352852,76.67138,R,RAJASTHAN,Jhalawar
12936.0,24.402625,75.805904,U,RAJASTHAN,Jhalawar
12937.0,23.897738,75.775006,R,RAJASTHAN,Jhalawar
12938.0,24.242465,76.785858,U,RAJASTHAN,Jhalawar
12939.0,24.408243,76.818455,R,RAJASTHAN,Jhalawar
12940.0,24.403859,75.963694,R,RAJASTHAN,Jhalawar
12941.0,24.568054,76.254032,R,RAJASTHAN,Jhalawar
12942.0,23.925917,75.851916,R,RAJASTHAN,Jhalawar
12943.0,24.674538,76.411916,R,RAJASTHAN,Jhalawar
12944.0,24.272533,75.843229,R,RAJASTHAN,Jhalawar
12945.0,24.24683,76.126876,R,RAJASTHAN,Jhalawar
13001.0,24.826791,74.085242,U,RAJASTHAN,Udaipur
13002.0,24.431708,73.782948,R,RAJASTHAN,Udaipur
13003.0,24.302975,73.626417,R,RAJASTHAN,Udaipur
13004.0,24.460815,73.760513,U,RAJASTHAN,Udaipur
13005.0,24.613689,73.60934,R,RAJASTHAN,Udaipur
13006.0,24.309403,73.903394,R,RAJASTHAN,Udaipur
13007.0,24.230172,74.047033,R,RAJASTHAN,Udaipur
13008.0,24.028013,74.007959,R,RAJASTHAN,Udaipur
13009.0,24.277566,73.384656,R,RAJASTHAN,Udaipur
13010.0,24.470657,74.024542,R,RAJASTHAN,Udaipur
13011.0,24.307689,74.02885,R,RAJASTHAN,Udaipur
13012.0,24.47219,73.751674,R,RAJASTHAN,Udaipur
13013.0,24.008345,73.435911,R,RAJASTHAN,Udaipur
13014.0,24.814717,73.940451,R,RAJASTHAN,Udaipur
13015.0,24.306963,74.020141,R,RAJASTHAN,Udaipur
13016.0,24.57342,73.711517,U,RAJASTHAN,Udaipur
13017.0,24.916686,73.399716,R,RAJASTHAN,Udaipur
13018.0,24.432984,73.567886,R,RAJASTHAN,Udaipur
13019.0,24.328788,73.532291,R,RAJASTHAN,Udaipur
13020.0,24.412024,74.058038,R,RAJASTHAN,Udaipur
13021.0,24.587081,73.663307,U,RAJASTHAN,Udaipur
13022.0,24.405003,74.313369,R,RAJASTHAN,Udaipur
13023.0,24.727153,73.970643,R,RAJASTHAN,Udaipur
13024.0,23.971926,73.733554,R,RAJASTHAN,Udaipur
13025.0,24.56149,74.212101,R,RAJASTHAN,Udaipur
13026.0,24.810793,74.10115,U,RAJASTHAN,Udaipur
13027.0,24.215133,74.319051,R,RAJASTHAN,Udaipur
13028.0,24.076,73.689502,U,RAJASTHAN,Udaipur
13029.0,24.8743,73.406899,R,RAJASTHAN,Udaipur
13030.0,24.832846,73.474031,R,RAJASTHAN,Udaipur
13031.0,24.59674,73.868349,R,RAJASTHAN,Udaipur
13032.0,24.657581,74.070771,R,RAJASTHAN,Udaipur
13033.0,23.943334,73.481517,R,RAJASTHAN,Udaipur
13034.0,24.536442,73.967897,R,RAJASTHAN,Udaipur
13035.0,24.299408,74.020537,R,RAJASTHAN,Udaipur
13036.0,24.763253,73.529448,U,RAJASTHAN,Udaipur
13037.0,24.577474,73.725567,U,RAJASTHAN,Udaipur
13038.0,24.147291,74.048622,U,RAJASTHAN,Udaipur
13039.0,24.360685,74.253137,R,RAJASTHAN,Udaipur
13040.0,24.076078,73.759116,R,RAJASTHAN,Udaipur
13041.0,24.561479,74.099946,R,RAJASTHAN,Udaipur
13042.0,24.78625,74.056172,R,RAJASTHAN,Udaipur
13043.0,24.4977,73.811552,R,RAJASTHAN,Udaipur
13044.0,24.250909,73.682318,R,RAJASTHAN,Udaipur
13045.0,24.460674,73.120762,R,RAJASTHAN,Udaipur
13101.0,23.988894,74.526761,R,RAJASTHAN,Pratapgarh
13102.0,23.67504,74.796279,R,RAJASTHAN,Pratapgarh
13103.0,23.657973,74.907825,R,RAJASTHAN,Pratapgarh
13104.0,24.398223,74.700413,U,RAJASTHAN,Pratapgarh
13105.0,24.009561,74.770028,R,RAJASTHAN,Pratapgarh
13106.0,23.728481,74.86489,R,RAJASTHAN,Pratapgarh
13107.0,23.986927,74.715453,R,RAJASTHAN,Pratapgarh
13108.0,24.102131,74.591145,R,RAJASTHAN,Pratapgarh
13109.0,23.722956,74.818271,R,RAJASTHAN,Pratapgarh
13110.0,23.970221,74.92048,R,RAJASTHAN,Pratapgarh
13111.0,24.076533,74.402351,R,RAJASTHAN,Pratapgarh
13112.0,24.34482,74.672316,R,RAJASTHAN,Pratapgarh
13113.0,24.011289,74.894162,R,RAJASTHAN,Pratapgarh
13114.0,24.053518,74.403654,R,RAJASTHAN,Pratapgarh
13115.0,23.94329,74.701765,R,RAJASTHAN,Pratapgarh
13116.0,24.370404,74.706621,U,RAJASTHAN,Pratapgarh
13117.0,23.949664,74.873807,R,RAJASTHAN,Pratapgarh
13118.0,24.246682,74.712355,R,RAJASTHAN,Pratapgarh
13119.0,24.019613,74.88438,R,RAJASTHAN,Pratapgarh
13120.0,24.443361,74.687422,R,RAJASTHAN,Pratapgarh
13121.0,23.997031,74.408516,R,RAJASTHAN,Pratapgarh
13122.0,24.211956,74.773052,R,RAJASTHAN,Pratapgarh
13123.0,24.084027,74.479795,R,RAJASTHAN,Pratapgarh
13124.0,23.940826,74.84558,R,RAJASTHAN,Pratapgarh
13125.0,24.151968,74.778842,R,RAJASTHAN,Pratapgarh
13126.0,24.38248,74.714015,U,RAJASTHAN,Pratapgarh
13127.0,23.822381,74.584599,R,RAJASTHAN,Pratapgarh
13128.0,24.106159,74.535958,R,RAJASTHAN,Pratapgarh
13129.0,23.852466,74.586227,R,RAJASTHAN,Pratapgarh
13130.0,23.596051,74.803945,R,RAJASTHAN,Pratapgarh
13131.0,24.440335,74.777155,R,RAJASTHAN,Pratapgarh
13132.0,24.030285,74.342549,R,RAJASTHAN,Pratapgarh
13133.0,23.723911,74.837625,R,RAJASTHAN,Pratapgarh
13134.0,23.737332,74.81122,R,RAJASTHAN,Pratapgarh
13135.0,23.945326,74.424159,R,RAJASTHAN,Pratapgarh
13136.0,24.103303,74.444778,U,RAJASTHAN,Pratapgarh
13137.0,23.780699,74.591811,R,RAJASTHAN,Pratapgarh
13138.0,23.609223,74.784271,R,RAJASTHAN,Pratapgarh
13139.0,24.069078,74.686315,R,RAJASTHAN,Pratapgarh
13140.0,23.945505,74.798642,R,RAJASTHAN,Pratapgarh
13141.0,23.683848,74.783894,R,RAJASTHAN,Pratapgarh
13142.0,24.096395,74.308038,R,RAJASTHAN,Pratapgarh
13143.0,24.011896,74.969549,R,RAJASTHAN,Pratapgarh
13144.0,24.412783,74.812392,R,RAJASTHAN,Pratapgarh
13145.0,23.818381,74.647005,R,RAJASTHAN,Pratapgarh
13201.0,29.938885,77.498697,U,UTTAR PRADESH,Saharanpur
13202.0,30.018564,77.660533,R,UTTAR PRADESH,Saharanpur
13203.0,29.94686,77.296024,R,UTTAR PRADESH,Saharanpur
13204.0,29.923565,77.547122,U,UTTAR PRADESH,Saharanpur
13205.0,29.756933,77.291408,R,UTTAR PRADESH,Saharanpur
13206.0,29.949535,77.546137,R,UTTAR PRADESH,Saharanpur
13207.0,30.033112,77.365339,R,UTTAR PRADESH,Saharanpur
13208.0,29.921933,77.323826,R,UTTAR PRADESH,Saharanpur
13209.0,29.651076,77.767194,R,UTTAR PRADESH,Saharanpur
13210.0,30.133701,77.687596,R,UTTAR PRADESH,Saharanpur
13211.0,30.014233,77.416037,R,UTTAR PRADESH,Saharanpur
13212.0,29.823839,77.624824,R,UTTAR PRADESH,Saharanpur
13213.0,29.77025,77.48331,R,UTTAR PRADESH,Saharanpur
13214.0,30.259485,77.584991,R,UTTAR PRADESH,Saharanpur
13215.0,29.789779,77.741752,R,UTTAR PRADESH,Saharanpur
13216.0,29.965237,77.530386,U,UTTAR PRADESH,Saharanpur
13217.0,29.722108,77.661112,R,UTTAR PRADESH,Saharanpur
13218.0,29.804223,77.440923,U,UTTAR PRADESH,Saharanpur
13219.0,29.995889,77.515862,U,UTTAR PRADESH,Saharanpur
13220.0,29.855595,77.397221,R,UTTAR PRADESH,Saharanpur
13221.0,29.815295,77.461905,U,UTTAR PRADESH,Saharanpur
13222.0,29.902846,77.358314,R,UTTAR PRADESH,Saharanpur
13223.0,29.833317,77.265531,R,UTTAR PRADESH,Saharanpur
13224.0,30.258937,77.682323,R,UTTAR PRADESH,Saharanpur
13225.0,30.203784,77.712789,R,UTTAR PRADESH,Saharanpur
13226.0,29.997342,77.52168,U,UTTAR PRADESH,Saharanpur
13227.0,29.695755,77.673602,U,UTTAR PRADESH,Saharanpur
13228.0,30.159278,77.620945,U,UTTAR PRADESH,Saharanpur
13229.0,29.761643,77.197288,R,UTTAR PRADESH,Saharanpur
13230.0,30.064188,77.758103,R,UTTAR PRADESH,Saharanpur
13231.0,29.715185,77.638447,R,UTTAR PRADESH,Saharanpur
13232.0,29.746909,77.670434,R,UTTAR PRADESH,Saharanpur
13233.0,29.721456,77.478712,R,UTTAR PRADESH,Saharanpur
13234.0,29.968831,77.641154,R,UTTAR PRADESH,Saharanpur
13235.0,29.660782,77.692757,R,UTTAR PRADESH,Saharanpur
13236.0,29.942375,77.556308,U,UTTAR PRADESH,Saharanpur
13237.0,29.963368,77.514348,U,UTTAR PRADESH,Saharanpur
13238.0,29.956208,77.552211,U,UTTAR PRADESH,Saharanpur
13239.0,29.672841,77.33036,R,UTTAR PRADESH,Saharanpur
13240.0,29.969633,77.562277,U,UTTAR PRADESH,Saharanpur
13241.0,29.973914,77.621962,R,UTTAR PRADESH,Saharanpur
13242.0,29.724613,77.536759,R,UTTAR PRADESH,Saharanpur
13243.0,29.716684,77.500504,R,UTTAR PRADESH,Saharanpur
13244.0,29.688279,77.69313,U,UTTAR PRADESH,Saharanpur
13245.0,29.76546,77.219556,R,UTTAR PRADESH,Saharanpur
13401.0,29.440752,78.431042,U,UTTAR PRADESH,Bijnor
13402.0,29.175675,78.537988,R,UTTAR PRADESH,Bijnor
13403.0,29.442793,78.419809,R,UTTAR PRADESH,Bijnor
13404.0,29.606351,78.340195,U,UTTAR PRADESH,Bijnor
13405.0,29.311375,78.59312,R,UTTAR PRADESH,Bijnor
13406.0,29.176654,78.366236,R,UTTAR PRADESH,Bijnor
13407.0,29.623725,78.290771,R,UTTAR PRADESH,Bijnor
13408.0,29.494574,78.097602,R,UTTAR PRADESH,Bijnor
13409.0,29.414654,78.343092,R,UTTAR PRADESH,Bijnor
13410.0,29.191979,78.584503,R,UTTAR PRADESH,Bijnor
13411.0,29.131098,78.382686,R,UTTAR PRADESH,Bijnor
13412.0,29.511283,78.127858,R,UTTAR PRADESH,Bijnor
13413.0,29.339259,78.681349,R,UTTAR PRADESH,Bijnor
13414.0,29.139202,78.148543,R,UTTAR PRADESH,Bijnor
13415.0,29.416489,78.110798,R,UTTAR PRADESH,Bijnor
13416.0,29.142974,78.278145,U,UTTAR PRADESH,Bijnor
13417.0,29.18876,78.520132,R,UTTAR PRADESH,Bijnor
13418.0,29.314778,78.392726,U,UTTAR PRADESH,Bijnor
13419.0,29.263196,78.575709,R,UTTAR PRADESH,Bijnor
13420.0,29.28347,78.67147,R,UTTAR PRADESH,Bijnor
13421.0,29.411856,78.450324,U,UTTAR PRADESH,Bijnor
13422.0,29.177935,78.432618,R,UTTAR PRADESH,Bijnor
13423.0,29.087666,78.434747,R,UTTAR PRADESH,Bijnor
13424.0,29.506075,78.18592,R,UTTAR PRADESH,Bijnor
13425.0,29.260236,78.409693,R,UTTAR PRADESH,Bijnor
13426.0,29.596358,78.474204,U,UTTAR PRADESH,Bijnor
13427.0,29.311837,78.495964,U,UTTAR PRADESH,Bijnor
13428.0,29.438213,78.412238,U,UTTAR PRADESH,Bijnor
