DHSCLUST,LATNUM,LONGNUM,URBAN_RURA,ADM1NAME,DHSREGNA,round,tv_name,pc11_s_id,pc11_d_id,pc11_sd_id,pc11_tv_id,gp_lgd_code,gp_name,n_gps_constrained,clean_gp_constrained,at_risk_gp_constrained,no_gp_constrained,gp_distribution,has_cluster_to_village,gp_lgd_code_existing,has_existing_village_to_gp,village_name_from_village_file,district_from_village_file,subdistrict_from_village_file,gp_lgd_code_from_village_file,gp_name_from_village_file,has_village_to_gp_from_village_file,gp_lgd_code_best,has_any_village_to_gp,has_gp_to_reservation_history,coverage_status,gp_lgd_code_lookup2,gp_name_lgd,district_lgd,subdistrict_lgd,gp_norm,district_norm,subdistrict_norm,target_gp_name,target_gp_norm,dhs_district_hist_norm,lgd_district_hist_norm,res_gp_norm,res_district_hist_norm,n_res_rows,n_samitis,res_samitis,n_dose_values,dose_values,reservation_dose_n_candidate,reservation_dose_candidate,reserved_women_2005_candidate,reserved_women_2010_candidate,has_direct_gpname_dhsdistrict_reservation,has_combined_reservation,newly_recovered_by_direct_match,orig_reserved_women_2005,orig_reserved_women_2010,orig_reservation_2005,orig_reservation_2010,orig_reservation_dose_n,orig_reservation_dose,orig_match_stage,orig_gp_name_lgd,orig_district_lgd,orig_subdistrict_lgd,has_original_gp_lgd_match,fuzzy_samiti_reservation_dose,fuzzy_samiti_reservation_dose_n,fuzzy_samiti_reserved_women_2005,fuzzy_samiti_reserved_women_2010,fuzzy_samiti_reservation_2005,fuzzy_samiti_reservation_2010,fuzzy_samiti_gp_similarity,fuzzy_samiti_similarity,fuzzy_samiti_match_category,fuzzy_samiti_res_gp_display,fuzzy_samiti_res_samiti_display,has_fuzzy_samiti_match,working_match_source,working_reservation_dose,working_reservation_dose_n,working_reserved_women_2005,working_reserved_women_2010,working_reservation_2005,working_reservation_2010
290253.0,25.5771540901,76.3914699448,R,RAJASTHAN,Kota,NFHS4,Fatehpur  (Rampura),8,127,665,101761,40209.0,Talav,13,False,True,False,"{""40209"": 1.0}",True,40209,True,Fatehhpur,Kota,Pipalda,40209,Talav,True,40209,True,False,3_gp_no_reservation_history,40209,Talav,Kota,Pipalda,talav,kota,pipalda,Talav,talav,kota,kota,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290254.0,26.1505399785,76.9277345361,R,RAJASTHAN,Karauli,NFHS4,Amarapur,8,107,525,77033,40124.0,Nanpur,5,False,True,False,"{""40124"": 1.0}",True,40124,True,Amarapur,Karauli,Sapotra,40124,Nanpur,True,40124,True,True,4_full_coverage,40124,Nanpur,Karauli,Sapotra,nanpur,karauli,sapotra,Nanpur,nanpur,karauli,karauli,nanpur,karauli,1.0,1.0,sapotra,1.0,once,1.0,once,0.0,1.0,True,True,False,0.0,1.0,GEN,STW,1.0,once,A_exact_gp_district_samiti,Nanpur,Karauli,Sapotra,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,0.0,1.0,GEN,STW
290255.0,24.4792641745,76.7168481459,R,RAJASTHAN,Baran,NFHS4,Dhamaniya,8,128,677,103753,34786.0,Banjari,6,False,True,False,"{""34786"": 1.0}",True,34786,True,Dhamaniya,Baran,Chhipabarod,34786,Banjari,True,34786,True,True,4_full_coverage,34786,Banjari,Baran,Chhipabarod,banjari,baran,chhipabarod,Banjari,banjari,baran,baran,banjari,baran,1.0,1.0,chhipabarod,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,GEN,SC,0.0,never,A_exact_gp_district_samiti,Banjari,Baran,Chhipabarod,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,GEN,SC
290256.0,24.9512663944,76.7846155309,R,RAJASTHAN,Baran,NFHS4,Neem Khera,8,128,674,103144,,,6,False,True,False,{},True,,False,Neem Khera,Baran,Kishanganj,34842,Simlod,True,34842,True,False,3_gp_no_reservation_history,34842,Simlod,Baran,Kishanganj,simlod,baran,kishanganj,Simlod,simlod,baran,baran,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290260.0,26.1036416826,74.150253062,R,RAJASTHAN,Pali,NFHS4,Birantiya Khurd,8,118,598,90553,40969.0,Biratiya Khurd,10,False,True,False,"{""40969"": 1.0}",True,40969,True,Birantiya Khurd,Beawar,Raipur,40969,Biratiya Khurd,True,40969,True,False,3_gp_no_reservation_history,40969,Biratiya Khurd,Beawar,Raipur,biratiyakhurd,beawar,raipur,Biratiya Khurd,biratiyakhurd,pali,ajmer,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,never,0.0,0.0,0.0,OBC,SC,0.9629629629629629,1.0,high_confidence_gp_and_exact_samiti,birantiya khurd,RAIPUR,True,3_fuzzy_gpname_exact_or_close_samiti_match,never,0.0,0.0,0.0,OBC,SC
290262.0,24.9169836152,73.9840153646,R,RAJASTHAN,Rajsamand,NFHS4,Roopa Wali,8,123,645,97337,41216.0,Salor,5,False,True,False,"{""41216"": 1.0}",True,41216,True,Roopa Wali,Rajsamand,Nathdwara,41216,Salor,True,41216,True,True,4_full_coverage,41216,Salor,Rajsamand,Nathdwara,salor,rajsamand,nathdwara,Salor,salor,rajsamand,rajsamand,salor,rajsamand,2.0,1.0,khamnor,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,ST,SC,0.0,never,B_exact_gp_district,Salor,Rajsamand,Nathdwara,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,ST,SC
290263.0,27.7543509407,77.1064762508,R,RAJASTHAN,Bharatpur,NFHS4,Dheemri,8,105,505,73872,262824.0,Dheemri,12,False,True,False,"{""262824"": 1.0}",True,262824,True,Dheemri,Deeg,Pahari,262824,Dheemri,True,262824,True,False,3_gp_no_reservation_history,262824,Dheemri,Deeg,Pahari,dheemri,deeg,pahari,Dheemri,dheemri,bharatpur,bharatpur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290264.0,26.8261611598,73.6434385868,R,RAJASTHAN,Nagaur,NFHS4,Diyawari,8,112,560,82973,40673.0,Senani,3,False,True,False,"{""40673"": 1.0}",True,40673,True,Diyawari,Nagaur,Mundwa,40673,Senani,True,40673,True,False,3_gp_no_reservation_history,40673,Senani,Nagaur,Mundwa,senani,nagaur,mundwa,Senani,senani,nagaur,nagaur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290265.0,26.0995514677,74.2681720623,R,RAJASTHAN,Ajmer,NFHS4,Ramsar Balaiyan,8,119,609,91751,293932.0,Theekrana Mendratan,9,False,True,False,"{""293932"": 1.0}",True,293932,True,Ramsar Balaiyan,Beawar,Beawar,293932,Theekrana Mendratan,True,293932,True,False,3_gp_no_reservation_history,293932,Theekrana Mendratan,Beawar,Beawar,theekranamendratan,beawar,beawar,Theekrana Mendratan,theekranamendratan,ajmer,ajmer,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290266.0,25.1286296997,71.94631613,R,RAJASTHAN,Jalor,NFHS4,Naya Morseem,8,116,589,89459,262169.0,Naya Morseem,8,False,True,False,"{""262169"": 1.0}",True,262169,True,Naya Morseem,Sanchore,Bagora,262169,Naya Morseem,True,262169,True,False,3_gp_no_reservation_history,262169,Naya Morseem,Sanchore,Bagora,nayamorseem,sanchore,bagora,Naya Morseem,nayamorseem,jalore,jalore,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290268.0,27.9094527782,75.5661485972,R,RAJASTHAN,Jhunjhunun,NFHS4,Khatkar,8,103,492,71701,39588.0,Ked,8,False,True,False,"{""39588"": 1.0}",True,39588,True,Khatkar,Jhunjhunu,Gudhagorji,39588,Ked,True,39588,True,True,4_full_coverage,39588,Ked,Jhunjhunu,Gudhagorji,ked,jhunjhunu,gudhagorji,Ked,ked,jhunjhunu,jhunjhunu,ked,jhunjhunu,1.0,1.0,udaipurwati,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,SC,OBC,0.0,never,B_exact_gp_district,Ked,Jhunjhunu,Gudhagorji,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,SC,OBC
290269.0,26.8008111252,76.355638713,R,RAJASTHAN,Dausa,NFHS4,Alooda,8,109,536,78581,37076.0,Alooda,17,False,True,False,"{""37076"": 1.0}",True,37076,True,Alooda,Dausa,Paparda,37076,Alooda,True,37076,True,True,4_full_coverage,37076,Alooda,Dausa,Paparda,alooda,dausa,paparda,Alooda,alooda,dausa,dausa,alooda,dausa,1.0,1.0,dausa,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,GEN,ST,0.0,never,B_exact_gp_district,Alooda,Dausa,Paparda,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,GEN,ST
290273.0,24.7160960015,72.2252843077,R,RAJASTHAN,Jalor,NFHS4,Ajodar,8,116,591,89848,38966.0,Ajodar,11,False,True,False,"{""38966"": 1.0}",True,38966,True,Ajodar,Sanchore,Raniwara,38966,Ajodar,True,38966,True,False,3_gp_no_reservation_history,38966,Ajodar,Sanchore,Raniwara,ajodar,sanchore,raniwara,Ajodar,ajodar,jalore,jalore,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290279.0,25.5398079903,74.8499780128,R,RAJASTHAN,Bhilwara,NFHS4,Ragaspuriya,8,122,629,94988,35937.0,Dhikola,7,False,True,False,"{""35937"": 1.0}",True,35937,True,Ragaspuriya,Shahpura,Shahpura,35937,Dhikola,True,35937,True,True,4_full_coverage,35937,Dhikola,Shahpura,Phooliya Kalan,dhikola,shahpura,phooliyakalan,Dhikola,dhikola,bhilwara,bhilwara,dhikola,bhilwara,1.0,1.0,shahpura,1.0,once,1.0,once,0.0,1.0,True,True,False,0.0,1.0,OBC,STW,1.0,once,C_unique_gp_name_statewide,Dhikola,Shahpura,Phooliya Kalan,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,0.0,1.0,OBC,STW
290280.0,25.6679061933,75.9769737117,R,RAJASTHAN,Bundi,NFHS4,Medhakpura,8,121,623,93990,36324.0,Modsa,6,False,True,False,"{""36324"": 1.0}",True,36324,True,Medhakpura,Bundi,Nainwa,36324,Modsa,True,36324,True,True,4_full_coverage,36324,Modsa,Bundi,Nainwa,modsa,bundi,nainwa,Modsa,modsa,bundi,bundi,modsa,bundi,1.0,1.0,nainwa,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,ST,OBC,0.0,never,A_exact_gp_district_samiti,Modsa,Bundi,Nainwa,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,ST,OBC
290282.0,23.9241456874,74.7882986586,R,RAJASTHAN,Pratapgarh,NFHS4,Naya Khera,8,131,700,108710,36423.0,Veerawali,11,False,True,False,"{""36423"": 1.0}",True,36423,True,Naya Khera,Pratapgarh,Arnod,36423,Veerawali,True,36423,True,False,3_gp_no_reservation_history,36423,Veerawali,Pratapgarh,Arnod,veerawali,pratapgarh,arnod,Veerawali,veerawali,pratapgarh,pratapgarh,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290283.0,24.7480597095,76.4233091315,R,RAJASTHAN,Jhalawar,NFHS4,Baisar,8,129,678,103827,39200.0,Baisar,8,False,True,False,"{""39200"": 1.0}",True,39200,True,Baisar,Jhalawar,Khanpur,39200,Baisar,True,39200,True,True,4_full_coverage,39200,Baisar,Jhalawar,Khanpur,baisar,jhalawar,khanpur,Baisar,baisar,jhalawar,jhalawar,baisar,jhalawar,1.0,1.0,khanpur,1.0,once,1.0,once,0.0,1.0,True,True,False,0.0,1.0,GEN,GENW,1.0,once,A_exact_gp_district_samiti,Baisar,Jhalawar,Khanpur,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,0.0,1.0,GEN,GENW
290284.0,26.7838817473,71.9288178821,R,RAJASTHAN,Jaisalmer,NFHS4,Madwa,8,114,575,86330,38815.0,Madwa,5,False,True,False,"{""38815"": 1.0}",True,38815,True,Madwa,Jaisalmer,Bhaniyana,38815,Madwa,True,38815,True,False,3_gp_no_reservation_history,38815,Madwa,Jaisalmer,Bhaniyana,madwa,jaisalmer,bhaniyana,Madwa,madwa,jaisalmer,jaisalmer,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290285.0,26.2441110239,75.9014702976,R,RAJASTHAN,Tonk,NFHS4,Hatauna,8,120,618,93001,42170.0,Hathona,9,False,True,False,"{""42170"": 1.0}",True,42170,True,Hatauna,Tonk,Tonk,42170,Hathona,True,42170,True,True,4_full_coverage,42170,Hathona,Tonk,Tonk,hathona,tonk,tonk,Hathona,hathona,tonk,tonk,hathona,tonk,1.0,1.0,tonk,1.0,once,1.0,once,1.0,0.0,True,True,False,1.0,0.0,SC W,OBC,1.0,once,A_exact_gp_district_samiti,Hathona,Tonk,Tonk,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,1.0,0.0,SC W,OBC
290287.0,26.5789102574,70.4783125085,R,RAJASTHAN,Jaisalmer,NFHS4,Koriya,8,114,574,86139,294258.0,Phaledi,2,False,True,False,"{""294258"": 1.0}",True,294258,True,Koriya,Jaisalmer,Sam,294258,Phaledi,True,294258,True,False,3_gp_no_reservation_history,294258,Phaledi,Jaisalmer,Sam,phaledi,jaisalmer,sam,Phaledi,phaledi,jaisalmer,jaisalmer,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290288.0,26.6074186054,72.0626777873,R,RAJASTHAN,Jaisalmer,NFHS4,Khumsingh Nagar,8,114,575,86411,,,3,False,True,False,{},True,,False,Khumsingh Nagar,Jaisalmer,Bhaniyana,38807,Jhabra,True,38807,True,False,3_gp_no_reservation_history,38807,Jhabra,Jaisalmer,Bhaniyana,jhabra,jaisalmer,bhaniyana,Jhabra,jhabra,jaisalmer,jaisalmer,jhabra,jaisalmer,1.0,1.0,sankra,1.0,once,1.0,once,1.0,0.0,True,True,True,,,,,,,,,,,False,,,,,,,,,,,,False,2_direct_gpname_dhsdistrict_match,once,1.0,1.0,0.0,,
290290.0,26.8003860434,77.7335171781,R,RAJASTHAN,Dhaulpur,NFHS4,Kiledar Ka Nagla,8,106,517,75762,294081.0,Hajipur,17,False,True,False,"{""294081"": 1.0}",True,294081,True,Kiledar Ka Nagla,Dholpur,Sepau,294081,Hajipur,True,294081,True,False,3_gp_no_reservation_history,294081,Hajipur,Dholpur,Sepau,hajipur,dholpur,sepau,Hajipur,hajipur,dholpur,dholpur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290292.0,26.6513233097,76.8806055402,R,RAJASTHAN,Sawai Madhopur,NFHS4,Nayagaon,8,108,526,77073,41429.0,Shiwala,7,False,True,False,"{""41429"": 1.0}",True,41429,True,Nayagaon,Gangapurcity,Wazeerpur,41429,Shiwala,True,41429,True,False,3_gp_no_reservation_history,41429,Shiwala,Gangapurcity,Wazeerpur,shiwala,gangapurcity,wazeerpur,Shiwala,shiwala,sawaimadhopur,sawaimadhopur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290298.0,27.6423966346,75.685688019,R,RAJASTHAN,Sikar,NFHS4,Jassi Ka Bas,8,111,556,82181,41776.0,Theekariya,12,False,True,False,"{""41776"": 1.0}",True,41776,True,Jassi Ka Bas,Neem Ka Thana,Neem Ka Thana,41776,Theekariya,True,41776,True,False,3_gp_no_reservation_history,41776,Theekariya,Neem Ka Thana,Neem Ka Thana,theekariya,neemkathana,neemkathana,Theekariya,theekariya,sikar,sikar,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290300.0,27.1468485432,77.0080551952,R,RAJASTHAN,Bharatpur,NFHS4,Maharajpura,8,105,512,74854,35610.0,Naroli,7,False,True,False,"{""35610"": 1.0}",True,35610,True,Maharajpura,Bharatpur,Bhusawar,35610,Naroli,True,35610,True,False,3_gp_no_reservation_history,35610,Naroli,Bharatpur,Bhusawar,naroli,bharatpur,bhusawar,Naroli,naroli,bharatpur,bharatpur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290303.0,23.1167369383,74.3166415456,R,RAJASTHAN,Banswara,NFHS4,Kasarwari,8,125,654,99799,34638.0,Kasarwari,13,False,True,False,"{""34638"": 1.0}",True,34638,True,Kasarwari,Banswara,Sajjangarh,34638,Kasarwari,True,34638,True,False,3_gp_no_reservation_history,34638,Kasarwari,Banswara,Sajjangarh,kasarwari,banswara,sajjangarh,Kasarwari,kasarwari,banswara,banswara,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290304.0,26.9947887883,75.9367864512,R,RAJASTHAN,Jaipur,NFHS4,Saipura,8,110,548,80564,38472.0,Saipura,10,False,True,False,"{""38472"": 1.0}",True,38472,True,Saipura,Jaipur (Gramin),Jamwaramgarh,38472,Saipura,True,38472,True,False,3_gp_no_reservation_history,38472,Saipura,Jaipur (Gramin),Jamwaramgarh,saipura,jaipurgramin,jamwaramgarh,Saipura,saipura,jaipur,jaipur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290305.0,26.1237535108,74.2801677873,R,RAJASTHAN,Pali,NFHS4,Baripol,8,118,598,90570,40971.0,Chang,5,False,True,False,"{""40971"": 1.0}",True,40971,True,Baripol,Beawar,Raipur,40971,Chang,True,40971,True,True,4_full_coverage,40971,Chang,Beawar,Raipur,chang,beawar,raipur,Chang,chang,pali,ajmer,chang,pali,1.0,1.0,raipur,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,GEN,GEN,0.0,never,C_unique_gp_name_statewide,Chang,Beawar,Raipur,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,GEN,GEN
290306.0,26.9033782947,78.2328838121,R,RAJASTHAN,Dhaulpur,NFHS4,Babarpur,8,106,519,76092,37375.0,Deokhera,5,False,True,False,"{""37375"": 1.0}",True,37375,True,Babarpur,Dholpur,Rajakhera,37375,Deokhera,True,37375,True,False,3_gp_no_reservation_history,37375,Deokhera,Dholpur,Rajakhera,deokhera,dholpur,rajakhera,Deokhera,deokhera,dholpur,dholpur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290307.0,25.9209874561,74.3344599902,R,RAJASTHAN,Rajsamand,NFHS4,Bariya Heera,8,123,639,96411,41141.0,Bar,4,False,True,False,"{""41141"": 1.0}",True,41141,True,Bariya Heera,Beawar,Beawar,41141,Bar,True,41141,True,False,3_gp_no_reservation_history,41141,Bar,Beawar,Beawar,bar,beawar,beawar,Bar,bar,rajsamand,ajmer,bar,rajsamand,3.0,1.0,bhim,1.0,never,0.0,never,0.0,0.0,True,True,True,,,,,,,,,,,False,,,,,,,,,,,,False,2_direct_gpname_dhsdistrict_match,never,0.0,0.0,0.0,,
290309.0,23.809943992,74.9024492368,R,RAJASTHAN,Pratapgarh,NFHS4,Sholi,8,131,700,108776,36414.0,Mowai,5,False,True,False,"{""36414"": 1.0}",True,36414,True,Sholi,Pratapgarh,Arnod,36414,Mowai,True,36414,True,False,3_gp_no_reservation_history,36414,Mowai,Pratapgarh,Arnod,mowai,pratapgarh,arnod,Mowai,mowai,pratapgarh,pratapgarh,mowai,pratapgarh,1.0,1.0,arnod,1.0,never,0.0,never,0.0,0.0,True,True,True,,,,,,,,,,,False,,,,,,,,,,,,False,2_direct_gpname_dhsdistrict_match,never,0.0,0.0,0.0,,
290313.0,27.8562560709,76.9384172923,R,RAJASTHAN,Alwar,NFHS4,Neemli,8,104,496,72390,34265.0,Baghor,3,False,True,False,"{""34265"": 1.0}",True,34265,True,Neemli,Khairthal-Tijara,Tijara,34265,Baghor,True,34265,True,False,3_gp_no_reservation_history,34265,Baghor,Khairthal-Tijara,Tijara,baghor,khairthaltijara,tijara,Baghor,baghor,alwar,alwar,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,never,0.0,0.0,0.0,GEN,GEN,0.9230769230769231,1.0,high_confidence_gp_and_exact_samiti,baghour,TIJARA,True,3_fuzzy_gpname_exact_or_close_samiti_match,never,0.0,0.0,0.0,GEN,GEN
290315.0,27.7257736404,76.3861828382,R,RAJASTHAN,Alwar,NFHS4,Mothooka,8,104,500,72935,33892.0,Mothooka,12,False,True,False,"{""33892"": 1.0}",True,33892,True,Mothooka,Kotputli-Behror,Bansur,33892,Mothooka,True,33892,True,False,3_gp_no_reservation_history,33892,Mothooka,Kotputli-Behror,Bansur,mothooka,kotputlibehror,bansur,Mothooka,mothooka,alwar,jaipur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290316.0,27.1306291459,75.5766180786,R,RAJASTHAN,Jaipur,NFHS4,Pratappura Kalan,8,110,547,80252,38236.0,Jaisinghpura Shekhawatan,16,False,True,False,"{""38236"": 1.0}",True,38236,True,Pratappura Kalan,Jaipur (Gramin),Jalsu,38236,Jaisinghpura Shekhawatan,True,38236,True,True,4_full_coverage,38236,Jaisinghpura Shekhawatan,Jaipur (Gramin),Jalsu,jaisinghpurashekhawatan,jaipurgramin,jalsu,Jaisinghpura Shekhawatan,jaisinghpurashekhawatan,jaipur,jaipur,jaisinghpurashekhawatan,jaipur,1.0,1.0,amber,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,OBC,GEN,0.0,never,C_unique_gp_name_statewide,Jaisinghpura Shekhawatan,Jaipur (Gramin),Jalsu,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,OBC,GEN
290318.0,28.1286581255,75.7204480372,R,RAJASTHAN,Jhunjhunun,NFHS4,Ghardana Kalan,8,103,489,71390,39363.0,Ghardana Kalan,13,False,True,False,"{""39363"": 1.0}",True,39363,True,Ghardana Kalan,Jhunjhunu,Buhana,39363,Ghardana Kalan,True,39363,True,True,4_full_coverage,39363,Ghardana Kalan,Jhunjhunu,Buhana,ghardanakalan,jhunjhunu,buhana,Ghardana Kalan,ghardanakalan,jhunjhunu,jhunjhunu,ghardanakalan,jhunjhunu,1.0,1.0,buhana,1.0,once,1.0,once,0.0,1.0,True,True,False,0.0,1.0,OBC,GENW,1.0,once,A_exact_gp_district_samiti,Ghardana Kalan,Jhunjhunu,Buhana,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,0.0,1.0,OBC,GENW
290319.0,26.6160060051,73.1435986402,R,RAJASTHAN,Jodhpur,NFHS4,Khari Kalan,8,113,568,84724,39849.0,Jur,7,False,True,False,"{""39849"": 1.0}",True,39849,True,Khari Kalan,Jodhpur (Gramin),Tinwari,39849,Jur,True,39849,True,False,3_gp_no_reservation_history,39849,Jur,Jodhpur (Gramin),Tinwari,jur,jodhpurgramin,tinwari,Jur,jur,jodhpur,jodhpur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290320.0,25.5977325769,74.1981427611,R,RAJASTHAN,Bhilwara,NFHS4,Gordhanpura,8,122,631,95157,35783.0,Almas,11,False,True,False,"{""35783"": 1.0}",True,35783,True,Gordhanpura,Bhilwara,Mandal,35783,Almas,True,35783,True,False,3_gp_no_reservation_history,35783,Almas,Bhilwara,Mandal,almas,bhilwara,mandal,Almas,almas,bhilwara,bhilwara,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,once,1.0,0.0,1.0,GEN,GENW,0.9090909090909091,1.0,high_confidence_gp_and_exact_samiti,aalmas,MANDAL,True,3_fuzzy_gpname_exact_or_close_samiti_match,once,1.0,0.0,1.0,GEN,GENW
290322.0,27.1544312579,77.0368426509,R,RAJASTHAN,Bharatpur,NFHS4,Khadraya,8,105,512,74869,35585.0,Bhaiseena,10,False,True,False,"{""35585"": 1.0}",True,35585,True,Khadraya,Bharatpur,Bhusawar,35585,Bhaiseena,True,35585,True,False,3_gp_no_reservation_history,35585,Bhaiseena,Bharatpur,Bhusawar,bhaiseena,bharatpur,bhusawar,Bhaiseena,bhaiseena,bharatpur,bharatpur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290326.0,27.7559766837,76.0363034436,R,RAJASTHAN,Sikar,NFHS4,Jatwas,8,111,556,82323,41745.0,Hasampur,8,False,True,False,"{""41745"": 1.0}",True,41745,True,Jatwas,Neem Ka Thana,Patan,41745,Hasampur,True,41745,True,True,4_full_coverage,41745,Hasampur,Neem Ka Thana,Patan,hasampur,neemkathana,patan,Hasampur,hasampur,sikar,sikar,hasampur,sikar,1.0,1.0,neemkathana,1.0,once,1.0,once,0.0,1.0,True,True,False,0.0,1.0,OBC,GENW,1.0,once,C_unique_gp_name_statewide,Hasampur,Neem Ka Thana,Patan,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,0.0,1.0,OBC,GENW
290327.0,25.4659544398,76.4479321437,R,RAJASTHAN,Kota,NFHS4,Amarpura,8,127,665,101812,,,10,False,True,False,{},True,,False,Amarpura,Kota,Pipalda,40202,Luhawad,True,40202,True,False,3_gp_no_reservation_history,40202,Luhawad,Kota,Pipalda,luhawad,kota,pipalda,Luhawad,luhawad,kota,kota,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290329.0,23.7232618463,73.940138179,R,RAJASTHAN,Dungarpur,NFHS4,Nogama,8,124,648,98002,37575.0,Ranoli,13,False,True,False,"{""37575"": 1.0}",True,37575,True,Nogama,Dungarpur,Sagwara,37575,Ranoli,True,37575,True,True,4_full_coverage,37575,Ranoli,Dungarpur,Sagwara,ranoli,dungarpur,sagwara,Ranoli,ranoli,dungarpur,dungarpur,ranoli,dungarpur,1.0,1.0,sagwara,1.0,once,1.0,once,1.0,0.0,True,True,False,1.0,0.0,ST W,ST,1.0,once,A_exact_gp_district_samiti,Ranoli,Dungarpur,Sagwara,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,1.0,0.0,ST W,ST
290330.0,27.3700046526,77.0858739479,R,RAJASTHAN,Alwar,NFHS4,Tasai,8,104,504,73702,33964.0,Tasai,6,False,True,False,"{""33964"": 1.0}",True,33964,True,Tasai,Alwar,Kathumar,33964,Tasai,True,33964,True,True,4_full_coverage,33964,Tasai,Alwar,Kathumar,tasai,alwar,kathumar,Tasai,tasai,alwar,alwar,tasai,alwar,1.0,1.0,kathumar,1.0,twice,2.0,twice,1.0,1.0,True,True,False,1.0,1.0,GEN W,SCW,2.0,twice,A_exact_gp_district_samiti,Tasai,Alwar,Kathumar,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,twice,2.0,1.0,1.0,GEN W,SCW
