DHSCLUST,LATNUM,LONGNUM,URBAN_RURA,ADM1NAME,DHSREGNA,round,tv_name,pc11_s_id,pc11_d_id,pc11_sd_id,pc11_tv_id,gp_lgd_code,gp_name,n_gps_constrained,clean_gp_constrained,at_risk_gp_constrained,no_gp_constrained,gp_distribution,has_cluster_to_village,gp_lgd_code_existing,has_existing_village_to_gp,village_name_from_village_file,district_from_village_file,subdistrict_from_village_file,gp_lgd_code_from_village_file,gp_name_from_village_file,has_village_to_gp_from_village_file,gp_lgd_code_best,has_any_village_to_gp,has_gp_to_reservation_history,coverage_status,gp_lgd_code_lookup2,gp_name_lgd,district_lgd,subdistrict_lgd,gp_norm,district_norm,subdistrict_norm,target_gp_name,target_gp_norm,dhs_district_hist_norm,lgd_district_hist_norm,res_gp_norm,res_district_hist_norm,n_res_rows,n_samitis,res_samitis,n_dose_values,dose_values,reservation_dose_n_candidate,reservation_dose_candidate,reserved_women_2005_candidate,reserved_women_2010_candidate,has_direct_gpname_dhsdistrict_reservation,has_combined_reservation,newly_recovered_by_direct_match,orig_reserved_women_2005,orig_reserved_women_2010,orig_reservation_2005,orig_reservation_2010,orig_reservation_dose_n,orig_reservation_dose,orig_match_stage,orig_gp_name_lgd,orig_district_lgd,orig_subdistrict_lgd,has_original_gp_lgd_match,fuzzy_samiti_reservation_dose,fuzzy_samiti_reservation_dose_n,fuzzy_samiti_reserved_women_2005,fuzzy_samiti_reserved_women_2010,fuzzy_samiti_reservation_2005,fuzzy_samiti_reservation_2010,fuzzy_samiti_gp_similarity,fuzzy_samiti_similarity,fuzzy_samiti_match_category,fuzzy_samiti_res_gp_display,fuzzy_samiti_res_samiti_display,has_fuzzy_samiti_match,working_match_source,working_reservation_dose,working_reservation_dose_n,working_reserved_women_2005,working_reserved_women_2010,working_reservation_2005,working_reservation_2010
290002.0,24.4362782279,72.7004034585,R,RAJASTHAN,Sirohi,NFHS4,Wasda,8,117,595,90201,262675.0,Wasda,8,False,True,False,"{""262675"": 1.0}",True,262675,True,Wasda,Sirohi,Abu Road,262675,Wasda,True,262675,True,False,3_gp_no_reservation_history,262675,Wasda,Sirohi,Abu Road,wasda,sirohi,aburoad,Wasda,wasda,sirohi,sirohi,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290005.0,25.1888711669,74.9741657951,R,RAJASTHAN,Bhilwara,NFHS4,Heengwaniya,8,122,637,96168,35832.0,Dhakar Kheri,12,False,True,False,"{""35832"": 1.0}",True,35832,True,Heengwaniya,Bhilwara,Mandalgarh,35832,Dhakar Kheri,True,35832,True,False,3_gp_no_reservation_history,35832,Dhakar Kheri,Bhilwara,Mandalgarh,dhakarkheri,bhilwara,mandalgarh,Dhakar Kheri,dhakarkheri,bhilwara,bhilwara,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,never,0.0,0.0,0.0,GEN,SC,0.9090909090909091,1.0,high_confidence_gp_and_exact_samiti,dhakarkhedi,MANDALGARH,True,3_fuzzy_gpname_exact_or_close_samiti_match,never,0.0,0.0,0.0,GEN,SC
290006.0,26.8639435252,74.8843163248,R,RAJASTHAN,Ajmer,NFHS4,Kotri,8,119,606,91393,33730.0,Kotri,6,False,True,False,"{""33730"": 1.0}",True,33730,True,Kotri,Ajmer,Roopangarh,33730,Kotri,True,33730,True,False,3_gp_no_reservation_history,33730,Kotri,Ajmer,Roopangarh,kotri,ajmer,roopangarh,Kotri,kotri,ajmer,ajmer,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290009.0,27.6926153024,75.6109244395,R,RAJASTHAN,Sikar,NFHS4,Narsingh Puri,8,111,556,82174,41761.0,Narsingh Puri,8,False,True,False,"{""41761"": 1.0}",True,41761,True,Narsingh Puri,Neem Ka Thana,Neem Ka Thana,41761,Narsingh Puri,True,41761,True,True,4_full_coverage,41761,Narsingh Puri,Neem Ka Thana,Neem Ka Thana,narsinghpuri,neemkathana,neemkathana,Narsingh Puri,narsinghpuri,sikar,sikar,narsinghpuri,sikar,1.0,1.0,neemkathana,1.0,once,1.0,once,1.0,0.0,True,True,False,1.0,0.0,GEN W,OBC,1.0,once,C_unique_gp_name_statewide,Narsingh Puri,Neem Ka Thana,Neem Ka Thana,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,1.0,0.0,GEN W,OBC
290010.0,29.3260366824,74.5025388288,R,RAJASTHAN,Hanumangarh,NFHS4,12 AG,8,100,467,67521,38091.0,Mirjewali Mer,6,False,True,False,"{""38091"": 1.0}",True,38091,True,12 Ag,Hanumangarh,Tibbi,38091,Mirjewali Mer,True,38091,True,False,3_gp_no_reservation_history,38091,Mirjewali Mer,Hanumangarh,Tibbi,mirjewalimer,hanumangarh,tibbi,Mirjewali Mer,mirjewalimer,hanumangarh,hanumangarh,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290011.0,28.1850096689,75.5199643283,R,RAJASTHAN,Jhunjhunun,NFHS4,Khudana,8,103,488,71191,39408.0,Khudana,10,False,True,False,"{""39408"": 1.0}",True,39408,True,Khudana,Jhunjhunu,Chirawa,39408,Khudana,True,39408,True,False,3_gp_no_reservation_history,39408,Khudana,Jhunjhunu,Chirawa,khudana,jhunjhunu,chirawa,Khudana,khudana,jhunjhunu,jhunjhunu,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,once,1.0,1.0,0.0,GEN W,GEN,1.0,1.0,high_confidence_gp_and_exact_samiti,khudana,CHIRAWA,True,3_fuzzy_gpname_exact_or_close_samiti_match,once,1.0,1.0,0.0,GEN W,GEN
290012.0,25.7824153321,75.621022064,R,RAJASTHAN,Tonk,NFHS4,Anwa,8,120,620,93374,41999.0,Anwa,8,False,True,False,"{""41999"": 1.0}",True,41999,True,Anwa,Tonk,Dooni,41999,Anwa,True,41999,True,False,3_gp_no_reservation_history,41999,Anwa,Tonk,Dooni,anwa,tonk,dooni,Anwa,anwa,tonk,tonk,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290013.0,27.24994016,74.774895697,R,RAJASTHAN,Nagaur,NFHS4,Nimod,8,112,558,82632,40420.0,Nimod,10,False,True,False,"{""40420"": 1.0}",True,40420,True,Nimod,Didwana-Kuchaman,Maulasar,40420,Nimod,True,40420,True,False,3_gp_no_reservation_history,40420,Nimod,Didwana-Kuchaman,Maulasar,nimod,didwanakuchaman,maulasar,Nimod,nimod,nagaur,nagaur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290017.0,23.1868286066,74.1630565623,R,RAJASTHAN,Banswara,NFHS4,Sallo Pat,8,125,653,99533,34395.0,Sallopat,13,False,True,False,"{""34395"": 1.0}",True,34395,True,Sallo Pat,Banswara,Gangadtalai,34395,Sallopat,True,34395,True,True,4_full_coverage,34395,Sallopat,Banswara,Gangadtalai,sallopat,banswara,gangadtalai,Sallopat,sallopat,banswara,banswara,sallopat,banswara,1.0,1.0,bagidora,1.0,twice,2.0,twice,1.0,1.0,True,True,False,1.0,1.0,ST W,STW,2.0,twice,B_exact_gp_district,Sallopat,Banswara,Gangadtalai,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,twice,2.0,1.0,1.0,ST W,STW
290018.0,25.9966235569,76.741629006,R,RAJASTHAN,Sawai Madhopur,NFHS4,Rodawad,8,108,532,77813,41468.0,Rodawad,7,False,True,False,"{""41468"": 1.0}",True,41468,True,Rodawad,Sawai Madhopur,Khandar,41468,Rodawad,True,41468,True,False,3_gp_no_reservation_history,41468,Rodawad,Sawai Madhopur,Khandar,rodawad,sawaimadhopur,khandar,Rodawad,rodawad,sawaimadhopur,sawaimadhopur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290022.0,26.7873889567,77.5466370071,R,RAJASTHAN,Dhaulpur,NFHS4,Bagthar,8,106,515,75368,37288.0,Bagthar,12,False,True,False,"{""37288"": 1.0}",True,37288,True,Bagthar,Dholpur,Baseri,37288,Bagthar,True,37288,True,True,4_full_coverage,37288,Bagthar,Dholpur,Baseri,bagthar,dholpur,baseri,Bagthar,bagthar,dholpur,dholpur,bagthar,dholpur,1.0,1.0,baseri,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,SC,GEN,0.0,never,A_exact_gp_district_samiti,Bagthar,Dholpur,Baseri,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,SC,GEN
290024.0,24.8360829089,76.5424198797,R,RAJASTHAN,Baran,NFHS4,Sakatpur,8,128,673,102873,34728.0,Sakatpur,8,False,True,False,"{""34728"": 1.0}",True,34728,True,Sakatpur,Baran,Atru,34728,Sakatpur,True,34728,True,False,3_gp_no_reservation_history,34728,Sakatpur,Baran,Atru,sakatpur,baran,atru,Sakatpur,sakatpur,baran,baran,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,once,1.0,0.0,1.0,GEN,GENW,0.9411764705882353,1.0,high_confidence_gp_and_exact_samiti,sakatpura,ATRU,True,3_fuzzy_gpname_exact_or_close_samiti_match,once,1.0,0.0,1.0,GEN,GENW
290025.0,29.0108921508,74.0841431096,R,RAJASTHAN,Hanumangarh,NFHS4,UDASAR CHHOTA,8,100,470,68551,38190.0,Moter,2,False,True,False,"{""38190"": 1.0}",True,38190,True,Udasar Chhota,Hanumangarh,Pallu,38190,Moter,True,38190,True,False,3_gp_no_reservation_history,38190,Moter,Hanumangarh,Pallu,moter,hanumangarh,pallu,Moter,moter,hanumangarh,hanumangarh,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290026.0,27.2173128954,77.6355508711,R,RAJASTHAN,Bharatpur,NFHS4,Ghusyari,8,105,511,74761,35555.0,Ghusyari,10,False,True,False,"{""35555"": 1.0}",True,35555,True,Ghusyari,Bharatpur,Bharatpur,35555,Ghusyari,True,35555,True,False,3_gp_no_reservation_history,35555,Ghusyari,Bharatpur,Bharatpur,ghusyari,bharatpur,bharatpur,Ghusyari,ghusyari,bharatpur,bharatpur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290028.0,25.3297410822,74.0239355549,R,RAJASTHAN,Rajsamand,NFHS4,Sakarda,8,123,641,96722,41134.0,Sakarda,5,False,True,False,"{""41134"": 1.0}",True,41134,True,Sakarda,Rajsamand,Amet,41134,Sakarda,True,41134,True,False,3_gp_no_reservation_history,41134,Sakarda,Rajsamand,Amet,sakarda,rajsamand,amet,Sakarda,sakarda,rajsamand,rajsamand,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,once,1.0,1.0,0.0,OBC W,GEN,0.9333333333333333,1.0,high_confidence_gp_and_exact_samiti,sakarada,AMET,True,3_fuzzy_gpname_exact_or_close_samiti_match,once,1.0,1.0,0.0,OBC W,GEN
290029.0,26.738171295,72.9382506893,R,RAJASTHAN,Jodhpur,NFHS4,Bhawani Singh Nagar,8,113,568,84596,,,3,False,True,False,{},True,,False,Bhawani Singh Nagar,Jodhpur (Gramin),Osian,262560,Bhairu Sagar,True,262560,True,False,3_gp_no_reservation_history,262560,Bhairu Sagar,Jodhpur (Gramin),Osian,bhairusagar,jodhpurgramin,osian,Bhairu Sagar,bhairusagar,jodhpur,jodhpur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290030.0,29.7227636719,74.2244050133,R,RAJASTHAN,Hanumangarh,NFHS4,16 MMK,8,100,468,67592,38064.0,Jorkiyan,6,False,True,False,"{""38064"": 1.0}",True,38064,True,16 Mmk,Hanumangarh,Hanumangarh,38064,Jorkiyan,True,38064,True,False,3_gp_no_reservation_history,38064,Jorkiyan,Hanumangarh,Hanumangarh,jorkiyan,hanumangarh,hanumangarh,Jorkiyan,jorkiyan,hanumangarh,hanumangarh,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,never,0.0,0.0,0.0,GEN,SC,0.9333333333333333,1.0,high_confidence_gp_and_exact_samiti,jorkiya,HANUMANGARH,True,3_fuzzy_gpname_exact_or_close_samiti_match,never,0.0,0.0,0.0,GEN,SC
290031.0,25.3669698789,75.9939827289,R,RAJASTHAN,Bundi,NFHS4,Arnetha,8,121,625,94253,36255.0,Arnetha,11,False,True,False,"{""36255"": 1.0}",True,36255,True,Arnetha,Bundi,Keshoraipatan,36255,Arnetha,True,36255,True,True,4_full_coverage,36255,Arnetha,Bundi,Keshoraipatan,arnetha,bundi,keshoraipatan,Arnetha,arnetha,bundi,bundi,arnetha,bundi,1.0,1.0,keshoraipatan,1.0,once,1.0,once,0.0,1.0,True,True,False,0.0,1.0,GEN,OBCW,1.0,once,A_exact_gp_district_samiti,Arnetha,Bundi,Keshoraipatan,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,0.0,1.0,GEN,OBCW
290032.0,27.5482998667,71.1276665436,R,RAJASTHAN,Jaisalmer,NFHS4,Poorn Nagar,8,114,574,85912,,,0,False,False,True,{},True,,False,Poorn Nagar,Jaisalmer,Jaisalmer,262703,Jawaharnagar,True,262703,True,False,3_gp_no_reservation_history,262703,Jawaharnagar,Jaisalmer,Jaisalmer,jawaharnagar,jaisalmer,jaisalmer,Jawaharnagar,jawaharnagar,jaisalmer,jaisalmer,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290033.0,28.0722845329,76.8586665818,R,RAJASTHAN,Alwar,NFHS4,Nibaheri,8,104,496,72267,262829.0,Nimbahedi,13,False,True,False,"{""262829"": 1.0}",True,262829,True,Nimbhahedi,Khairthal-Tijara,Tapukara,262829,Nimbahedi,True,262829,True,False,3_gp_no_reservation_history,262829,Nimbahedi,Khairthal-Tijara,Tapukara,nimbahedi,khairthaltijara,tapukara,Nimbahedi,nimbahedi,alwar,alwar,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290034.0,24.5938557416,72.5545705485,R,RAJASTHAN,Sirohi,NFHS4,Karoti,8,117,596,90322,41923.0,Loonol,10,False,True,False,"{""41923"": 1.0}",True,41923,True,Karoti,Sirohi,Reodar,41923,Loonol,True,41923,True,False,3_gp_no_reservation_history,41923,Loonol,Sirohi,Reodar,loonol,sirohi,reodar,Loonol,loonol,sirohi,sirohi,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290035.0,24.5939049861,76.8903174145,R,RAJASTHAN,Baran,NFHS4,Pachpara,8,128,676,103513,34778.0,Pachpara,11,False,True,False,"{""34778"": 1.0}",True,34778,True,Pachpara,Baran,Chhabra,34778,Pachpara,True,34778,True,False,3_gp_no_reservation_history,34778,Pachpara,Baran,Chhabra,pachpara,baran,chhabra,Pachpara,pachpara,baran,baran,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290036.0,26.1456970328,76.3940067272,R,RAJASTHAN,Sawai Madhopur,NFHS4,Bhains Khera,8,108,531,77631,41512.0,Seloo,13,False,True,False,"{""41512"": 1.0}",True,41512,True,Bhains Khera,Sawai Madhopur,Sawai Madhopur,41512,Seloo,True,41512,True,False,3_gp_no_reservation_history,41512,Seloo,Sawai Madhopur,Sawai Madhopur,seloo,sawaimadhopur,sawaimadhopur,Seloo,seloo,sawaimadhopur,sawaimadhopur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290037.0,24.1051050002,74.7162549876,R,RAJASTHAN,Pratapgarh,NFHS4,Bihara,8,131,699,108497,295164.0,Bihara,11,False,True,False,"{""295164"": 1.0}",True,295164,True,Bihara,Pratapgarh,Pratapgarh,295164,Bihara,True,295164,True,False,3_gp_no_reservation_history,295164,Bihara,Pratapgarh,Pratapgarh,bihara,pratapgarh,pratapgarh,Bihara,bihara,pratapgarh,pratapgarh,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290039.0,29.0463380808,74.8342931248,R,RAJASTHAN,Hanumangarh,NFHS4,SOORPURA,8,100,471,68793,38150.0,Bhograna,5,False,True,False,"{""38150"": 1.0}",True,38150,True,Soorpura,Hanumangarh,Nohar,38150,Bhograna,True,38150,True,True,4_full_coverage,38150,Bhograna,Hanumangarh,Nohar,bhograna,hanumangarh,nohar,Bhograna,bhograna,hanumangarh,hanumangarh,bhograna,hanumangarh,1.0,1.0,nohar,1.0,twice,2.0,twice,1.0,1.0,True,True,False,1.0,1.0,SC W,GENW,2.0,twice,A_exact_gp_district_samiti,Bhograna,Hanumangarh,Nohar,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,twice,2.0,1.0,1.0,SC W,GENW
290045.0,29.0787938288,74.6356075571,R,RAJASTHAN,Hanumangarh,NFHS4,BHAGWANSAR,8,100,471,68612,38167.0,Gorkhana,3,False,True,False,"{""38167"": 1.0}",True,38167,True,Bhagwansar,Hanumangarh,Nohar,38167,Gorkhana,True,38167,True,True,4_full_coverage,38167,Gorkhana,Hanumangarh,Nohar,gorkhana,hanumangarh,nohar,Gorkhana,gorkhana,hanumangarh,hanumangarh,gorkhana,hanumangarh,1.0,1.0,nohar,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,GEN,OBC,0.0,never,A_exact_gp_district_samiti,Gorkhana,Hanumangarh,Nohar,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,GEN,OBC
290046.0,25.0247740694,71.1183132402,R,RAJASTHAN,Barmer,NFHS4,Salriya,8,115,584,88933,35063.0,Salariya,7,False,True,False,"{""35063"": 1.0}",True,35063,True,Salariya,Barmer,Sedwa,35063,Salariya,True,35063,True,True,4_full_coverage,35063,Salariya,Barmer,Sedwa,salariya,barmer,sedwa,Salariya,salariya,barmer,barmer,salariya,barmer,1.0,1.0,chohtan,1.0,once,1.0,once,0.0,1.0,True,True,False,0.0,1.0,SC,OBCW,1.0,once,B_exact_gp_district,Salariya,Barmer,Sedwa,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,0.0,1.0,SC,OBCW
290047.0,24.3208705675,73.2029473563,R,RAJASTHAN,Udaipur,NFHS4,Gau Peepla,8,130,687,106012,294373.0,Gau Peepla,9,False,True,False,"{""294373"": 1.0}",True,294373,True,Gau Peepla,Udaipur,Kotra,294373,Gau Peepla,True,294373,True,False,3_gp_no_reservation_history,294373,Gau Peepla,Udaipur,Kotra,gaupeepla,udaipur,kotra,Gau Peepla,gaupeepla,udaipur,udaipur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290048.0,27.8950247474,76.8582221579,R,RAJASTHAN,Alwar,NFHS4,Maliyar Jatt,8,104,496,72362,262325.0,Maliyar Jat,12,False,True,False,"{""262325"": 1.0}",True,262325,True,Maliyar Jat,Khairthal-Tijara,Tijara,262325,Maliyar Jat,True,262325,True,False,3_gp_no_reservation_history,262325,Maliyar Jat,Khairthal-Tijara,Tijara,maliyarjat,khairthaltijara,tijara,Maliyar Jat,maliyarjat,alwar,alwar,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290049.0,24.5353821584,76.2920105735,R,RAJASTHAN,Jhalawar,NFHS4,Pirathvi Pura,8,129,679,104092,39163.0,Gordhanpura,9,False,True,False,"{""39163"": 1.0}",True,39163,True,Pirathvi Pura,Jhalawar,Asnawar,39163,Gordhanpura,True,39163,True,True,4_full_coverage,39163,Gordhanpura,Jhalawar,Asnawar,gordhanpura,jhalawar,asnawar,Gordhanpura,gordhanpura,jhalawar,jhalawar,gordhanpura,jhalawar,2.0,1.0,jhalrapatan,1.0,never,0.0,never,0.0,0.0,True,True,False,0.0,0.0,SC,OBC,0.0,never,B_exact_gp_district,Gordhanpura,Jhalawar,Asnawar,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,never,0.0,0.0,0.0,SC,OBC
290050.0,27.8018663523,75.7437823995,R,RAJASTHAN,Jhunjhunun,NFHS4,Chak Mandoli,8,111,556,82199,262802.0,Napawali,5,False,True,False,"{""262802"": 1.0}",True,262802,True,Chak Mandoli,Neem Ka Thana,Neem Ka Thana,262802,Napawali,True,262802,True,False,3_gp_no_reservation_history,262802,Napawali,Neem Ka Thana,Neem Ka Thana,napawali,neemkathana,neemkathana,Napawali,napawali,jhunjhunu,sikar,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290052.0,24.5713810204,74.3892350453,R,RAJASTHAN,Chittaurgarh,NFHS4,Bhatoli Bagariyan,8,126,661,101120,36612.0,Bhatoli Bagriyan,9,False,True,False,"{""36612"": 1.0}",True,36612,True,Bhatoli Bagariyan,Chittorgarh,Dungla,36612,Bhatoli Bagriyan,True,36612,True,False,3_gp_no_reservation_history,36612,Bhatoli Bagriyan,Chittorgarh,Dungla,bhatolibagriyan,chittorgarh,dungla,Bhatoli Bagriyan,bhatolibagriyan,chittorgarh,chittorgarh,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,never,0.0,0.0,0.0,GEN,GEN,0.967741935483871,1.0,high_confidence_gp_and_exact_samiti,bhatoli bagariyan,DUNGLA,True,3_fuzzy_gpname_exact_or_close_samiti_match,never,0.0,0.0,0.0,GEN,GEN
290054.0,26.4107142533,73.9234703521,R,RAJASTHAN,Pali,NFHS4,Peepara,8,118,597,90354,295111.0,Peepara,5,False,True,False,"{""295111"": 1.0}",True,295111,True,Peepara,Beawar,Jaitaran,295111,Peepara,True,295111,True,False,3_gp_no_reservation_history,295111,Peepara,Beawar,Jaitaran,peepara,beawar,jaitaran,Peepara,peepara,pali,ajmer,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290055.0,27.0577202096,76.7206605869,R,RAJASTHAN,Dausa,NFHS4,Thikariya,8,109,533,78080,37067.0,Nihalpura,15,False,True,False,"{""37067"": 1.0}",True,37067,True,Thikariya,Dausa,Baijupara,37067,Nihalpura,True,37067,True,False,3_gp_no_reservation_history,37067,Nihalpura,Dausa,Baijupara,nihalpura,dausa,baijupara,Nihalpura,nihalpura,dausa,dausa,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290056.0,26.6131657567,72.0511609552,R,RAJASTHAN,Jaisalmer,NFHS4,Sakariya,8,114,575,86409,38807.0,Jhabra,3,False,True,False,"{""38807"": 1.0}",True,38807,True,Sakariya,Jaisalmer,Bhaniyana,38807,Jhabra,True,38807,True,False,3_gp_no_reservation_history,38807,Jhabra,Jaisalmer,Bhaniyana,jhabra,jaisalmer,bhaniyana,Jhabra,jhabra,jaisalmer,jaisalmer,jhabra,jaisalmer,1.0,1.0,sankra,1.0,once,1.0,once,1.0,0.0,True,True,True,,,,,,,,,,,False,,,,,,,,,,,,False,2_direct_gpname_dhsdistrict_match,once,1.0,1.0,0.0,,
290058.0,23.7114313365,74.4169284624,R,RAJASTHAN,Banswara,NFHS4,Charda,8,125,650,98610,34526.0,Chadla,13,False,True,False,"{""34526"": 1.0}",True,34526,True,Chadla,Banswara,Ghatol,34526,Chadla,True,34526,True,False,3_gp_no_reservation_history,34526,Chadla,Banswara,Ghatol,chadla,banswara,ghatol,Chadla,chadla,banswara,banswara,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290061.0,25.3357417099,73.9201560226,R,RAJASTHAN,Rajsamand,NFHS4,Sela Gurha,8,123,641,96689,41133.0,Sela Gurha,7,False,True,False,"{""41133"": 1.0}",True,41133,True,Sela Gurha,Rajsamand,Amet,41133,Sela Gurha,True,41133,True,False,3_gp_no_reservation_history,41133,Sela Gurha,Rajsamand,Amet,selagurha,rajsamand,amet,Sela Gurha,selagurha,rajsamand,rajsamand,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290062.0,26.0498161374,74.3940280906,R,RAJASTHAN,Ajmer,NFHS4,Gena Ka Badiya,8,119,610,91986,,,13,False,True,False,{},True,,False,Gena Ka Badiya,Beawar,Masuda,262078,Nayagaon,True,262078,True,False,3_gp_no_reservation_history,262078,Nayagaon,Beawar,Masuda,nayagaon,beawar,masuda,Nayagaon,nayagaon,ajmer,ajmer,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290065.0,24.8993792674,71.7284618849,R,RAJASTHAN,Jalor,NFHS4,Jhotra,8,116,590,89609,246067.0,Sivada,6,False,True,False,"{""246067"": 1.0}",True,246067,True,Jhotra,Sanchore,Chitalwana,246067,Sivada,True,246067,True,False,3_gp_no_reservation_history,246067,Sivada,Sanchore,Chitalwana,sivada,sanchore,chitalwana,Sivada,sivada,jalore,jalore,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290066.0,27.4411683791,75.5212950716,R,RAJASTHAN,Sikar,NFHS4,Kasarda,8,111,555,82057,41665.0,Kasarda,13,False,True,False,"{""41665"": 1.0}",True,41665,True,Kasarda,Sikar,Reengus,41665,Kasarda,True,41665,True,True,4_full_coverage,41665,Kasarda,Sikar,Reengus,kasarda,sikar,reengus,Kasarda,kasarda,sikar,sikar,kasarda,sikar,1.0,1.0,khandela,1.0,once,1.0,once,0.0,1.0,True,True,False,0.0,1.0,GEN,GENW,1.0,once,B_exact_gp_district,Kasarda,Sikar,Reengus,True,,,,,,,,,,,,False,1_original_gp_lgd_history_match,once,1.0,0.0,1.0,GEN,GENW
290067.0,26.3287588503,72.3305527924,R,RAJASTHAN,Jodhpur,NFHS4,Hanawant Nagar,8,113,571,85462,262477.0,Hanwant Nagar,8,False,True,False,"{""262477"": 1.0}",True,262477,True,Hanawant Nagar,Jodhpur (Gramin),Shergarh,262477,Hanwant Nagar,True,262477,True,False,3_gp_no_reservation_history,262477,Hanwant Nagar,Jodhpur (Gramin),Shergarh,hanwantnagar,jodhpurgramin,shergarh,Hanwant Nagar,hanwantnagar,jodhpur,jodhpur,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,0_unmatched,,,,,,
290068.0,25.0742873249,72.2634148387,R,RAJASTHAN,Jalor,NFHS4,Narta,8,116,588,89344,38899.0,Narta,7,False,True,False,"{""38899"": 1.0}",True,38899,True,Narta,Jalore,Bhinmal,38899,Narta,True,38899,True,False,3_gp_no_reservation_history,38899,Narta,Jalore,Bhinmal,narta,jalore,bhinmal,Narta,narta,jalore,jalore,,,,,,,,,,,,False,False,False,,,,,,,,,,,False,once,1.0,0.0,1.0,GEN,GENW,1.0,1.0,high_confidence_gp_and_exact_samiti,narta,BHINMAL,True,3_fuzzy_gpname_exact_or_close_samiti_match,once,1.0,0.0,1.0,GEN,GENW
