gp_lgd_code,reserved_women_2005,reserved_women_2010,reservation_2005,reservation_2010,gp_name_res_2010,samiti_res_2010,district_res_2010,gp_name_lgd,district_lgd,subdistrict_lgd,match_stage,reservation_dose_n,reservation_dose,match_conflict_excluded
33918,1,0,GEN W,GEN,kohrana,BEHROR,ALWAR,Kohrana,Kotputli-Behror,Behror,C_unique_gp_name_statewide,1,once,0
33928,0,1,ST,SCW,adoli,KATHUMAR,ALWAR,Adoli,Alwar,Lachhmangarh,B_exact_gp_district,1,once,0
33933,0,0,OBC,ST,baseth,KATHUMAR,ALWAR,Baseth,Alwar,Kathumar,A_exact_gp_district_samiti,0,never,0
33935,0,0,GEN,ST,dantiya,KATHUMAR,ALWAR,Dantiya,Alwar,Kathumar,A_exact_gp_district_samiti,0,never,0
33936,0,1,GEN,GENW,daroda,KATHUMAR,ALWAR,Daroda,Alwar,Kathumar,A_exact_gp_district_samiti,1,once,0
33937,0,0,GEN,SC,doroli,KATHUMAR,ALWAR,Doroli,Alwar,Kathumar,A_exact_gp_district_samiti,0,never,0
33941,0,0,GEN,GEN,jadla,KATHUMAR,ALWAR,Jadla,Alwar,Kathumar,A_exact_gp_district_samiti,0,never,0
33953,1,1,GEN W,STW,nahar khohra,SIKRAI,DAUSA,Nahar Khohra,Alwar,Lachhmangarh,C_unique_gp_name_statewide,2,twice,0
33954,0,1,ST,GENW,natoj,KATHUMAR,ALWAR,Natoj,Alwar,Kathumar,A_exact_gp_district_samiti,1,once,0
33956,0,1,GEN,GENW,reta,KATHUMAR,ALWAR,Reta,Alwar,Kathumar,A_exact_gp_district_samiti,1,once,0
33958,0,0,GEN,ST,sahari,KATHUMAR,ALWAR,Sahari,Alwar,Kathumar,A_exact_gp_district_samiti,0,never,0
33961,0,1,SC,GENW,sonkh,KATHUMAR,ALWAR,Sonkh,Alwar,Kathumar,A_exact_gp_district_samiti,1,once,0
33964,1,1,GEN W,SCW,tasai,KATHUMAR,ALWAR,Tasai,Alwar,Kathumar,A_exact_gp_district_samiti,2,twice,0
33967,0,1,SC,STW,titpuri,KATHUMAR,ALWAR,Titpuri,Alwar,Kathumar,A_exact_gp_district_samiti,1,once,0
33968,0,0,GEN,SC,toda,KATHUMAR,ALWAR,Toda,Alwar,Lachhmangarh,B_exact_gp_district,0,never,0
33969,0,1,SC,GENW,bagherikalan,KISHANGARH BAS,ALWAR,Bagheri Kalan,Khairthal-Tijara,Kishangarhbas,C_unique_gp_name_statewide,1,once,0
33976,0,1,GEN,OBCW,chikani,KISHANGARH BAS,ALWAR,Chikani,Alwar,Alwar,B_exact_gp_district,1,once,0
33978,0,1,OBC,GENW,ghasoli,KISHANGARH BAS,ALWAR,Ghasoli,Khairthal-Tijara,Kishangarhbas,C_unique_gp_name_statewide,1,once,0
33979,0,0,OBC,GEN,ismailpur,KISHANGARH BAS,ALWAR,Ismailpur,Khairthal-Tijara,Khairthal,C_unique_gp_name_statewide,0,never,0
33982,1,1,GEN W,GENW,khanpurmewan,KISHANGARH BAS,ALWAR,Khanpur Mewan,Khairthal-Tijara,Kishangarhbas,C_unique_gp_name_statewide,2,twice,0
33985,0,0,GEN,OBC,kolgaon,KISHANGARH BAS,ALWAR,Kolgaon,Khairthal-Tijara,Kishangarhbas,C_unique_gp_name_statewide,0,never,0
33987,0,1,OBC,GENW,machhroli,KISHANGARH BAS,ALWAR,Machh Roli,Khairthal-Tijara,Kishangarhbas,C_unique_gp_name_statewide,1,once,0
33990,0,0,SC,GEN,mancha,KISHANGARH BAS,ALWAR,Mancha,Khairthal-Tijara,Kishangarhbas,C_unique_gp_name_statewide,0,never,0
33993,0,0,GEN,GEN,patanmewan,KISHANGARH BAS,ALWAR,Patan Mewan,Khairthal-Tijara,Khairthal,C_unique_gp_name_statewide,0,never,0
33994,1,0,GEN W,OBC,ratakhurd,KISHANGARH BAS,ALWAR,Rata Khurd,Khairthal-Tijara,Khairthal,C_unique_gp_name_statewide,1,once,0
33996,1,1,GEN W,GENW,sirmoli,KISHANGARH BAS,ALWAR,Sirmoli,Alwar,Alwar,B_exact_gp_district,2,twice,0
33998,0,0,SC,GEN,baghana,BHIM,RAJSAMAND,Baghana,Khairthal-Tijara,Kotkasim,C_unique_gp_name_statewide,0,never,0
33999,0,0,GEN,OBC,bagherikhurd,KOTKASIM,ALWAR,Bagheri Khurd,Khairthal-Tijara,Harsoli,C_unique_gp_name_statewide,0,never,0
34006,0,0,GEN,SC,ikrotiya,KOTKASIM,ALWAR,Ikrotiya,Khairthal-Tijara,Harsoli,C_unique_gp_name_statewide,0,never,0
34014,1,1,OBC W,GENW,makdawa,KOTKASIM,ALWAR,Makdawa,Khairthal-Tijara,Kotkasim,C_unique_gp_name_statewide,2,twice,0
34015,0,0,GEN,GEN,nangalsaliya,KOTKASIM,ALWAR,Nangal Saliya,Khairthal-Tijara,Harsoli,C_unique_gp_name_statewide,0,never,0
34021,1,1,GEN W,OBCW,ujoli,KOTKASIM,ALWAR,Ujoli,Khairthal-Tijara,Kotkasim,C_unique_gp_name_statewide,2,twice,0
34022,0,1,GEN,GENW,badka,LAXMANGARH,ALWAR,Badka,Alwar,Lachhmangarh,B_exact_gp_district,1,once,0
34026,1,1,OBC W,GENW,bichgaon,LAXMANGARH,ALWAR,Bichgaon,Alwar,Lachhmangarh,B_exact_gp_district,2,twice,0
34029,0,0,GEN,OBC,chidwai,LAXMANGARH,ALWAR,Chidwai,Alwar,Govindgarh,B_exact_gp_district,0,never,0
34037,1,0,ST W,GEN,ghat,LAXMANGARH,ALWAR,Ghat,Alwar,Lachhmangarh,B_exact_gp_district,1,once,0
34039,0,1,SC,STW,harsana,LAXMANGARH,ALWAR,Harsana,Alwar,Lachhmangarh,B_exact_gp_district,1,once,0
34040,0,0,SC,ST,hasanpur,LAXMANGARH,ALWAR,Hasanpur,Alwar,Lachhmangarh,B_exact_gp_district,0,never,0
34041,0,0,GEN,GEN,indpur,LAXMANGARH,ALWAR,Indpur,Alwar,Govindgarh,B_exact_gp_district,0,never,0
34043,0,0,GEN,SC,jhalatala,LAXMANGARH,ALWAR,Jhalatala,Alwar,Lachhmangarh,B_exact_gp_district,0,never,0
34047,0,1,GEN,SCW,khudiyana,LAXMANGARH,ALWAR,Khudiyana,Alwar,Lachhmangarh,B_exact_gp_district,1,once,0
34050,0,0,OBC,GEN,malpur,LAXMANGARH,ALWAR,Malpur,Alwar,Govindgarh,B_exact_gp_district,0,never,0
34052,0,0,OBC,GEN,moliya,LAXMANGARH,ALWAR,Moliya,Alwar,Lachhmangarh,B_exact_gp_district,0,never,0
34053,1,1,ST W,GENW,nangalkhanjadi,LAXMANGARH,ALWAR,Nangal Khanjadi,Alwar,Lachhmangarh,B_exact_gp_district,2,twice,0
34054,1,1,SC W,OBCW,naswari,LAXMANGARH,ALWAR,Naswari,Alwar,Govindgarh,B_exact_gp_district,2,twice,0
34063,0,0,OBC,GEN,todanagar,LAXMANGARH,ALWAR,Todanagar,Alwar,Lachhmangarh,B_exact_gp_district,0,never,0
34069,0,1,GEN,GENW,behroj,MANDAWAR,ALWAR,Behroj,Khairthal-Tijara,Mundawar,C_unique_gp_name_statewide,1,once,0
34070,0,0,SC,GEN,bhanot,MANDAWAR,ALWAR,Bhanot,Khairthal-Tijara,Mundawar,C_unique_gp_name_statewide,0,never,0
34072,0,0,GEN,GEN,chandpur,MANDAWAR,ALWAR,Chandpur,Khairthal-Tijara,Mundawar,C_unique_gp_name_statewide,0,never,0
34075,0,1,GEN,SCW,gopipura,MANDAWAR,ALWAR,Gopipura,Khairthal-Tijara,Mundawar,C_unique_gp_name_statewide,1,once,0
34081,1,1,OBC W,SCW,karnikot,MANDAWAR,ALWAR,Karni Kot,Khairthal-Tijara,Mundawar,C_unique_gp_name_statewide,2,twice,0
34084,1,1,SC W,OBCW,majrikhola,MANDAWAR,ALWAR,Majri Khola,Khairthal-Tijara,Mundawar,C_unique_gp_name_statewide,2,twice,0
34085,0,1,GEN,OBCW,manka,MANDAWAR,ALWAR,Manka,Khairthal-Tijara,Mundawar,C_unique_gp_name_statewide,1,once,0
34086,1,1,OBC W,GENW,mator,MANDAWAR,ALWAR,Mator,Khairthal-Tijara,Mundawar,C_unique_gp_name_statewide,2,twice,0
34089,0,1,SC,SCW,palawa,MANDAWAR,ALWAR,Palawa,Khairthal-Tijara,Mundawar,C_unique_gp_name_statewide,1,once,0
34091,0,0,GEN,GEN,pehal,MANDAWAR,ALWAR,Pehal,Khairthal-Tijara,Mundawar,C_unique_gp_name_statewide,0,never,0
34093,0,1,OBC,GENW,ranoth,MANDAWAR,ALWAR,Ranoth,Khairthal-Tijara,Mundawar,C_unique_gp_name_statewide,1,once,0
34095,0,0,ST,OBC,saraikalan,MANDAWAR,ALWAR,Sarai Kalan,Khairthal-Tijara,Mundawar,C_unique_gp_name_statewide,0,never,0
34101,1,0,GEN W,GEN,sorkhakalan,MANDAWAR,ALWAR,Sorkha Kalan,Khairthal-Tijara,Mundawar,C_unique_gp_name_statewide,1,once,0
34106,0,1,GEN,OBCW,dabarwas,NEEMRANA,ALWAR,Dabarwas,Kotputli-Behror,Mandhan,C_unique_gp_name_statewide,1,once,0
34112,0,1,GEN,GENW,giglana,NEEMRANA,ALWAR,Giglana,Kotputli-Behror,Mandhan,C_unique_gp_name_statewide,1,once,0
34117,1,1,OBC W,SCW,kanhawas,NEEMRANA,ALWAR,Kanhawas,Kotputli-Behror,Mandhan,C_unique_gp_name_statewide,2,twice,0
34121,0,0,GEN,OBC,kolila joga,NEEMRANA,ALWAR,Kolila Joga,Kotputli-Behror,Neemrana,C_unique_gp_name_statewide,0,never,0
34126,0,1,OBC,SCW,mandhan,NEEMRANA,ALWAR,Mandhan,Kotputli-Behror,Mandhan,C_unique_gp_name_statewide,1,once,0
34127,0,1,SC,GENW,nanagwas,NEEMRANA,ALWAR,Nanagwas,Kotputli-Behror,Mandhan,C_unique_gp_name_statewide,1,once,0
34129,1,1,SC W,GEN,partapur,NEEMRANA,ALWAR,Partapur,Kotputli-Behror,Mandhan,C_unique_gp_name_statewide,2,twice,0
34132,0,0,OBC,GEN,rodwal,NEEMRANA,ALWAR,Rodwal,Kotputli-Behror,Neemrana,C_unique_gp_name_statewide,0,never,0
34134,1,0,GEN W,GEN,santo,NEEMRANA,ALWAR,Santo,Kotputli-Behror,Mandhan,C_unique_gp_name_statewide,1,once,0
34140,0,0,GEN,GEN,bhajeda,KISHANGARH BAS,ALWAR,Bhajeda,Alwar,Rajgarh,B_exact_gp_district,0,never,0
34143,0,1,GEN,STW,dubbi,RAJGARH,ALWAR,Dubbi,Alwar,Rajgarh,A_exact_gp_district_samiti,1,once,0
34145,0,1,SC,STW,gola ka bas,RAJGARH,ALWAR,Gola Ka Bas,Alwar,Rajgarh,A_exact_gp_district_samiti,1,once,0
34149,0,0,GEN,OBC,mallana,RAJGARH,ALWAR,Mallana,Alwar,Tehla,B_exact_gp_district,0,never,0
34154,1,0,ST W,SC,palwa,RAJGARH,ALWAR,Palwa,Alwar,Rajgarh,A_exact_gp_district_samiti,1,once,0
34158,1,0,SC W,ST,sakat,RAJGARH,ALWAR,Sakat,Alwar,Rajgarh,A_exact_gp_district_samiti,1,once,0
34160,1,0,SC W,ST,shrichandpura,RAJGARH,ALWAR,Shri Chandpura,Alwar,Rajgarh,A_exact_gp_district_samiti,1,once,0
34166,0,1,ST,GENW,todajaisinghpura,RAJGARH,ALWAR,Toda Jaisinghpura,Alwar,Tehla,B_exact_gp_district,1,once,0
34169,1,1,GEN W,GENW,bahala,RAMGARH,ALWAR,Bahala,Alwar,Ramgarh,A_exact_gp_district_samiti,2,twice,0
34170,1,1,GEN W,GENW,bamboli,RAMGARH,ALWAR,Bamboli,Alwar,Ramgarh,A_exact_gp_district_samiti,2,twice,0
34187,0,1,GEN,SCW,khilora,RAMGARH,ALWAR,Khilora,Alwar,Ramgarh,A_exact_gp_district_samiti,1,once,0
34190,1,0,GEN W,OBC,milakpur,RAMGARH,ALWAR,Milakpur,Alwar,Ramgarh,A_exact_gp_district_samiti,1,once,0
34191,0,0,SC,GEN,mubarikpur,RAMGARH,ALWAR,Mubarikpur,Alwar,Nauganwa,B_exact_gp_district,0,never,0
34193,0,1,OBC,SCW,naglimegha,RAMGARH,ALWAR,Nagli Megha,Alwar,Ramgarh,A_exact_gp_district_samiti,1,once,0
34196,0,1,GEN,SCW,pata,RAMGARH,ALWAR,Pata,Alwar,Nauganwa,B_exact_gp_district,1,once,0
34198,0,0,GEN,OBC,raghunathgarh,RAMGARH,ALWAR,Raghunathgarh,Alwar,Nauganwa,B_exact_gp_district,0,never,0
34206,1,1,GEN W,STW,bairer,RAINI,ALWAR,Bairer,Alwar,Reni,B_exact_gp_district,2,twice,0
34207,1,0,ST W,GEN,bileta,RAINI,ALWAR,Bileta,Alwar,Reni,B_exact_gp_district,1,once,0
34210,0,1,GEN,STW,bhuleri,RAINI,ALWAR,Bhuleri,Alwar,Reni,B_exact_gp_district,1,once,0
34211,0,1,SC,STW,saloli,RAINI,ALWAR,Saloli,Alwar,Reni,B_exact_gp_district,1,once,0
34212,0,1,GEN,GENW,chhilodi,RAINI,ALWAR,Chhilodi,Alwar,Reni,B_exact_gp_district,1,once,0
34213,0,1,GEN,GENW,dera,RAINI,ALWAR,Dera,Alwar,Reni,B_exact_gp_district,1,once,0
34216,0,1,ST,SCW,itoli,RAINI,ALWAR,Itoli,Alwar,Reni,B_exact_gp_district,1,once,0
34217,0,1,GEN,STW,jamdoli,RAINI,ALWAR,Jamdoli,Alwar,Reni,B_exact_gp_district,1,once,0
34218,0,0,SC,ST,kaneti,RAINI,ALWAR,Kaneti,Alwar,Reni,B_exact_gp_district,0,never,0
34221,0,1,GEN,STW,pada,RAINI,ALWAR,Pada,Alwar,Reni,B_exact_gp_district,1,once,0
34223,1,0,GEN W,ST,patan,RAINI,ALWAR,Patan,Alwar,Rajgarh,B_exact_gp_district,1,once,0
34224,0,1,ST,SCW,pinan,RAINI,ALWAR,Pinan,Alwar,Reni,B_exact_gp_district,1,once,0
34225,1,1,OBC W,GENW,pragpura,VIRATNAGAR,JAIPUR,Pragpura,Alwar,Reni,C_unique_gp_name_statewide,2,twice,0
34226,0,1,ST,GENW,rajpurchhota,RAINI,ALWAR,Rajpur Chhota,Alwar,Reni,B_exact_gp_district,1,once,0
34227,1,0,SC W,ST,rampura,RAINI,ALWAR,Rampura,Alwar,Reni,B_exact_gp_district,1,once,0
34231,0,1,GEN,GENW,ajabgarh,THANAGAZI,ALWAR,Ajabgarh,Alwar,Pratapgarh,B_exact_gp_district,1,once,0
34233,0,1,OBC,OBCW,angari,THANAGAZI,ALWAR,Angari,Alwar,Thanagazi,A_exact_gp_district_samiti,1,once,0
34236,0,1,SC,STW,basaijogiyan,THANAGAZI,ALWAR,Basai Jogiyan,Alwar,Thanagazi,A_exact_gp_district_samiti,1,once,0
34239,1,1,GEN W,STW,chandpuri,THANAGAZI,ALWAR,Chandpuri,Kotputli-Behror,Narayanpur,C_unique_gp_name_statewide,2,twice,0
34240,0,0,ST,GEN,dwarapur,THANAGAZI,ALWAR,Dwarapur,Alwar,Thanagazi,A_exact_gp_district_samiti,0,never,0
34242,0,0,OBC,SC,garhbasai,THANAGAZI,ALWAR,Garh Basai,Alwar,Thanagazi,A_exact_gp_district_samiti,0,never,0
34246,1,1,OBC W,GENW,jhiri,THANAGAZI,ALWAR,Jhiri,Alwar,Pratapgarh,B_exact_gp_district,2,twice,0
34248,1,1,GEN W,GENW,kishori,THANAGAZI,ALWAR,Kishori,Alwar,Thanagazi,A_exact_gp_district_samiti,2,twice,0
34250,0,1,GEN,GENW,kyara,THANAGAZI,ALWAR,Kyara,Alwar,Thanagazi,A_exact_gp_district_samiti,1,once,0
34251,0,0,SC,GEN,lalpura,THANAGAZI,ALWAR,Lalpura,Alwar,Pratapgarh,B_exact_gp_district,0,never,0
34253,0,0,OBC,GEN,mundawara,THANAGAZI,ALWAR,Mundawara,Alwar,Thanagazi,A_exact_gp_district_samiti,0,never,0
34254,1,0,GEN W,OBC,nangalbani,THANAGAZI,ALWAR,Nangal Bani,Alwar,Thanagazi,A_exact_gp_district_samiti,1,once,0
34258,0,1,GEN,GENW,piplai,THANAGAZI,ALWAR,Piplai,Alwar,Pratapgarh,B_exact_gp_district,1,once,0
34259,0,1,ST,OBCW,pratapgarh,THANAGAZI,ALWAR,Pratapgarh,Alwar,Pratapgarh,B_exact_gp_district,1,once,0
34260,1,1,ST W,SCW,saleta,THANAGAZI,ALWAR,Saleta,Alwar,Thanagazi,A_exact_gp_district_samiti,2,twice,0
34261,1,0,SC W,OBC,samra,THANAGAZI,ALWAR,Samra,Alwar,Pratapgarh,B_exact_gp_district,1,once,0
34267,1,0,GEN W,OBC,bichhala,TIJARA,ALWAR,Bichhala,Khairthal-Tijara,Tijara,C_unique_gp_name_statewide,1,once,0
34274,0,0,GEN,SC,hasanpur mafi,TIJARA,ALWAR,Hasanpur Mafi,Khairthal-Tijara,Tapukara,C_unique_gp_name_statewide,0,never,0
34277,1,0,GEN W,GEN,jhiwana,TIJARA,ALWAR,Jhiwana,Khairthal-Tijara,Tapukara,C_unique_gp_name_statewide,1,once,0
34281,1,0,GEN W,OBC,luhadera,TIJARA,ALWAR,Luhadera,Khairthal-Tijara,Tijara,C_unique_gp_name_statewide,1,once,0
34282,1,1,GEN W,GENW,mahesara,TIJARA,ALWAR,Mahesara,Khairthal-Tijara,Tapukara,C_unique_gp_name_statewide,2,twice,0
34285,1,1,SC W,GENW,milakpur turk,TIJARA,ALWAR,Milakpur Turk,Khairthal-Tijara,Tapukara,C_unique_gp_name_statewide,2,twice,0
34286,1,0,OBC W,GEN,mundana,TIJARA,ALWAR,Mundana,Khairthal-Tijara,Tijara,C_unique_gp_name_statewide,1,once,0
34287,0,0,OBC,GEN,palpur,TIJARA,ALWAR,Palpur,Khairthal-Tijara,Tijara,C_unique_gp_name_statewide,0,never,0
34289,1,0,GEN W,OBC,rabhana,TIJARA,ALWAR,Rabhana,Khairthal-Tijara,Tapukara,C_unique_gp_name_statewide,1,once,0
34291,0,0,GEN,GEN,roopbas,TIJARA,ALWAR,Roopbas,Khairthal-Tijara,Tapukara,C_unique_gp_name_statewide,0,never,0
34296,1,1,SC W,GENW,virampur,TIJARA,ALWAR,Virampur,Khairthal-Tijara,Tapukara,C_unique_gp_name_statewide,2,twice,0
34297,0,1,GEN,SCW,jairoli,TIJARA,ALWAR,Jairoli,Khairthal-Tijara,Tijara,C_unique_gp_name_statewide,1,once,0
34301,1,1,ST W,GENW,baleta,UMREN,ALWAR,Baleta,Alwar,Malakhera,B_exact_gp_district,2,twice,0
34302,0,0,GEN,OBC,bhandodi,UMREN,ALWAR,Bhandodi,Alwar,Malakhera,B_exact_gp_district,0,never,0
34307,0,0,GEN,GEN,chandoli,UMREN,ALWAR,Chandoli,Alwar,Alwar,B_exact_gp_district,0,never,0
34309,0,0,GEN,OBC,dhakpuri,UMREN,ALWAR,Dhakpuri,Alwar,Malakhera,B_exact_gp_district,0,never,0
34311,1,0,GEN W,GEN,diwakari,UMREN,ALWAR,Diwakari,Alwar,Alwar,B_exact_gp_district,1,once,0
34314,1,1,OBC W,GENW,jamalpur,UMREN,ALWAR,Jamalpur,Alwar,Malakhera,B_exact_gp_district,2,twice,0
34317,1,1,OBC W,GENW,kairwawal,UMREN,ALWAR,Kairwawal,Alwar,Malakhera,B_exact_gp_district,2,twice,0
34320,0,1,OBC,SCW,madhogarh,UMREN,ALWAR,Madho Garh,Alwar,Alwar,B_exact_gp_district,1,once,0
34323,0,0,SC,OBC,mohabbatpur,UMREN,ALWAR,Mohabbatpur,Alwar,Malakhera,B_exact_gp_district,0,never,0
34324,0,1,SC,GENW,naithla,UMREN,ALWAR,Naithla,Alwar,Malakhera,B_exact_gp_district,1,once,0
34325,0,1,SC,STW,pala,UMREN,ALWAR,Pala,Alwar,Malakhera,B_exact_gp_district,1,once,0
34330,0,0,OBC,ST,salpur,UMREN,ALWAR,Salpur,Alwar,Malakhera,B_exact_gp_district,0,never,0
34333,1,0,GEN W,GEN,umren,UMREN,ALWAR,Umren,Alwar,Alwar,B_exact_gp_district,1,once,0
34335,0,1,ST,STW,anandpuri,ANANDPURI,BANSWARA,Anandpuri,Banswara,Anandpuri,A_exact_gp_district_samiti,1,once,0
34341,0,0,ST,ST,chhaja,ANANDPURI,BANSWARA,Chhaja,Banswara,Anandpuri,A_exact_gp_district_samiti,0,never,0
34342,1,0,ST W,ST,chikli teja,ANANDPURI,BANSWARA,Chikli Teja,Banswara,Anandpuri,A_exact_gp_district_samiti,1,once,0
34343,0,0,ST,ST,chordi,ANANDPURI,BANSWARA,Chordi,Banswara,Anandpuri,A_exact_gp_district_samiti,0,never,0
34346,0,0,ST,ST,kanela,ANANDPURI,BANSWARA,Kanela,Banswara,Anandpuri,A_exact_gp_district_samiti,0,never,0
34347,1,1,ST W,STW,karda,ANANDPURI,BANSWARA,Karda,Banswara,Anandpuri,A_exact_gp_district_samiti,2,twice,0
34348,0,1,ST,STW,madkola mogji,ANANDPURI,BANSWARA,Madkola Mogji,Banswara,Anandpuri,A_exact_gp_district_samiti,1,once,0
34351,0,1,ST,STW,naharpura,ANANDPURI,BANSWARA,Naharpura,Banswara,Anandpuri,A_exact_gp_district_samiti,1,once,0
34356,1,0,ST W,ST,ratanpura,ANANDPURI,BANSWARA,Ratanpura,Banswara,Anandpuri,A_exact_gp_district_samiti,1,once,0
34358,0,1,ST,STW,tamtiya,ANANDPURI,BANSWARA,Tamtiya,Banswara,Anandpuri,A_exact_gp_district_samiti,1,once,0
34360,0,1,ST,STW,bagidora,BAGIDORA,BANSWARA,Bagidora,Banswara,Bagidora,A_exact_gp_district_samiti,1,once,0
34367,0,0,GEN,SC,chokhala,BAYTOO,BARMER,Chokhala,Banswara,Bagidora,C_unique_gp_name_statewide,0,never,0
34371,1,1,ST W,STW,handi,BAGIDORA,BANSWARA,Handi,Banswara,Gangadtalai,B_exact_gp_district,2,twice,0
34381,0,0,ST,ST,lankai,BAGIDORA,BANSWARA,Lankai,Banswara,Gangadtalai,B_exact_gp_district,0,never,0
34382,0,1,ST,STW,moti timbi,BAGIDORA,BANSWARA,Moti Timbi,Banswara,Gangadtalai,B_exact_gp_district,1,once,0
34385,0,0,ST,ST,nal,BAGIDORA,BANSWARA,Nal,Banswara,Bagidora,A_exact_gp_district_samiti,0,never,0
34387,0,1,ST,STW,patan,BAGIDORA,BANSWARA,Patan,Banswara,Bagidora,A_exact_gp_district_samiti,1,once,0
34389,0,0,ST,ST,pindarma,BAGIDORA,BANSWARA,Pindarma,Banswara,Bagidora,A_exact_gp_district_samiti,0,never,0
34390,1,0,ST W,ST,rakho,BAGIDORA,BANSWARA,Rakho,Banswara,Bagidora,A_exact_gp_district_samiti,1,once,0
34391,1,1,ST W,STW,ram ka munna,BAGIDORA,BANSWARA,Ram Ka Munna,Banswara,Gangadtalai,B_exact_gp_district,2,twice,0
34395,1,1,ST W,STW,sallopat,BAGIDORA,BANSWARA,Sallopat,Banswara,Gangadtalai,B_exact_gp_district,2,twice,0
34456,0,0,ST,ST,anjana,GARHI,BANSWARA,Anjana,Banswara,Arthuna,B_exact_gp_district,0,never,0
34457,1,1,ST W,STW,asan,GARHI,BANSWARA,Asan,Banswara,Garhi,A_exact_gp_district_samiti,2,twice,0
34459,0,1,ST,STW,adore,GARHI,BANSWARA,Adore,Banswara,Garhi,A_exact_gp_district_samiti,1,once,0
34460,0,1,ST,STW,amja,GARHI,BANSWARA,Amja,Banswara,Garhi,A_exact_gp_district_samiti,1,once,0
34461,1,1,ST W,STW,arthuna,GARHI,BANSWARA,Arthuna,Banswara,Arthuna,B_exact_gp_district,2,twice,0
34464,0,0,ST,ST,bhagora,GARHI,BANSWARA,Bhagora,Banswara,Garhi,A_exact_gp_district_samiti,0,never,0
34465,0,0,ST,ST,bhimpur,GARHI,BANSWARA,Bhimpur,Banswara,Garhi,A_exact_gp_district_samiti,0,never,0
34466,0,1,ST,STW,bhimsour,GARHI,BANSWARA,Bhimsour,Banswara,Garhi,A_exact_gp_district_samiti,1,once,0
34468,0,1,ST,STW,bori,GARHI,BANSWARA,Bori,Banswara,Garhi,A_exact_gp_district_samiti,1,once,0
34473,0,0,ST,ST,gopinath ka gada,GARHI,BANSWARA,Gopi Nath Ka Gada,Banswara,Garhi,A_exact_gp_district_samiti,0,never,0
34475,0,0,ST,ST,jolana,GARHI,BANSWARA,Jolana,Banswara,Arthuna,B_exact_gp_district,0,never,0
34476,0,1,ST,STW,karanpur,GARHI,BANSWARA,Karanpur,Banswara,Garhi,A_exact_gp_district_samiti,1,once,0
34478,1,0,ST W,ST,kheda,GARHI,BANSWARA,Kheda,Banswara,Garhi,A_exact_gp_district_samiti,1,once,0
34479,1,1,ST W,STW,kheran ka parda,GARHI,BANSWARA,Kheran Ka Parda,Banswara,Garhi,A_exact_gp_district_samiti,2,twice,0
34480,1,0,ST W,ST,khodan,GARHI,BANSWARA,Khodan,Banswara,Garhi,A_exact_gp_district_samiti,1,once,0
34482,1,1,ST W,STW,kotda bada,GARHI,BANSWARA,Kotda Bada,Banswara,Garhi,A_exact_gp_district_samiti,2,twice,0
34484,0,1,ST,STW,lohariya,GARHI,BANSWARA,Lohariya,Banswara,Garhi,A_exact_gp_district_samiti,1,once,0
34486,0,1,ST,STW,malana,GARHI,BANSWARA,Malana,Banswara,Arthuna,B_exact_gp_district,1,once,0
34487,1,0,ST W,ST,metwala,GARHI,BANSWARA,Metwala,Banswara,Garhi,A_exact_gp_district_samiti,1,once,0
34492,1,1,ST W,STW,padedi,GARHI,BANSWARA,Padedi,Banswara,Arthuna,B_exact_gp_district,2,twice,0
34494,1,0,ST W,ST,panasi chhoti,GARHI,BANSWARA,Panasi Chhoti,Banswara,Garhi,A_exact_gp_district_samiti,1,once,0
34496,1,0,ST W,ST,raiyana,GARHI,BANSWARA,Raiyana,Banswara,Arthuna,B_exact_gp_district,1,once,0
34498,0,1,ST,STW,rohida,GARHI,BANSWARA,Rohida,Banswara,Garhi,A_exact_gp_district_samiti,1,once,0
34502,0,1,ST,STW,saredi badi,GARHI,BANSWARA,Saredi Badi,Banswara,Garhi,A_exact_gp_district_samiti,1,once,0
34503,0,1,ST,STW,saredi chhoti,GARHI,BANSWARA,Saredi Chhoti,Banswara,Garhi,A_exact_gp_district_samiti,1,once,0
34507,0,1,ST,STW,umbada,GARHI,BANSWARA,Umbada,Banswara,Garhi,A_exact_gp_district_samiti,1,once,0
34508,0,0,ST,ST,vajvana,GARHI,BANSWARA,Vajvana,Banswara,Garhi,A_exact_gp_district_samiti,0,never,0
34510,0,1,ST,STW,amarsingh ka gada,GHATOL,BANSWARA,Amar Singh Ka Gada,Banswara,Ganora,B_exact_gp_district,1,once,0
34511,1,0,ST W,ST,amarthun,GHATOL,BANSWARA,Amarthun,Banswara,Ghatol,A_exact_gp_district_samiti,1,once,0
34512,0,0,ST,ST,badana,GHATOL,BANSWARA,Badana,Banswara,Ghatol,A_exact_gp_district_samiti,0,never,0
34514,0,0,ST,ST,baman pada,GHATOL,BANSWARA,Baman Pada,Banswara,Ganora,B_exact_gp_district,0,never,0
34516,0,0,ST,ST,badgun,GHATOL,BANSWARA,Badgun,Banswara,Ghatol,A_exact_gp_district_samiti,0,never,0
34517,0,1,ST,STW,bassi ada,GHATOL,BANSWARA,Bassiada,Banswara,Ganora,B_exact_gp_district,1,once,0
34519,0,1,GEN,SCW,bhungra,SHERGARH,JODHPUR,Bhungra,Banswara,Ghatol,C_unique_gp_name_statewide,1,once,0
34523,0,0,ST,ST,borda,GHATOL,BANSWARA,Borda,Banswara,Ganora,B_exact_gp_district,0,never,0
