DHSCLUST,total_villages,villages_with_gp,gp_coverage_rate
10307.0,10,10,1.0
10308.0,23,23,1.0
10309.0,21,21,1.0
10310.0,22,22,1.0
10311.0,16,16,1.0
10312.0,23,23,1.0
10313.0,20,20,1.0
10314.0,25,25,1.0
10315.0,23,23,1.0
10317.0,20,20,1.0
10318.0,18,18,1.0
10319.0,19,19,1.0
10320.0,12,12,1.0
10322.0,23,23,1.0
10323.0,21,21,1.0
10324.0,14,14,1.0
10325.0,15,15,1.0
10329.0,18,18,1.0
10330.0,9,9,1.0
10331.0,27,27,1.0
10332.0,25,25,1.0
10333.0,17,17,1.0
10334.0,23,23,1.0
10335.0,22,22,1.0
10339.0,20,20,1.0
10340.0,14,14,1.0
10341.0,12,12,1.0
10342.0,26,26,1.0
10343.0,17,17,1.0
10344.0,19,19,1.0
10345.0,12,12,1.0
10402.0,36,36,1.0
10403.0,32,32,1.0
10405.0,15,15,1.0
10406.0,32,32,1.0
10407.0,16,16,1.0
10408.0,22,22,1.0
10409.0,39,39,1.0
10410.0,29,29,1.0
10411.0,27,27,1.0
10412.0,35,35,1.0
10413.0,30,30,1.0
10414.0,16,16,1.0
10415.0,18,18,1.0
10417.0,30,30,1.0
10418.0,30,30,1.0
10419.0,45,45,1.0
10420.0,24,24,1.0
10422.0,30,30,1.0
10423.0,26,26,1.0
10424.0,27,27,1.0
10425.0,22,22,1.0
10427.0,25,25,1.0
10429.0,21,21,1.0
10430.0,13,13,1.0
10431.0,44,44,1.0
10432.0,26,26,1.0
10433.0,38,38,1.0
10434.0,46,46,1.0
10435.0,31,31,1.0
10437.0,33,33,1.0
10439.0,28,28,1.0
10440.0,22,22,1.0
10441.0,27,27,1.0
10442.0,22,22,1.0
10443.0,8,8,1.0
10444.0,35,35,1.0
10445.0,24,24,1.0
10502.0,44,44,1.0
10503.0,35,35,1.0
10505.0,39,39,1.0
10506.0,42,42,1.0
10507.0,30,30,1.0
10508.0,35,35,1.0
10509.0,18,18,1.0
10510.0,17,17,1.0
10511.0,39,39,1.0
10512.0,34,34,1.0
10513.0,24,24,1.0
10514.0,46,46,1.0
10515.0,39,39,1.0
10517.0,28,28,1.0
10518.0,31,31,1.0
10519.0,30,30,1.0
10520.0,32,32,1.0
10522.0,49,49,1.0
10523.0,32,32,1.0
10524.0,19,19,1.0
10525.0,25,25,1.0
10527.0,36,36,1.0
10529.0,24,24,1.0
10530.0,37,37,1.0
10531.0,39,39,1.0
10532.0,26,26,1.0
10533.0,31,31,1.0
10534.0,46,46,1.0
10535.0,36,36,1.0
10539.0,20,20,1.0
10540.0,18,18,1.0
10541.0,35,35,1.0
10542.0,36,36,1.0
10543.0,31,31,1.0
10544.0,36,36,1.0
10545.0,33,33,1.0
10602.0,29,29,1.0
10603.0,39,39,1.0
10605.0,24,24,1.0
10606.0,8,8,1.0
10607.0,29,29,1.0
10608.0,30,30,1.0
10609.0,40,40,1.0
10610.0,49,49,1.0
10611.0,39,39,1.0
10612.0,32,32,1.0
10613.0,45,45,1.0
10614.0,42,42,1.0
10615.0,41,41,1.0
10617.0,56,56,1.0
10618.0,51,51,1.0
10619.0,54,54,1.0
10620.0,37,37,1.0
10622.0,24,24,1.0
10623.0,18,18,1.0
10624.0,58,58,1.0
10625.0,37,37,1.0
10627.0,10,10,1.0
10629.0,46,46,1.0
10630.0,38,38,1.0
10631.0,24,24,1.0
10632.0,29,29,1.0
10633.0,34,34,1.0
10634.0,23,23,1.0
10635.0,28,28,1.0
10639.0,11,11,1.0
10640.0,41,41,1.0
10641.0,39,39,1.0
10642.0,19,19,1.0
10643.0,45,45,1.0
10644.0,39,39,1.0
10645.0,35,35,1.0
10702.0,26,26,1.0
10703.0,17,17,1.0
10705.0,28,28,1.0
10706.0,14,14,1.0
10707.0,18,18,1.0
10708.0,30,30,1.0
10709.0,32,32,1.0
10710.0,26,26,1.0
10711.0,8,8,1.0
10712.0,13,13,1.0
10713.0,36,36,1.0
10714.0,22,22,1.0
10715.0,18,18,1.0
10717.0,17,17,1.0
10718.0,13,13,1.0
10719.0,21,21,1.0
10720.0,21,21,1.0
10722.0,11,11,1.0
10723.0,33,33,1.0
10724.0,33,33,1.0
10725.0,27,27,1.0
10727.0,35,35,1.0
10728.0,16,16,1.0
10729.0,31,31,1.0
10730.0,22,22,1.0
10731.0,19,19,1.0
10732.0,13,13,1.0
10733.0,11,11,1.0
10734.0,21,21,1.0
10735.0,23,23,1.0
10737.0,16,16,1.0
10739.0,30,30,1.0
10740.0,17,17,1.0
10741.0,36,36,1.0
10742.0,12,12,1.0
10743.0,34,34,1.0
10744.0,21,21,1.0
10745.0,23,23,1.0
10802.0,11,11,1.0
10803.0,25,25,1.0
10805.0,23,23,1.0
10806.0,22,22,1.0
10807.0,20,20,1.0
10808.0,35,35,1.0
10809.0,14,14,1.0
10810.0,21,21,1.0
10811.0,11,11,1.0
10812.0,21,21,1.0
10813.0,26,26,1.0
10814.0,20,20,1.0
10815.0,26,26,1.0
10817.0,20,20,1.0
10818.0,31,31,1.0
10819.0,28,28,1.0
10820.0,23,23,1.0
10822.0,31,31,1.0
10823.0,18,18,1.0
10824.0,16,16,1.0
10825.0,17,17,1.0
10827.0,22,22,1.0
10829.0,24,24,1.0
10830.0,20,20,1.0
10831.0,18,18,1.0
10832.0,26,26,1.0
10833.0,26,26,1.0
10834.0,23,23,1.0
10835.0,30,30,1.0
10839.0,17,17,1.0
10840.0,24,24,1.0
10841.0,31,31,1.0
10842.0,22,22,1.0
10843.0,28,28,1.0
10844.0,23,23,1.0
10845.0,17,17,1.0
10902.0,36,36,1.0
10903.0,37,37,1.0
10905.0,45,45,1.0
10906.0,42,42,1.0
10907.0,34,34,1.0
10908.0,52,52,1.0
10909.0,29,29,1.0
10910.0,32,32,1.0
10911.0,31,31,1.0
10912.0,28,28,1.0
10913.0,32,32,1.0
10914.0,57,57,1.0
10915.0,34,34,1.0
10917.0,39,39,1.0
10918.0,29,29,1.0
10919.0,27,27,1.0
10920.0,45,45,1.0
10922.0,50,50,1.0
10923.0,25,25,1.0
10924.0,47,47,1.0
10925.0,26,26,1.0
10927.0,28,28,1.0
10928.0,44,44,1.0
10929.0,43,43,1.0
10930.0,33,33,1.0
10931.0,15,15,1.0
10932.0,34,34,1.0
10933.0,49,49,1.0
10934.0,33,33,1.0
10935.0,38,38,1.0
10937.0,40,40,1.0
10938.0,46,46,1.0
10939.0,43,43,1.0
10940.0,32,32,1.0
10941.0,38,38,1.0
10942.0,13,13,1.0
10943.0,38,38,1.0
10944.0,34,34,1.0
10945.0,29,29,1.0
11002.0,26,26,1.0
11005.0,29,29,1.0
11006.0,29,29,1.0
11007.0,42,42,1.0
11008.0,25,25,1.0
11010.0,20,20,1.0
11012.0,13,13,1.0
11013.0,21,21,1.0
11014.0,15,15,1.0
11015.0,28,28,1.0
11017.0,24,24,1.0
11022.0,26,26,1.0
11023.0,12,12,1.0
11029.0,27,27,1.0
11031.0,24,24,1.0
11032.0,34,34,1.0
11033.0,24,24,1.0
11034.0,24,24,1.0
11035.0,24,24,1.0
11039.0,24,24,1.0
11043.0,57,57,1.0
11102.0,13,13,1.0
11103.0,19,19,1.0
11105.0,12,12,1.0
11106.0,21,21,1.0
11107.0,20,20,1.0
11108.0,15,15,1.0
11109.0,17,17,1.0
11110.0,20,20,1.0
11111.0,24,24,1.0
11112.0,18,18,1.0
11113.0,17,17,1.0
11114.0,14,14,1.0
11115.0,18,18,1.0
11117.0,14,14,1.0
11119.0,25,25,1.0
11120.0,14,14,1.0
11122.0,14,14,1.0
11123.0,24,24,1.0
11124.0,10,10,1.0
11125.0,17,17,1.0
11129.0,16,16,1.0
11130.0,11,11,1.0
11131.0,16,16,1.0
11132.0,29,29,1.0
11133.0,18,18,1.0
11134.0,19,19,1.0
11135.0,18,18,1.0
11139.0,11,11,1.0
11140.0,13,13,1.0
11141.0,23,23,1.0
11142.0,17,17,1.0
11143.0,17,17,1.0
11144.0,23,23,1.0
11145.0,18,18,1.0
11202.0,18,18,1.0
11203.0,17,17,1.0
11205.0,15,15,1.0
11206.0,14,14,1.0
11207.0,14,14,1.0
11208.0,9,9,1.0
11209.0,9,9,1.0
11210.0,12,12,1.0
11211.0,15,15,1.0
11212.0,13,13,1.0
11213.0,20,20,1.0
11214.0,10,10,1.0
11215.0,20,20,1.0
11217.0,17,17,1.0
11218.0,14,14,1.0
11219.0,15,15,1.0
11220.0,15,15,1.0
11222.0,16,16,1.0
11223.0,20,20,1.0
11224.0,23,23,1.0
11225.0,17,17,1.0
11227.0,20,20,1.0
11229.0,13,13,1.0
11230.0,12,12,1.0
11231.0,14,14,1.0
11232.0,18,18,1.0
11233.0,15,15,1.0
11234.0,11,11,1.0
11235.0,17,17,1.0
11239.0,13,13,1.0
11240.0,13,13,1.0
11241.0,8,8,1.0
11242.0,14,14,1.0
11243.0,16,16,1.0
11244.0,18,18,1.0
11245.0,11,11,1.0
11302.0,12,12,1.0
11303.0,6,6,1.0
11305.0,8,8,1.0
11306.0,8,8,1.0
11307.0,18,18,1.0
11308.0,13,13,1.0
11309.0,8,8,1.0
11310.0,7,7,1.0
11311.0,7,7,1.0
11312.0,9,9,1.0
11313.0,16,16,1.0
11314.0,5,5,1.0
11315.0,9,9,1.0
11317.0,10,10,1.0
11320.0,7,7,1.0
11322.0,6,6,1.0
11323.0,11,11,1.0
11325.0,9,9,1.0
11329.0,22,22,1.0
11330.0,11,11,1.0
11331.0,10,10,1.0
11332.0,12,12,1.0
11333.0,7,7,1.0
11334.0,8,8,1.0
11335.0,6,6,1.0
11339.0,11,11,1.0
11341.0,9,9,1.0
11342.0,5,5,1.0
11343.0,9,9,1.0
11345.0,8,8,1.0
11402.0,3,3,1.0
11403.0,4,4,1.0
11405.0,8,8,1.0
11406.0,5,5,1.0
11407.0,6,6,1.0
11408.0,4,4,1.0
11409.0,8,8,1.0
11410.0,13,13,1.0
11411.0,6,6,1.0
11412.0,3,3,1.0
11413.0,3,3,1.0
11414.0,7,7,1.0
11415.0,11,11,1.0
11417.0,2,2,1.0
11418.0,3,3,1.0
11419.0,2,2,1.0
11420.0,7,7,1.0
11422.0,2,2,1.0
11423.0,7,7,1.0
11424.0,6,6,1.0
11425.0,7,7,1.0
11427.0,3,3,1.0
11428.0,4,4,1.0
11429.0,5,5,1.0
11430.0,5,5,1.0
11431.0,9,9,1.0
11432.0,5,5,1.0
11433.0,11,11,1.0
11434.0,8,8,1.0
11435.0,11,11,1.0
11437.0,8,8,1.0
11438.0,5,5,1.0
11439.0,9,9,1.0
11440.0,5,5,1.0
11441.0,8,8,1.0
11442.0,10,10,1.0
11443.0,7,7,1.0
11444.0,6,6,1.0
11445.0,5,5,1.0
11501.0,11,11,1.0
11502.0,10,10,1.0
11503.0,9,9,1.0
11505.0,11,11,1.0
11506.0,12,12,1.0
11507.0,10,10,1.0
11508.0,16,16,1.0
11509.0,13,13,1.0
11510.0,18,18,1.0
11511.0,17,17,1.0
11512.0,8,8,1.0
11513.0,9,9,1.0
11514.0,17,17,1.0
11515.0,11,11,1.0
11517.0,16,16,1.0
11518.0,13,13,1.0
11519.0,11,11,1.0
11520.0,11,11,1.0
11521.0,11,11,1.0
11522.0,17,17,1.0
11523.0,7,7,1.0
11524.0,6,6,1.0
11525.0,14,14,1.0
11527.0,11,11,1.0
11528.0,11,11,1.0
11529.0,10,10,1.0
11530.0,11,11,1.0
11531.0,13,13,1.0
11532.0,11,11,1.0
11533.0,10,10,1.0
11534.0,13,13,1.0
11535.0,12,12,1.0
11536.0,11,11,1.0
11537.0,9,9,1.0
11538.0,9,9,1.0
11539.0,13,13,1.0
11540.0,12,12,1.0
11541.0,11,11,1.0
11542.0,17,17,1.0
11543.0,9,9,1.0
11544.0,11,11,1.0
11545.0,15,15,1.0
11601.0,11,11,1.0
11602.0,12,12,1.0
11603.0,16,16,1.0
11605.0,13,13,1.0
11606.0,10,10,1.0
11607.0,12,12,1.0
11608.0,14,14,1.0
11609.0,9,9,1.0
11610.0,5,5,1.0
11611.0,12,12,1.0
11612.0,11,11,1.0
11613.0,11,11,1.0
11614.0,8,8,1.0
11615.0,10,10,1.0
11617.0,13,13,1.0
11618.0,16,16,1.0
11619.0,12,12,1.0
11620.0,12,12,1.0
11621.0,9,9,1.0
11622.0,6,6,1.0
11623.0,10,10,1.0
11624.0,13,13,1.0
11625.0,9,9,1.0
11627.0,13,13,1.0
11628.0,9,9,1.0
11629.0,11,11,1.0
11630.0,9,9,1.0
11631.0,9,9,1.0
11632.0,8,8,1.0
11633.0,13,13,1.0
11634.0,9,9,1.0
11635.0,15,15,1.0
11637.0,9,9,1.0
11638.0,10,10,1.0
11639.0,7,7,1.0
11640.0,12,12,1.0
11641.0,8,8,1.0
11642.0,13,13,1.0
11643.0,11,11,1.0
11644.0,6,6,1.0
11645.0,10,10,1.0
11702.0,12,12,1.0
11703.0,7,7,1.0
11705.0,17,17,1.0
11706.0,17,17,1.0
11707.0,10,10,1.0
11708.0,10,10,1.0
11709.0,12,12,1.0
11710.0,13,13,1.0
11711.0,5,5,1.0
11712.0,16,16,1.0
11713.0,12,12,1.0
11714.0,9,9,1.0
11715.0,8,8,1.0
11717.0,13,13,1.0
11718.0,23,23,1.0
11719.0,11,11,1.0
11720.0,12,12,1.0
11722.0,12,12,1.0
11723.0,13,13,1.0
11724.0,16,16,1.0
11725.0,9,9,1.0
11727.0,16,16,1.0
11729.0,26,26,1.0
11730.0,12,12,1.0
11731.0,16,16,1.0
11732.0,17,17,1.0
11733.0,21,21,1.0
11734.0,11,11,1.0
11735.0,19,19,1.0
11739.0,16,16,1.0
11740.0,15,15,1.0
11741.0,18,18,1.0
11742.0,10,10,1.0
11743.0,18,18,1.0
11744.0,14,14,1.0
11745.0,8,8,1.0
11802.0,15,15,1.0
11803.0,14,14,1.0
11805.0,16,16,1.0
11806.0,10,10,1.0
11807.0,16,16,1.0
11808.0,16,16,1.0
11809.0,12,12,1.0
11810.0,18,18,1.0
11811.0,8,8,1.0
11812.0,14,14,1.0
11813.0,8,8,1.0
11814.0,14,14,1.0
11815.0,10,10,1.0
11817.0,10,10,1.0
11818.0,16,16,1.0
11819.0,11,11,1.0
11820.0,12,12,1.0
11822.0,10,10,1.0
11823.0,15,15,1.0
11824.0,15,15,1.0
11825.0,8,8,1.0
11829.0,12,12,1.0
11830.0,11,11,1.0
11831.0,16,16,1.0
11832.0,9,9,1.0
11833.0,14,14,1.0
11834.0,16,16,1.0
11835.0,10,10,1.0
11839.0,9,9,1.0
11840.0,9,9,1.0
11841.0,14,14,1.0
11842.0,15,15,1.0
11843.0,8,8,1.0
11844.0,10,10,1.0
11845.0,9,9,1.0
11902.0,16,16,1.0
11903.0,10,10,1.0
11905.0,30,30,1.0
11906.0,17,17,1.0
11907.0,12,12,1.0
11908.0,28,28,1.0
11909.0,10,10,1.0
11910.0,15,15,1.0
11911.0,13,13,1.0
11912.0,16,16,1.0
11913.0,17,17,1.0
11914.0,13,13,1.0
11915.0,7,7,1.0
11917.0,12,12,1.0
11922.0,14,14,1.0
11923.0,23,23,1.0
11929.0,29,29,1.0
11930.0,14,14,1.0
11931.0,18,18,1.0
11932.0,14,14,1.0
11933.0,17,17,1.0
11934.0,22,22,1.0
11935.0,14,14,1.0
11939.0,33,33,1.0
11942.0,11,11,1.0
11943.0,17,17,1.0
11945.0,18,18,1.0
12002.0,21,21,1.0
12003.0,14,14,1.0
12005.0,17,17,1.0
12006.0,29,29,1.0
12007.0,11,11,1.0
12008.0,17,17,1.0
12009.0,15,15,1.0
12010.0,16,16,1.0
12011.0,19,19,1.0
12012.0,25,25,1.0
12013.0,21,21,1.0
12014.0,14,14,1.0
12015.0,17,17,1.0
12017.0,27,27,1.0
12018.0,12,12,1.0
12019.0,16,16,1.0
12020.0,16,16,1.0
12022.0,17,17,1.0
12023.0,28,28,1.0
12024.0,17,17,1.0
12025.0,18,18,1.0
12029.0,15,15,1.0
12030.0,20,20,1.0
12031.0,7,7,1.0
12032.0,13,13,1.0
12033.0,22,22,1.0
12034.0,29,29,1.0
12035.0,32,32,1.0
12039.0,15,15,1.0
12040.0,13,13,1.0
12041.0,15,15,1.0
12042.0,12,12,1.0
12043.0,12,12,1.0
12044.0,19,19,1.0
12045.0,21,21,1.0
12102.0,15,15,1.0
12103.0,18,18,1.0
12105.0,14,14,1.0
12106.0,31,31,1.0
12107.0,21,21,1.0
12108.0,24,24,1.0
12109.0,22,22,1.0
12110.0,18,18,1.0
12111.0,28,28,1.0
12112.0,21,21,1.0
12113.0,23,23,1.0
12114.0,27,27,1.0
12115.0,27,27,1.0
12117.0,35,35,1.0
12118.0,25,25,1.0
12119.0,19,19,1.0
12120.0,22,22,1.0
12122.0,14,14,1.0
12123.0,30,30,1.0
12124.0,20,20,1.0
12125.0,30,30,1.0
12127.0,8,8,1.0
12129.0,8,8,1.0
12130.0,23,23,1.0
12131.0,27,27,1.0
12132.0,18,18,1.0
12133.0,21,21,1.0
12134.0,19,19,1.0
12135.0,25,25,1.0
12139.0,17,17,1.0
12140.0,28,28,1.0
12141.0,23,23,1.0
12142.0,22,22,1.0
12143.0,27,27,1.0
12144.0,19,19,1.0
12145.0,17,17,1.0
12202.0,26,26,1.0
12203.0,30,30,1.0
12205.0,22,22,1.0
12206.0,24,24,1.0
12207.0,28,28,1.0
12208.0,19,19,1.0
12209.0,14,14,1.0
12210.0,32,32,1.0
12211.0,19,19,1.0
12212.0,20,20,1.0
12213.0,21,21,1.0
12214.0,19,19,1.0
12215.0,21,21,1.0
12217.0,19,19,1.0
12218.0,16,16,1.0
12219.0,28,28,1.0
12220.0,12,12,1.0
12222.0,22,22,1.0
12223.0,13,13,1.0
12224.0,20,20,1.0
12225.0,19,19,1.0
12229.0,24,24,1.0
12230.0,15,15,1.0
12231.0,16,16,1.0
12232.0,21,21,1.0
12233.0,28,28,1.0
12234.0,20,20,1.0
12235.0,30,30,1.0
12239.0,25,25,1.0
12240.0,23,23,1.0
12241.0,23,23,1.0
12242.0,23,23,1.0
12243.0,12,12,1.0
12244.0,26,26,1.0
12245.0,19,19,1.0
12302.0,26,26,1.0
12303.0,25,25,1.0
12305.0,21,21,1.0
12306.0,37,37,1.0
12307.0,23,23,1.0
12308.0,21,21,1.0
12309.0,29,29,1.0
12310.0,32,32,1.0
12311.0,38,38,1.0
12312.0,28,28,1.0
12313.0,20,20,1.0
12314.0,28,28,1.0
12315.0,29,29,1.0
12317.0,26,26,1.0
12318.0,23,23,1.0
12319.0,26,26,1.0
12320.0,19,19,1.0
12322.0,24,24,1.0
12323.0,32,32,1.0
12324.0,14,14,1.0
12325.0,18,18,1.0
12327.0,19,19,1.0
12328.0,27,27,1.0
12329.0,29,29,1.0
12330.0,23,23,1.0
12331.0,17,17,1.0
12332.0,19,19,1.0
12333.0,23,23,1.0
12334.0,24,24,1.0
12335.0,26,26,1.0
12337.0,29,29,1.0
12339.0,21,21,1.0
12340.0,19,19,1.0
12341.0,20,20,1.0
12342.0,28,28,1.0
12343.0,24,24,1.0
12344.0,28,28,1.0
12345.0,26,26,1.0
12401.0,26,26,1.0
12402.0,11,11,1.0
12403.0,35,35,1.0
12405.0,21,21,1.0
12406.0,18,18,1.0
12407.0,23,23,1.0
12408.0,34,34,1.0
12409.0,25,25,1.0
12410.0,29,29,1.0
12411.0,26,26,1.0
12412.0,32,32,1.0
12413.0,27,27,1.0
12414.0,26,26,1.0
12415.0,33,33,1.0
12417.0,31,31,1.0
12418.0,35,35,1.0
12419.0,25,25,1.0
12420.0,21,21,1.0
12421.0,23,23,1.0
12422.0,34,34,1.0
12423.0,22,22,1.0
12424.0,21,21,1.0
12425.0,26,26,1.0
12427.0,19,19,1.0
12428.0,34,34,1.0
12429.0,29,29,1.0
12430.0,26,26,1.0
12431.0,32,32,1.0
12432.0,27,27,1.0
12433.0,27,27,1.0
12434.0,13,13,1.0
12435.0,17,17,1.0
12436.0,27,27,1.0
12437.0,18,18,1.0
12438.0,20,20,1.0
12439.0,28,28,1.0
12440.0,26,26,1.0
12441.0,21,21,1.0
12442.0,12,12,1.0
12443.0,37,37,1.0
12444.0,27,27,1.0
12445.0,34,34,1.0
12501.0,45,45,1.0
12502.0,50,50,1.0
12503.0,43,43,1.0
12505.0,24,24,1.0
12506.0,37,37,1.0
12507.0,42,42,1.0
12508.0,41,41,1.0
12509.0,23,23,1.0
12510.0,30,30,1.0
12511.0,38,38,1.0
12512.0,30,30,1.0
12513.0,43,43,1.0
12514.0,42,42,1.0
12515.0,22,22,1.0
12517.0,30,30,1.0
12518.0,41,41,1.0
12519.0,19,19,1.0
12520.0,27,27,1.0
12521.0,55,55,1.0
12522.0,31,31,1.0
12523.0,25,25,1.0
12524.0,34,34,1.0
12525.0,44,44,1.0
12527.0,56,56,1.0
12528.0,45,45,1.0
12529.0,41,41,1.0
12530.0,47,47,1.0
12531.0,29,29,1.0
12532.0,32,32,1.0
12533.0,36,36,1.0
12534.0,34,34,1.0
12535.0,40,40,1.0
12536.0,45,45,1.0
12537.0,43,43,1.0
12538.0,57,57,1.0
12539.0,48,48,1.0
12540.0,38,38,1.0
12541.0,30,30,1.0
12542.0,42,42,1.0
12543.0,29,29,1.0
12544.0,35,35,1.0
12545.0,28,28,1.0
12602.0,19,19,1.0
12603.0,22,22,1.0
12605.0,23,23,1.0
12606.0,35,35,1.0
12607.0,27,27,1.0
12608.0,28,28,1.0
12609.0,31,31,1.0
12610.0,26,26,1.0
12611.0,23,23,1.0
12612.0,27,27,1.0
12613.0,25,25,1.0
12614.0,26,26,1.0
12615.0,27,27,1.0
12617.0,24,24,1.0
12618.0,34,34,1.0
12619.0,26,26,1.0
12620.0,27,27,1.0
12622.0,39,39,1.0
12623.0,20,20,1.0
12624.0,28,28,1.0
12625.0,8,8,1.0
12627.0,24,24,1.0
12629.0,28,28,1.0
12630.0,29,29,1.0
12631.0,36,36,1.0
12632.0,23,23,1.0
12633.0,21,21,1.0
12634.0,22,22,1.0
12635.0,43,43,1.0
12637.0,30,30,1.0
12639.0,39,39,1.0
12640.0,34,34,1.0
12641.0,38,38,1.0
12642.0,17,17,1.0
12643.0,25,25,1.0
12644.0,28,28,1.0
12645.0,21,21,1.0
12702.0,27,27,1.0
12705.0,21,21,1.0
12706.0,23,23,1.0
12707.0,26,26,1.0
12708.0,18,18,1.0
12710.0,25,25,1.0
12712.0,13,13,1.0
12714.0,13,13,1.0
12717.0,27,27,1.0
12722.0,27,27,1.0
12723.0,17,17,1.0
12729.0,18,18,1.0
12731.0,29,29,1.0
12732.0,24,24,1.0
12733.0,28,28,1.0
12734.0,23,23,1.0
12739.0,20,20,1.0
12743.0,28,28,1.0
12802.0,37,37,1.0
12803.0,12,12,1.0
12805.0,33,33,1.0
12806.0,21,21,1.0
12807.0,24,24,1.0
12808.0,18,18,1.0
12809.0,39,39,1.0
12810.0,28,28,1.0
12811.0,20,20,1.0
12812.0,21,21,1.0
12813.0,15,15,1.0
12814.0,25,25,1.0
12815.0,28,28,1.0
12817.0,24,24,1.0
12818.0,19,19,1.0
12819.0,19,19,1.0
12820.0,15,15,1.0
12822.0,22,22,1.0
12823.0,30,30,1.0
12824.0,23,23,1.0
12825.0,19,19,1.0
12827.0,17,17,1.0
12829.0,26,26,1.0
12830.0,10,10,1.0
12831.0,11,11,1.0
12832.0,19,19,1.0
12833.0,31,31,1.0
12834.0,21,21,1.0
12835.0,24,24,1.0
12839.0,32,32,1.0
12840.0,20,20,1.0
12841.0,17,17,1.0
12842.0,11,11,1.0
12843.0,18,18,1.0
12844.0,17,17,1.0
12845.0,6,6,1.0
12902.0,34,34,1.0
12903.0,35,35,1.0
12905.0,18,18,1.0
12906.0,22,22,1.0
12907.0,38,38,1.0
12908.0,23,23,1.0
12909.0,30,30,1.0
12910.0,34,34,1.0
12911.0,17,17,1.0
12912.0,25,25,1.0
12913.0,29,29,1.0
12914.0,23,23,1.0
12915.0,30,30,1.0
12917.0,33,33,1.0
12918.0,24,24,1.0
12919.0,20,20,1.0
12920.0,25,25,1.0
12922.0,21,21,1.0
12923.0,30,30,1.0
12924.0,23,23,1.0
12925.0,31,31,1.0
12927.0,15,15,1.0
12928.0,32,32,1.0
12929.0,29,29,1.0
