DHSCLUST,total_villages,villages_with_gp,gp_coverage_rate
291567.0,33,33,1.0
291569.0,11,11,1.0
291570.0,38,38,1.0
291572.0,4,4,1.0
291575.0,26,26,1.0
291576.0,34,34,1.0
291577.0,17,17,1.0
291578.0,9,9,1.0
291579.0,11,11,1.0
291580.0,16,16,1.0
291581.0,18,18,1.0
291582.0,21,21,1.0
291586.0,23,23,1.0
291588.0,9,9,1.0
291589.0,22,22,1.0
291591.0,12,12,1.0
291592.0,17,17,1.0
291593.0,19,19,1.0
291594.0,10,10,1.0
291595.0,29,29,1.0
291596.0,17,17,1.0
291597.0,31,31,1.0
291599.0,8,8,1.0
291601.0,18,18,1.0
291602.0,16,16,1.0
291603.0,19,19,1.0
291605.0,22,22,1.0
291606.0,28,28,1.0
291607.0,9,9,1.0
291608.0,37,37,1.0
291610.0,13,13,1.0
291612.0,18,18,1.0
291613.0,64,64,1.0
291615.0,24,24,1.0
291617.0,36,36,1.0
291619.0,23,23,1.0
291620.0,25,25,1.0
291621.0,8,8,1.0
291622.0,24,24,1.0
291623.0,27,27,1.0
291624.0,35,35,1.0
291626.0,25,25,1.0
291629.0,33,33,1.0
291631.0,22,22,1.0
291635.0,16,16,1.0
291636.0,28,28,1.0
291637.0,16,16,1.0
291638.0,13,13,1.0
291639.0,12,12,1.0
291640.0,6,6,1.0
291641.0,18,18,1.0
291642.0,4,4,1.0
291643.0,15,15,1.0
291644.0,32,32,1.0
291647.0,13,13,1.0
291649.0,30,30,1.0
291651.0,27,27,1.0
291653.0,21,21,1.0
291654.0,24,24,1.0
291655.0,15,15,1.0
291656.0,15,15,1.0
291657.0,39,39,1.0
291658.0,20,20,1.0
291659.0,32,32,1.0
291660.0,19,19,1.0
291661.0,9,9,1.0
291662.0,14,14,1.0
291663.0,17,17,1.0
291664.0,37,37,1.0
291665.0,23,23,1.0
291666.0,22,22,1.0
291667.0,14,14,1.0
291669.0,16,16,1.0
291671.0,20,20,1.0
291672.0,10,10,1.0
291673.0,31,31,1.0
291675.0,35,35,1.0
291676.0,25,25,1.0
291677.0,34,34,1.0
291678.0,10,10,1.0
291679.0,26,26,1.0
291680.0,24,24,1.0
291681.0,30,30,1.0
291682.0,5,5,1.0
291683.0,20,20,1.0
291685.0,33,33,1.0
291687.0,9,9,1.0
291688.0,27,27,1.0
291689.0,52,52,1.0
291691.0,20,20,1.0
291692.0,34,34,1.0
291693.0,33,33,1.0
291694.0,10,10,1.0
291695.0,31,31,1.0
291696.0,22,22,1.0
291697.0,10,10,1.0
291698.0,15,15,1.0
291700.0,9,9,1.0
291701.0,28,28,1.0
291703.0,30,30,1.0
291705.0,6,6,1.0
291706.0,5,5,1.0
291708.0,30,30,1.0
291709.0,17,17,1.0
291710.0,27,27,1.0
291711.0,28,28,1.0
291712.0,12,12,1.0
291713.0,28,28,1.0
291714.0,33,33,1.0
291715.0,40,40,1.0
291717.0,12,12,1.0
291719.0,26,26,1.0
291722.0,15,15,1.0
291725.0,16,16,1.0
291726.0,14,14,1.0
291727.0,6,6,1.0
291728.0,24,24,1.0
291730.0,24,24,1.0
291731.0,30,30,1.0
291733.0,22,22,1.0
291734.0,13,13,1.0
291735.0,29,29,1.0
291736.0,11,11,1.0
