DHSCLUST,URBAN_RURA,DHSREGNA,round,displacement_R_m,primary_gp,primary_gp_prob,n_gps_hit,n_outside_any_gp,gp_distribution
291092.0,R,Ganganagar,NFHS4,5000,37792.0,0.254,6,481,"{37792.0: 254, 37781.0: 211, 37787.0: 23, 37800.0: 14, 37790.0: 12, 37798.0: 5}"
291105.0,R,Ganganagar,NFHS4,5000,262431.0,0.689,6,47,"{262431.0: 689, 37664.0: 132, 37720.0: 60, 37712.0: 49, 37671.0: 16, 37657.0: 7}"
291112.0,R,Ganganagar,NFHS4,5000,37709.0,0.45,8,2,"{37709.0: 450, 37708.0: 209, 37715.0: 126, 37701.0: 103, 37695.0: 56, 37674.0: 24, 37700.0: 20, 37716.0: 10}"
291158.0,U,Ganganagar,NFHS4,2000,37650.0,0.964,4,0,"{37650.0: 964, 37721.0: 33, 37725.0: 2, 37691.0: 1}"
291308.0,U,Ganganagar,NFHS4,2000,262736.0,0.265,4,555,"{262736.0: 265, 262730.0: 108, 37773.0: 52, 294628.0: 20}"
291325.0,U,Ganganagar,NFHS4,2000,37743.0,0.223,1,777,{37743.0: 223}
291395.0,R,Ganganagar,NFHS4,5000,37645.0,0.529,8,0,"{37645.0: 529, 37727.0: 249, 37726.0: 111, 37717.0: 77, 37689.0: 17, 37716.0: 15, 37659.0: 1, 37677.0: 1}"
291408.0,U,Ganganagar,NFHS4,2000,262730.0,0.212,4,658,"{262730.0: 212, 37743.0: 105, 262736.0: 17, 37737.0: 8}"
291424.0,R,Ganganagar,NFHS4,5000,37943.0,0.283,8,106,"{37943.0: 283, 37651.0: 241, 37927.0: 187, 37711.0: 90, 37654.0: 59, 262893.0: 20, 37934.0: 8, 37668.0: 6}"
291441.0,R,Ganganagar,NFHS4,5000,37655.0,0.592,7,41,"{37655.0: 592, 37658.0: 194, 262414.0: 52, 37665.0: 41, 37652.0: 32, 37666.0: 31, 37669.0: 17}"
291483.0,R,Ganganagar,NFHS4,5000,37701.0,0.269,10,24,"{37701.0: 269, 37700.0: 220, 37695.0: 175, 37699.0: 86, 37662.0: 59, 37708.0: 54, 37668.0: 45, 37693.0: 32, 37709.0: 27, 37648.0: 9}"
291496.0,R,Ganganagar,NFHS4,5000,294635.0,0.372,8,127,"{294635.0: 372, 37754.0: 191, 37917.0: 182, 37734.0: 57, 37913.0: 55, 37904.0: 7, 37923.0: 6, 37760.0: 3}"
291502.0,U,Ganganagar,NFHS4,2000,37743.0,0.255,6,447,"{37743.0: 255, 37733.0: 175, 37773.0: 58, 294628.0: 33, 262736.0: 19, 37745.0: 13}"
291537.0,U,Ganganagar,NFHS4,2000,37684.0,0.549,4,52,"{37684.0: 549, 37683.0: 391, 37681.0: 5, 37663.0: 3}"
291567.0,R,Ganganagar,NFHS4,5000,37922.0,0.3,6,57,"{37922.0: 300, 37924.0: 261, 37923.0: 143, 37903.0: 128, 37916.0: 84, 37917.0: 27}"
291583.0,U,Ganganagar,NFHS4,2000,37743.0,0.209,3,767,"{37743.0: 209, 262730.0: 12, 262736.0: 12}"
291608.0,R,Ganganagar,NFHS4,5000,37885.0,0.288,8,179,"{37885.0: 288, 37893.0: 165, 37889.0: 163, 37891.0: 98, 37879.0: 75, 37849.0: 25, 37864.0: 6, 37874.0: 1}"
291613.0,R,Ganganagar,NFHS4,5000,37930.0,0.305,8,219,"{37930.0: 305, 37935.0: 160, 37956.0: 82, 37958.0: 77, 37942.0: 71, 262740.0: 32, 37938.0: 31, 37953.0: 23}"
291617.0,R,Ganganagar,NFHS4,5000,37897.0,0.249,5,604,"{37897.0: 249, 37920.0: 55, 37918.0: 48, 37902.0: 27, 262757.0: 17}"
291626.0,R,Ganganagar,NFHS4,5000,37767.0,0.322,6,304,"{37767.0: 322, 37739.0: 182, 37775.0: 84, 37751.0: 79, 37753.0: 15, 37757.0: 14}"
291684.0,U,Ganganagar,NFHS4,2000,37881.0,0.348,4,33,"{37881.0: 348, 37822.0: 316, 37892.0: 173, 37862.0: 130}"
291715.0,R,Ganganagar,NFHS4,5000,37779.0,0.335,10,51,"{37779.0: 335, 37783.0: 171, 37777.0: 142, 37790.0: 87, 37782.0: 69, 37805.0: 55, 37809.0: 46, 37800.0: 28, 37781.0: 15, 37810.0: 1}"
